ANTMToBrokerCode	ANTM	Start	2025-12-24	End	2025-12-24	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	613,034	199,006,441,000	3246.25	1	YP	390,671	126,705,543,000	3243.28
YP	193,278	62,735,764,000	3245.88	2	CC	306,908	99,215,157,000	3232.73
ZP	181,155	58,565,271,000	3232.88	3	XL	167,900	54,549,966,000	3248.96
CC	147,787	47,996,922,000	3247.71	4	DR	129,866	41,713,255,000	3212.02
XL	126,098	40,895,272,000	3243.13	5	XC	125,275	40,684,395,000	3247.61
LG	110,333	35,747,266,000	3239.94	6	AK	115,903	37,640,871,000	3247.62
NI	98,033	31,636,327,000	3227.11	7	AZ	116,083	37,354,505,000	3217.91
IF	92,872	29,883,814,000	3217.74	8	ZP	113,184	36,715,026,000	3243.84
BB	74,031	24,040,247,000	3247.32	9	AF	102,167	33,248,010,000	3254.28
KZ	73,407	23,816,261,000	3244.41	10	CP	82,427	26,792,147,000	3250.41
CP	61,444	19,869,379,000	3233.74	11	LG	63,284	20,401,422,000	3223.79
PD	61,198	19,757,937,000	3228.53	12	SQ	57,524	18,696,601,000	3250.23
XC	46,951	15,225,221,000	3242.79	13	PD	56,947	18,480,681,000	3245.24
MG	36,650	11,928,481,000	3254.70	14	NI	52,034	16,911,079,000	3250.01
SQ	31,185	10,014,652,000	3211.37	15	KK	46,888	15,233,182,000	3248.84
DR	30,363	9,871,359,000	3251.11	16	MG	39,120	12,716,714,000	3250.69
KK	29,570	9,569,297,000	3236.15	17	OD	29,646	9,643,894,000	3253.02
EP	28,307	9,178,097,000	3242.34	18	HD	27,865	9,071,716,000	3255.60
BK	27,502	8,884,782,440	3230.53	19	BK	22,530	7,298,238,440	3239.27
HD	25,913	8,444,980,000	3258.97	20	EP	22,235	7,234,225,000	3253.53
RF	16,560	5,366,990,000	3240.94	21	XA	17,011	5,511,011,000	3239.67
OD	15,322	4,966,221,000	3241.24	22	GR	12,915	4,187,725,000	3242.53
SS	10,200	3,334,800,000	3269.41	23	DX	10,581	3,433,296,000	3244.77
BQ	8,767	2,851,843,000	3252.93	24	AT	8,017	2,605,619,000	3250.12
AZ	7,958	2,558,889,000	3215.49	25	BQ	7,997	2,595,836,000	3246.01
GR	6,245	2,014,579,000	3225.91	26	YJ	7,484	2,428,877,000	3245.43
YU	5,594	1,805,914,000	3228.31	27	DH	7,007	2,283,316,000	3258.62
AG	5,372	1,756,729,000	3270.16	28	AI	6,936	2,270,216,000	3273.09
PF	5,000	1,630,000,000	3260.00	29	KI	6,856	2,229,082,000	3251.29
DH	4,654	1,502,663,000	3228.76	30	TP	5,821	1,892,432,000	3251.04
FZ	4,000	1,290,000,000	3225.00	31	AG	5,427	1,757,477,000	3238.40
TP	3,754	1,217,241,000	3242.52	32	YB	5,252	1,710,654,000	3257.15
LS	3,639	1,171,774,000	3220.04	33	SS	4,800	1,539,500,000	3207.29
YJ	3,532	1,160,089,000	3284.51	34	IF	4,292	1,378,122,000	3210.91
AT	3,531	1,141,169,000	3231.86	35	HP	3,981	1,292,660,000	3247.07
CD	3,222	1,030,545,000	3198.46	36	LS	3,626	1,178,759,000	3250.85
HP	2,364	767,141,000	3245.10	37	BS	3,100	1,016,800,000	3280.00
FS	2,308	749,564,000	3247.68	38	FZ	3,090	995,430,000	3221.46
ZR	2,000	650,000,000	3250.00	39	YU	3,007	978,940,000	3255.54
YB	1,960	634,249,000	3235.96	40	FS	2,718	879,300,000	3235.10
KI	1,241	403,531,000	3251.66	41	BB	2,541	815,705,000	3210.17
BS	1,000	326,000,000	3260.00	42	ZR	2,000	650,000,000	3250.00
ES	1,000	321,000,000	3210.00	43	PC	1,966	639,715,000	3253.89
AF	1,000	321,000,000	3210.00	44	AD	1,538	499,850,000	3250.00
XA	902	290,606,000	3221.80	45	CD	1,487	484,194,000	3256.18
AI	854	274,474,000	3213.98	46	AO	840	273,853,000	3260.15
IT	700	224,000,000	3200.00	47	IT	740	239,450,000	3235.81
PC	436	139,564,000	3201.01	48	BR	664	215,294,000	3242.38
AO	350	113,088,000	3231.09	49	SH	586	190,872,000	3257.20
DX	260	84,128,000	3235.69	50	MI	450	147,050,000	3267.78
RB	205	65,805,000	3210.00	51	RG	330	107,930,000	3270.61
BR	60	19,650,000	3275.00	52	RO	320	103,645,000	3238.91
SF	8	2,600,000	3250.00	53	SF	248	80,548,000	3247.90
SH	4	1,304,000	3260.00	54	EL	210	68,658,000	3269.43
RG	2	638,000	3190.00	55	RB	207	67,226,000	3247.63
JB	1	322,000	3220.00	56	ES	200	65,400,000	3270.00
DU	1	319,000	3190.00	57	RF	200	65,300,000	3265.00
 	 	 	 	58	PO	72	23,256,000	3230.00
 	 	 	 	59	JB	51	16,626,000	3260.00
 	 	 	 	60	OK	25	8,150,000	3260.00
 	 	 	 	61	TF	23	7,454,000	3240.87
 	 	 	 	62	AR	15	4,905,000	3270.00
 	 	 	 	63	QA	11	3,597,000	3270.00
 	 	 	 	64	ID	10	3,230,000	3230.00
 	 	 	 	65	GI	3	981,000	3270.00
 	 	 	 	66	AN	3	977,000	3256.67
 	 	 	 	67	IC	2	654,000	3270.00
