ANTMToBrokerCode	ANTM	Start	2025-12-30	End	2025-12-30	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	232,657	73,685,541,800	3167.13	1	AK	237,756	75,289,956,800	3166.69
BK	197,141	62,528,587,000	3171.77	2	CC	193,979	61,789,557,000	3185.37
XL	195,427	62,201,086,000	3182.83	3	AZ	190,287	60,179,549,000	3162.57
CC	195,634	61,975,526,000	3167.93	4	BK	140,748	44,665,128,000	3173.41
YP	175,683	55,717,625,000	3171.49	5	SQ	134,751	42,697,623,000	3168.63
PD	172,953	54,816,239,000	3169.43	6	LG	133,158	42,271,851,000	3174.56
LG	144,904	45,855,175,000	3164.52	7	DR	122,485	38,764,368,000	3164.83
SQ	96,291	30,538,561,000	3171.49	8	XL	119,065	37,916,902,000	3184.55
YU	77,294	24,563,049,000	3177.87	9	OD	116,748	37,008,168,000	3169.92
XC	72,780	23,073,440,000	3170.30	10	YU	103,461	32,768,448,000	3167.23
NI	59,873	18,976,695,000	3169.49	11	YP	101,522	32,209,389,000	3172.65
DR	57,936	18,430,113,000	3181.12	12	ZP	77,300	24,424,554,000	3159.71
ZP	57,822	18,329,448,000	3169.98	13	NI	77,101	24,371,678,000	3161.01
OD	52,506	16,661,674,000	3173.29	14	CP	74,897	23,734,726,000	3168.98
MG	39,749	12,616,404,000	3174.02	15	PD	73,943	23,505,623,000	3178.88
CP	38,135	12,108,744,000	3175.23	16	XC	50,973	16,275,544,000	3192.97
EP	28,054	8,891,976,000	3169.59	17	MG	30,990	9,822,369,000	3169.53
KK	27,134	8,604,654,000	3171.17	18	DH	26,106	8,234,865,000	3154.40
GR	26,362	8,340,186,000	3163.72	19	EP	22,003	6,978,488,000	3171.61
AZ	21,600	6,858,975,000	3175.45	20	KK	17,014	5,398,800,000	3173.15
DH	16,972	5,395,021,000	3178.78	21	HD	14,529	4,629,868,000	3186.64
HD	15,301	4,856,540,000	3174.00	22	AT	8,370	2,669,388,000	3189.23
BQ	14,290	4,529,243,000	3169.52	23	GR	5,707	1,810,901,000	3173.12
IF	9,298	2,940,004,000	3161.97	24	BQ	4,537	1,457,114,000	3211.62
TP	9,037	2,871,512,000	3177.51	25	XA	4,568	1,449,254,000	3172.62
AT	7,933	2,513,505,000	3168.42	26	TP	4,190	1,333,988,000	3183.74
HP	6,639	2,114,440,000	3184.88	27	ZR	4,001	1,273,576,000	3183.14
XA	6,256	1,976,267,000	3158.99	28	HP	3,137	997,444,000	3179.61
AG	6,057	1,922,113,000	3173.37	29	YB	3,049	970,262,000	3182.23
AI	5,757	1,854,963,000	3222.10	30	CD	2,120	671,240,000	3166.23
YJ	5,458	1,739,421,000	3186.92	31	IF	1,886	599,707,000	3179.78
YB	4,516	1,437,444,000	3183.00	32	AO	1,810	571,990,000	3160.17
ZR	4,100	1,293,700,000	3155.37	33	IN	1,600	512,750,000	3204.69
LS	3,678	1,166,396,000	3171.28	34	AI	1,297	413,630,000	3189.13
AO	3,533	1,120,571,000	3171.73	35	KI	1,233	379,681,000	3079.33
SS	3,150	994,050,000	3155.71	36	IT	1,000	320,500,000	3205.00
PC	2,226	706,290,000	3172.91	37	AG	979	311,405,000	3180.85
CD	2,040	644,790,000	3160.74	38	YJ	766	241,814,000	3156.84
DX	1,877	594,757,000	3168.66	39	LS	756	241,254,000	3191.19
KI	1,694	525,199,000	3100.35	40	DX	375	119,057,000	3174.85
FS	1,340	425,900,000	3178.36	41	PC	106	33,312,000	3142.64
IT	1,250	396,250,000	3170.00	42	ID	100	32,000,000	3200.00
BF	1,000	318,500,000	3185.00	43	ES	53	16,813,000	3172.26
SA	1,000	314,000,000	3140.00	44	FZ	52	16,486,000	3170.38
BS	977	311,513,000	3188.46	45	RS	52	16,380,000	3150.00
ID	769	242,351,000	3151.51	46	RG	50	15,750,000	3150.00
ES	661	210,391,000	3182.92	47	IU	40	12,580,000	3145.00
BR	610	192,770,000	3160.16	48	BR	17	5,372,000	3160.00
SH	576	183,086,000	3178.58	49	SH	11	3,498,000	3180.00
GI	400	127,000,000	3175.00	50	RF	8	2,520,000	3150.00
RG	362	114,032,000	3150.06	51	RO	4	1,272,000	3180.00
AR	360	113,760,000	3160.00	52	IH	2	634,000	3170.00
MI	250	79,500,000	3180.00	53	SF	1	321,000	3210.00
EL	250	79,000,000	3160.00	54	PO	1	319,000	3190.00
RS	160	50,400,000	3150.00	55	SS	1	316,000	3160.00
RX	156	49,140,000	3150.00	56	 	 	 	 
SF	142	44,991,000	3168.38	57	 	 	 	 
RO	134	42,607,000	3179.63	58	 	 	 	 
DU	105	32,980,000	3140.95	59	 	 	 	 
IN	100	32,000,000	3200.00	60	 	 	 	 
JB	92	29,522,000	3208.91	61	 	 	 	 
YO	78	24,726,000	3170.00	62	 	 	 	 
MU	61	19,215,000	3150.00	63	 	 	 	 
AF	50	15,800,000	3160.00	64	 	 	 	 
DD	24	7,680,000	3200.00	65	 	 	 	 
PG	20	6,300,000	3150.00	66	 	 	 	 
OK	10	3,170,000	3170.00	67	 	 	 	 
IH	4	1,266,000	3165.00	68	 	 	 	 
AN	4	1,260,000	3150.00	69	 	 	 	 
QA	3	948,000	3160.00	70	 	 	 	 
