ANTMToBrokerCode	ANTM	Start	2025-12-17	End	2025-12-17	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	284,459	86,743,779,000	3049.43	1	CC	188,776	57,492,611,800	3045.55
CC	231,672	70,629,571,800	3048.69	2	SQ	147,226	44,830,972,000	3045.04
YP	99,520	30,311,047,000	3045.72	3	YP	91,960	28,065,763,000	3051.95
BB	71,918	21,961,789,000	3053.73	4	XL	88,395	26,960,584,000	3050.01
BK	54,753	16,644,718,000	3039.96	5	ZP	83,250	25,311,385,000	3040.41
KZ	42,487	12,932,708,000	3043.92	6	NI	70,960	21,613,347,000	3045.85
XL	41,109	12,514,313,000	3044.18	7	AK	68,900	21,038,743,000	3053.52
PD	39,240	11,949,832,000	3045.32	8	XC	59,748	18,191,419,000	3044.69
CP	33,864	10,298,876,000	3041.25	9	PD	42,325	12,894,222,000	3046.48
YU	33,367	10,118,219,000	3032.40	10	BK	31,684	9,627,284,000	3038.53
XC	25,968	7,896,099,000	3040.70	11	OD	26,966	8,218,302,000	3047.65
HD	23,300	7,123,237,000	3057.18	12	YU	24,936	7,612,804,000	3052.94
DR	12,886	3,914,220,000	3037.58	13	HD	22,319	6,819,355,000	3055.40
ZP	10,853	3,291,119,000	3032.45	14	EP	18,262	5,552,591,000	3040.52
EP	10,648	3,253,000,000	3055.03	15	DR	17,454	5,322,600,000	3049.50
NI	10,328	3,142,933,000	3043.12	16	KK	17,270	5,266,138,000	3049.30
AZ	10,068	3,074,690,000	3053.92	17	AZ	15,674	4,778,409,000	3048.62
KK	8,728	2,666,740,000	3055.38	18	GR	13,569	4,129,249,000	3043.15
SQ	8,092	2,462,098,000	3042.63	19	CP	12,456	3,784,860,000	3038.58
MG	7,897	2,400,662,000	3039.97	20	MG	12,178	3,713,321,000	3049.20
AT	7,311	2,220,467,000	3037.16	21	AT	6,658	2,023,161,000	3038.69
YB	6,652	2,025,724,000	3045.29	22	AG	6,533	1,990,443,000	3046.75
OD	6,475	1,972,593,000	3046.48	23	LG	5,944	1,816,046,000	3055.26
LG	5,759	1,746,818,000	3033.20	24	KI	5,836	1,775,626,000	3042.54
TP	5,137	1,557,891,000	3032.69	25	TP	4,983	1,506,837,000	3023.96
IF	4,788	1,446,987,000	3022.11	26	YB	4,364	1,327,307,000	3041.49
ZR	4,000	1,218,000,000	3045.00	27	YJ	3,857	1,163,360,000	3016.23
GR	3,975	1,211,254,000	3047.18	28	PC	3,520	1,065,435,000	3026.80
BQ	3,313	1,006,812,000	3038.97	29	AI	3,349	1,021,280,000	3049.51
AO	2,016	610,860,000	3030.06	30	DX	3,184	973,778,000	3058.35
DH	1,821	554,663,000	3045.93	31	XA	2,940	898,486,000	3056.07
SS	1,575	480,375,000	3050.00	32	BQ	2,532	768,021,000	3033.26
PC	1,077	326,463,000	3031.23	33	AO	2,201	672,305,000	3054.54
ES	1,000	304,000,000	3040.00	34	DH	2,138	652,490,000	3051.87
AG	983	298,310,000	3034.69	35	HP	1,761	535,266,000	3039.56
DX	931	282,007,000	3029.08	36	LS	1,344	412,879,000	3072.02
LS	751	229,104,000	3050.65	37	IT	1,050	320,750,000	3054.76
YJ	669	202,998,000	3034.35	38	ES	1,005	305,520,000	3040.00
XA	626	189,951,000	3034.36	39	IF	978	296,946,000	3036.26
AI	571	175,085,000	3066.29	40	CD	880	266,370,000	3026.93
SH	336	100,800,000	3000.00	41	RS	600	183,000,000	3050.00
KI	224	67,950,000	3033.48	42	PP	600	181,200,000	3020.00
IU	210	63,410,000	3019.52	43	FZ	202	61,414,000	3040.30
BR	200	60,600,000	3030.00	44	SS	200	61,400,000	3070.00
HP	174	53,087,000	3050.98	45	QA	200	61,200,000	3060.00
CD	36	10,980,000	3050.00	46	ID	200	60,600,000	3030.00
SF	34	10,367,000	3049.12	47	RG	102	30,806,000	3020.20
ID	5	1,525,000	3050.00	48	RO	68	20,865,000	3068.38
RG	2	606,000	3030.00	49	RB	60	18,480,000	3080.00
PO	1	306,000	3060.00	50	FS	60	18,120,000	3020.00
QA	1	304,000	3040.00	51	AF	50	15,250,000	3050.00
JB	1	303,000	3030.00	52	SF	40	12,205,000	3051.25
 	 	 	 	53	RF	20	6,080,000	3040.00
 	 	 	 	54	KZ	15	4,560,000	3040.00
 	 	 	 	55	BB	14	4,228,000	3020.00
 	 	 	 	56	MU	6	1,830,000	3050.00
 	 	 	 	57	SH	5	1,525,000	3050.00
 	 	 	 	58	DU	2	612,000	3060.00
 	 	 	 	59	PO	1	305,000	3050.00
 	 	 	 	60	BR	1	305,000	3050.00
