ANTMToBrokerCode	ANTM	Start	2025-12-01	End	2025-12-01	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	154,383	45,987,971,000	2978.82	1	YP	93,395	27,793,966,000	2975.96
CC	120,850	36,039,278,000	2982.15	2	XL	77,323	22,977,903,000	2971.68
NI	57,118	17,034,310,000	2982.30	3	ZP	73,278	21,833,429,000	2979.53
AZ	47,148	14,010,585,000	2971.62	4	CC	64,139	19,037,422,000	2968.15
YP	42,576	12,636,151,000	2967.90	5	PD	45,462	13,504,359,000	2970.47
ZP	39,936	11,846,293,000	2966.32	6	XC	30,234	8,990,546,000	2973.65
PD	36,939	10,918,314,000	2955.77	7	OD	28,238	8,413,423,000	2979.47
XL	34,911	10,369,685,000	2970.32	8	GR	28,034	8,323,537,000	2969.09
BK	28,230	8,400,428,000	2975.71	9	NI	24,451	7,264,949,000	2971.23
XC	13,767	4,092,895,000	2972.98	10	SQ	19,158	5,696,537,000	2973.45
MG	11,143	3,301,742,000	2963.06	11	BK	13,480	4,011,169,000	2975.64
SQ	10,762	3,199,945,000	2973.37	12	KK	12,417	3,680,867,000	2964.38
BB	8,548	2,538,186,000	2969.33	13	DR	12,113	3,611,169,000	2981.23
CP	7,973	2,362,544,000	2963.18	14	MG	11,538	3,461,371,000	2999.97
BQ	7,233	2,166,252,000	2994.96	15	YJ	11,504	3,424,447,000	2976.74
HD	6,729	2,001,023,000	2973.73	16	CP	11,050	3,283,271,000	2971.29
DR	4,920	1,457,886,000	2963.18	17	AK	10,604	3,136,851,000	2958.18
KK	4,592	1,361,238,000	2964.37	18	EP	10,412	3,112,215,000	2989.07
LG	4,127	1,222,703,000	2962.69	19	PF	9,039	2,711,700,000	3000.00
OD	4,008	1,193,845,000	2978.66	20	LG	8,799	2,608,965,000	2965.07
CD	3,916	1,168,419,000	2983.71	21	HD	6,438	1,927,352,000	2993.71
GR	3,227	955,615,000	2961.31	22	AZ	6,210	1,838,330,000	2960.27
YJ	2,065	617,460,000	2990.12	23	KZ	5,230	1,563,765,000	2989.99
EP	2,016	597,921,000	2965.88	24	AO	5,224	1,547,289,000	2961.89
ZR	2,000	591,000,000	2955.00	25	AT	4,712	1,405,248,000	2982.28
TP	1,906	566,255,000	2970.91	26	IF	4,417	1,320,980,000	2990.67
YU	1,415	421,227,000	2976.87	27	XA	4,389	1,306,587,000	2976.96
XA	1,102	325,933,000	2957.65	28	YU	4,340	1,285,723,000	2962.50
PG	1,050	310,950,000	2961.43	29	ZR	4,000	1,199,000,000	2997.50
BR	1,000	299,500,000	2995.00	30	DX	3,724	1,099,577,000	2952.68
DH	978	289,602,000	2961.17	31	BQ	3,601	1,071,421,000	2975.34
AI	808	241,083,000	2983.70	32	DH	3,516	1,049,663,000	2985.39
LS	505	149,478,000	2959.96	33	YB	3,132	932,118,000	2976.11
KI	447	133,212,000	2980.13	34	AG	2,520	745,956,000	2960.14
AG	395	116,757,000	2955.87	35	LS	2,178	655,526,000	3009.76
IF	392	116,539,000	2972.93	36	TP	1,784	530,896,000	2975.87
AT	322	95,916,000	2978.76	37	AD	1,689	499,944,000	2960.00
HP	162	48,060,000	2966.67	38	KI	1,560	461,948,000	2961.21
YB	147	43,758,000	2976.73	39	HP	1,247	370,715,000	2972.85
PC	103	30,480,000	2959.22	40	AI	1,105	329,378,000	2980.80
DX	56	16,644,000	2972.14	41	ES	1,000	296,000,000	2960.00
AO	50	14,850,000	2970.00	42	CD	895	267,175,000	2985.20
RF	20	5,940,000	2970.00	43	PC	526	156,265,000	2970.82
SF	11	3,267,000	2970.00	44	BR	370	111,330,000	3008.92
RG	2	594,000	2970.00	45	SA	355	106,480,000	2999.44
 	 	 	 	46	RO	260	77,350,000	2975.00
 	 	 	 	47	PP	202	60,398,000	2990.00
 	 	 	 	48	OK	135	40,245,000	2981.11
 	 	 	 	49	RG	120	35,520,000	2960.00
 	 	 	 	50	MI	100	30,000,000	3000.00
 	 	 	 	51	DP	100	29,900,000	2990.00
 	 	 	 	52	ID	100	29,600,000	2960.00
 	 	 	 	53	AF	50	14,850,000	2970.00
 	 	 	 	54	PO	45	13,370,000	2971.11
 	 	 	 	55	SF	33	9,900,000	3000.00
 	 	 	 	56	IN	10	2,950,000	2950.00
 	 	 	 	57	IH	2	592,000	2960.00
 	 	 	 	58	QA	1	297,000	2970.00
