ANTMToBrokerCode	ANTM	Start	2025-12-29	End	2025-12-29	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	722,304	241,957,316,000	3349.80	1	YP	410,519	137,208,341,000	3342.31
CC	543,574	182,052,398,000	3349.17	2	CC	377,079	125,735,558,000	3334.46
YP	258,770	86,329,062,000	3336.13	3	XL	288,184	96,515,685,000	3349.10
XL	242,366	80,843,388,000	3335.59	4	SQ	194,821	65,086,865,000	3340.85
ZP	180,299	60,099,830,000	3333.34	5	CP	186,497	61,852,155,000	3316.52
SQ	102,948	34,136,207,000	3315.87	6	NI	171,630	57,356,351,000	3341.86
BK	77,339	25,789,491,000	3334.60	7	OD	153,158	51,167,537,000	3340.83
BB	67,000	22,412,202,000	3345.10	8	ZP	124,165	41,154,133,000	3314.47
PD	66,676	22,216,788,000	3332.05	9	YU	113,395	37,881,628,000	3340.68
CP	63,201	20,975,704,000	3318.89	10	AK	107,275	35,871,905,000	3343.92
XC	59,323	19,785,898,000	3335.28	11	PD	103,777	34,671,917,000	3341.00
MG	43,239	14,374,269,000	3324.38	12	XC	100,102	33,484,450,000	3345.03
EP	42,672	14,267,455,000	3343.52	13	DR	60,432	20,378,264,000	3372.10
HD	41,679	13,952,699,000	3347.66	14	MG	52,066	17,307,934,000	3324.23
AZ	36,966	12,271,120,000	3319.57	15	HD	43,668	14,704,072,000	3367.24
NI	34,566	11,608,494,000	3358.36	16	KK	36,832	12,303,223,000	3340.36
DR	20,124	6,660,800,000	3309.88	17	BK	28,367	9,520,918,000	3356.34
KK	19,415	6,491,719,000	3343.66	18	LG	27,955	9,386,774,000	3357.82
DH	17,636	5,911,857,000	3352.15	19	EP	27,448	9,218,826,000	3358.65
TP	17,130	5,715,370,000	3336.47	20	AZ	25,720	8,608,598,000	3347.04
OD	16,154	5,398,246,000	3341.74	21	GR	25,311	8,486,704,000	3352.97
LG	15,083	5,034,584,000	3337.92	22	IF	16,495	5,552,289,000	3366.04
SS	12,300	4,186,000,000	3403.25	23	BQ	14,638	4,910,136,000	3354.38
IF	11,162	3,717,276,000	3330.30	24	BR	13,285	4,514,660,000	3398.31
GR	10,285	3,416,958,000	3322.27	25	DH	11,284	3,773,731,000	3344.32
CD	10,336	3,410,192,000	3299.33	26	TP	10,025	3,322,079,000	3313.79
DP	10,000	3,370,000,000	3370.00	27	AI	9,789	3,287,340,000	3358.20
RF	10,100	3,333,000,000	3300.00	28	AT	9,713	3,256,805,000	3353.04
AT	9,969	3,317,690,000	3328.01	29	HP	8,969	2,994,856,000	3339.12
FS	9,200	3,107,760,000	3378.00	30	YJ	8,476	2,835,897,000	3345.80
YU	9,037	2,983,334,000	3301.24	31	YB	7,269	2,423,449,000	3333.95
BQ	7,337	2,418,087,000	3295.74	32	XA	6,620	2,234,138,000	3374.83
AG	6,430	2,126,254,000	3306.77	33	FZ	5,201	1,716,331,000	3300.00
XA	5,841	1,946,617,000	3332.68	34	PC	4,773	1,599,286,000	3350.69
YB	5,083	1,690,873,000	3326.53	35	KZ	4,743	1,565,190,000	3300.00
PC	4,354	1,446,035,000	3321.16	36	SS	4,395	1,490,110,000	3390.47
HP	3,089	1,025,083,000	3318.49	37	LS	4,152	1,384,219,000	3333.86
ZR	3,011	1,001,680,000	3326.74	38	KI	3,876	1,304,741,000	3366.20
IN	2,750	910,856,000	3312.20	39	CD	3,869	1,290,417,000	3335.27
LS	2,641	875,026,000	3313.24	40	AF	3,770	1,267,540,000	3362.18
DX	2,308	768,515,000	3329.79	41	ZR	3,733	1,241,890,000	3326.79
AI	2,143	714,056,000	3332.04	42	AG	3,594	1,204,006,000	3350.04
AF	2,000	668,500,000	3342.50	43	AO	2,074	696,300,000	3357.28
RX	1,840	610,682,000	3318.92	44	DX	2,053	685,840,000	3340.67
MU	1,816	599,280,000	3300.00	45	FS	2,020	679,320,000	3362.97
QA	1,503	508,506,000	3383.27	46	PO	2,000	664,000,000	3320.00
ES	1,259	412,728,000	3278.22	47	ES	1,795	602,877,000	3358.65
KI	1,212	401,055,000	3309.03	48	ID	1,525	513,900,000	3369.84
YJ	1,098	362,863,000	3304.76	49	IN	1,250	416,750,000	3334.00
AH	500	170,500,000	3410.00	50	BS	1,220	412,620,000	3382.13
SH	501	165,330,000	3300.00	51	SA	1,000	340,000,000	3400.00
