ANTMToBrokerCode	ANTM	Start	2025-12-03	End	2025-12-03	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	78,213	22,984,290,000	2938.68	1	BK	168,695	49,552,820,000	2937.42
CC	74,683	21,946,551,000	2938.63	2	KK	77,715	22,858,610,000	2941.34
YP	70,965	20,838,524,000	2936.45	3	CC	75,091	22,038,369,000	2934.89
NI	64,283	18,906,110,000	2941.07	4	AK	69,301	20,397,568,000	2943.33
XC	41,186	12,102,036,000	2938.39	5	ZP	44,549	13,089,785,000	2938.29
AK	38,945	11,452,859,000	2940.78	6	DR	34,876	10,223,470,000	2931.38
SQ	38,605	11,332,376,000	2935.47	7	YP	32,544	9,552,099,000	2935.13
BK	38,462	11,233,727,000	2920.73	8	RX	28,938	8,449,896,000	2920.00
PD	26,364	7,745,829,000	2938.03	9	XL	19,343	5,682,586,000	2937.80
LG	22,265	6,537,012,000	2936.00	10	XC	17,063	4,997,806,000	2929.03
OD	19,815	5,814,784,000	2934.54	11	SQ	14,352	4,228,685,000	2946.41
ZP	16,207	4,751,543,000	2931.78	12	OD	11,742	3,439,002,000	2928.80
CP	9,995	2,945,051,000	2946.52	13	MG	8,441	2,481,671,000	2940.02
MG	9,216	2,725,188,000	2957.02	14	PD	5,469	1,609,597,000	2943.13
EP	9,166	2,700,549,000	2946.27	15	YU	5,051	1,483,637,340	2936.81
KK	8,393	2,470,162,000	2943.12	16	AZ	4,983	1,460,332,000	2930.63
YU	8,162	2,398,721,340	2938.58	17	LG	4,113	1,202,417,000	2923.45
KZ	7,643	2,232,945,000	2921.56	18	NI	3,295	968,470,000	2939.21
GR	6,035	1,770,447,000	2933.63	19	TP	2,909	856,321,000	2943.70
DR	5,275	1,552,618,000	2943.35	20	HD	2,880	852,989,000	2961.77
DH	5,141	1,514,276,000	2945.49	21	CP	2,230	656,361,000	2943.32
PF	5,000	1,460,000,000	2920.00	22	XA	2,012	595,540,000	2959.94
AZ	4,694	1,376,716,000	2932.93	23	KI	1,589	466,828,000	2937.87
AT	4,623	1,355,368,000	2931.79	24	EP	1,547	455,787,000	2946.26
BQ	4,498	1,316,368,000	2926.56	25	GR	1,535	453,195,000	2952.41
AG	3,849	1,132,518,000	2942.37	26	AG	1,006	295,859,000	2940.94
YJ	3,764	1,107,021,000	2941.08	27	BQ	626	182,847,000	2920.88
DX	2,677	784,956,000	2932.22	28	AI	496	146,272,000	2949.03
KI	2,187	640,870,000	2930.36	29	DH	410	120,500,000	2939.02
TP	1,705	500,394,000	2934.86	30	QA	401	117,492,000	2929.98
YB	1,089	322,204,000	2958.71	31	ES	325	95,550,000	2940.00
ES	1,057	312,657,000	2957.97	32	IN	195	57,430,000	2945.13
XA	1,022	300,013,000	2935.55	33	SS	100	30,000,000	3000.00
BF	1,000	295,000,000	2950.00	34	HP	98	28,791,000	2937.86
ZR	1,000	292,000,000	2920.00	35	RF	90	26,405,000	2933.89
HD	867	255,205,000	2943.54	36	BR	60	17,580,000	2930.00
HP	806	235,890,000	2926.67	37	AT	46	13,542,000	2943.91
LS	689	202,136,000	2933.76	38	AO	40	11,760,000	2940.00
RO	565	165,200,000	2923.89	39	CD	27	7,930,000	2937.04
FS	500	148,000,000	2960.00	40	YB	22	6,434,000	2924.55
AR	500	146,000,000	2920.00	41	BB	10	2,920,000	2920.00
IT	430	126,050,000	2931.40	42	DX	7	2,044,000	2920.00
AO	416	121,534,000	2921.49	43	IF	2	590,000	2950.00
AI	344	100,877,000	2932.47	44	 	 	 	 
BR	260	76,090,000	2926.54	45	 	 	 	 
BS	250	73,500,000	2940.00	46	 	 	 	 
IU	250	73,500,000	2940.00	47	 	 	 	 
RF	250	73,250,000	2930.00	48	 	 	 	 
PC	175	51,778,000	2958.74	49	 	 	 	 
CD	165	48,279,000	2926.00	50	 	 	 	 
IN	145	43,355,000	2990.00	51	 	 	 	 
SA	100	29,300,000	2930.00	52	 	 	 	 
SF	98	28,858,000	2944.69	53	 	 	 	 
IF	59	17,243,000	2922.54	54	 	 	 	 
DU	50	14,650,000	2930.00	55	 	 	 	 
AF	50	14,600,000	2920.00	56	 	 	 	 
PO	45	13,160,000	2924.44	57	 	 	 	 
MI	10	2,950,000	2950.00	58	 	 	 	 
RG	10	2,935,000	2935.00	59	 	 	 	 
MU	4	1,178,000	2945.00	60	 	 	 	 
AN	2	586,000	2930.00	61	 	 	 	 
