BBTNToBrokerCode	BBTN	Start	2025-12-09	End	2025-12-09	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
YP	115,035	13,075,391,500	1136.64	1	YP	141,799	16,105,352,500	1135.79
GR	73,554	8,395,473,000	1141.40	2	ZP	124,556	14,166,611,000	1137.37
DX	49,016	5,541,555,000	1130.56	3	SQ	58,843	6,654,723,000	1130.93
CC	44,760	5,076,730,500	1134.21	4	KZ	50,000	5,683,173,000	1136.63
CP	31,594	3,590,800,000	1136.54	5	CC	29,800	3,397,026,000	1139.94
XL	21,902	2,489,683,500	1136.74	6	LG	16,313	1,865,869,500	1143.79
AZ	21,917	2,480,310,000	1131.68	7	XL	11,550	1,312,713,500	1136.55
PD	18,152	2,065,556,500	1137.92	8	AK	10,027	1,140,976,000	1137.90
EP	17,588	2,007,247,500	1141.26	9	FZ	6,000	682,500,000	1137.50
NI	13,452	1,527,413,000	1135.45	10	XC	4,429	504,449,000	1138.97
SQ	10,820	1,235,331,500	1141.71	11	CP	3,794	431,768,500	1138.03
AK	10,678	1,208,933,000	1132.17	12	PD	3,737	425,877,000	1139.62
XC	9,879	1,122,479,000	1136.23	13	YU	3,052	347,754,000	1139.43
OD	7,986	906,873,000	1135.58	14	AZ	2,509	286,879,500	1143.40
DR	5,763	655,183,000	1136.88	15	NI	2,372	269,427,000	1135.86
KK	4,947	562,261,000	1136.57	16	YB	1,877	214,383,500	1142.16
YJ	2,842	324,496,500	1141.79	17	GR	1,770	200,821,500	1134.58
BQ	2,628	298,092,000	1134.29	18	OD	1,719	194,805,000	1133.25
DH	2,320	263,285,000	1134.85	19	DR	1,691	192,460,500	1138.15
YB	2,110	238,490,000	1130.28	20	KK	1,644	187,972,000	1143.38
TP	1,935	220,109,500	1137.52	21	EP	1,351	153,089,500	1133.16
AI	1,745	199,130,000	1141.15	22	MG	1,138	129,101,000	1134.46
LG	1,610	182,286,500	1132.21	23	DX	750	85,725,000	1143.00
LS	1,350	153,570,000	1137.56	24	AT	600	68,000,000	1133.33
KI	1,338	152,376,500	1138.84	25	HP	522	59,252,000	1135.10
IT	1,000	114,000,000	1140.00	26	BQ	375	42,563,000	1135.01
PF	1,000	113,000,000	1130.00	27	XA	250	28,475,000	1139.00
MG	796	91,797,500	1153.23	28	HD	222	25,251,000	1137.43
BS	686	77,518,000	1130.00	29	DH	92	10,410,000	1131.52
AO	620	70,690,000	1140.16	30	BK	79	9,045,000	1144.94
ZP	417	47,231,500	1132.65	31	IF	78	8,853,000	1135.00
HP	411	47,044,500	1144.64	32	SH	60	6,780,000	1130.00
RO	380	42,940,000	1130.00	33	KI	56	6,328,500	1130.09
HD	377	42,889,000	1137.64	34	LS	10	1,135,000	1135.00
XA	311	35,270,000	1134.08	35	CD	7	795,000	1135.71
ZR	300	34,100,000	1136.67	36	YJ	6	678,000	1130.00
AG	292	33,123,000	1134.35	37	 	 	 	 
BR	260	29,810,000	1146.54	38	 	 	 	 
AT	243	27,665,500	1138.50	39	 	 	 	 
RS	200	22,800,000	1140.00	40	 	 	 	 
IF	182	20,567,000	1130.05	41	 	 	 	 
SH	163	18,529,000	1136.75	42	 	 	 	 
YU	132	15,029,500	1138.60	43	 	 	 	 
IH	100	11,425,000	1142.50	44	 	 	 	 
MI	76	8,613,000	1133.29	45	 	 	 	 
BK	64	7,232,000	1130.00	46	 	 	 	 
FS	50	5,650,000	1130.00	47	 	 	 	 
CD	47	5,353,000	1138.94	48	 	 	 	 
PC	30	3,420,000	1140.00	49	 	 	 	 
RG	17	1,928,500	1134.41	50	 	 	 	 
RB	1	113,500	1135.00	51	 	 	 	 
TF	1	113,500	1135.00	52	 	 	 	 
MU	1	113,000	1130.00	53	 	 	 	 
