BBTNToBrokerCode	BBTN	Start	2025-12-19	End	2025-12-19	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
ZP	39,931	4,689,638,500	1174.44	1	KZ	46,981	5,503,824,000	1171.50
YU	32,841	3,866,308,000	1177.28	2	CC	21,764	2,564,716,000	1178.42
YP	27,109	3,184,711,500	1174.78	3	AK	21,610	2,538,406,000	1174.64
CC	24,933	2,919,990,000	1171.13	4	YP	18,228	2,144,886,000	1176.70
XL	13,808	1,624,919,000	1176.80	5	CP	10,108	1,187,688,500	1175.00
BS	8,400	989,100,000	1177.50	6	LG	9,814	1,148,339,500	1170.10
PD	8,377	984,306,500	1175.01	7	ZP	9,436	1,111,755,000	1178.21
XC	6,502	766,095,500	1178.25	8	XL	8,091	950,663,500	1174.96
OD	6,107	718,438,000	1176.42	9	SQ	7,777	915,012,500	1176.56
LG	4,817	564,326,500	1171.53	10	PD	7,119	836,707,000	1175.32
AK	4,740	556,188,000	1173.39	11	NI	6,930	817,312,000	1179.38
KK	3,045	359,018,000	1179.04	12	BK	6,076	715,779,000	1178.04
DR	2,650	311,037,000	1173.72	13	KK	3,604	424,011,000	1176.50
BQ	2,655	310,636,500	1170.01	14	XC	3,243	380,998,500	1174.83
NI	2,444	286,044,000	1170.39	15	AG	3,001	351,868,000	1172.50
SQ	2,041	239,841,500	1175.12	16	BQ	2,270	266,725,000	1175.00
GR	1,582	186,131,000	1176.55	17	PF	2,000	236,000,000	1180.00
DX	1,085	128,150,000	1181.11	18	DR	1,999	235,172,000	1176.45
AZ	852	99,988,000	1173.57	19	OD	1,880	220,611,500	1173.47
EP	709	83,504,500	1177.78	20	HD	1,708	200,861,000	1176.00
AO	707	83,072,000	1174.99	21	GR	1,205	141,115,000	1171.08
XA	691	80,948,000	1171.46	22	LS	1,000	118,500,000	1185.00
MG	505	59,342,500	1175.10	23	AO	1,000	117,500,000	1175.00
YB	429	50,557,000	1178.48	24	EP	843	98,950,000	1173.78
TP	391	45,753,000	1170.15	25	AZ	246	28,917,500	1175.51
AI	350	41,200,000	1177.14	26	AT	195	22,862,500	1172.44
CP	238	28,040,500	1178.17	27	YJ	172	20,124,000	1170.00
YJ	240	27,990,000	1166.25	28	XA	165	19,480,000	1180.61
DH	216	25,364,500	1174.28	29	YB	128	15,089,000	1178.83
IF	200	23,550,000	1177.50	30	DX	110	13,087,500	1189.77
AG	100	11,800,000	1180.00	31	TP	79	9,300,000	1177.22
IH	100	11,800,000	1180.00	32	DH	46	5,396,000	1173.04
KI	81	9,490,500	1171.67	33	PP	41	4,797,000	1170.00
HP	7	824,000	1177.14	34	YU	10	1,180,000	1180.00
CD	5	587,500	1175.00	35	HP	10	1,175,000	1175.00
MU	1	118,000	1180.00	36	MG	1	117,500	1175.00
AT	1	117,500	1175.00	37	 	 	 	 
