BBTNToBrokerCode	BBTN	Start	2025-12-10	End	2025-12-10	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	102,838	11,421,913,000	1110.67	1	CC	232,508	25,788,871,500	1109.16
YP	93,875	10,452,183,000	1113.41	2	ZP	176,734	19,660,450,500	1112.43
GR	70,366	7,799,917,000	1108.48	3	YP	56,665	6,345,719,000	1119.87
XL	38,002	4,226,540,500	1112.19	4	SQ	24,628	2,732,310,500	1109.43
CP	28,934	3,240,180,000	1119.85	5	XL	20,797	2,309,485,000	1110.49
PD	24,156	2,687,730,500	1112.66	6	LG	10,825	1,196,164,500	1105.00
NI	23,521	2,611,323,000	1110.21	7	DR	7,876	872,020,000	1107.19
ZP	19,748	2,195,267,000	1111.64	8	XC	4,155	461,825,500	1111.49
BK	17,128	1,885,137,500	1100.62	9	BK	4,000	449,572,500	1123.93
YU	16,751	1,856,578,000	1108.34	10	PD	3,271	363,785,000	1112.15
SQ	16,417	1,820,364,500	1108.83	11	KK	2,865	317,622,500	1108.63
DR	16,142	1,800,612,500	1115.48	12	AK	2,495	278,187,000	1114.98
AK	14,155	1,587,850,500	1121.76	13	GR	2,115	234,950,500	1110.88
XC	14,124	1,564,751,500	1107.87	14	CP	1,723	193,044,500	1120.40
EP	10,171	1,131,907,500	1112.88	15	NI	1,687	188,027,500	1114.57
KK	7,856	872,919,000	1111.15	16	EP	1,457	161,107,000	1105.74
OD	6,458	716,786,000	1109.92	17	DX	1,268	141,296,000	1114.32
TP	6,117	681,807,000	1114.61	18	OD	1,269	140,802,500	1109.55
LG	4,725	524,309,500	1109.65	19	AT	610	67,755,000	1110.74
BQ	3,218	355,052,500	1103.33	20	DH	535	59,492,000	1112.00
AZ	2,876	319,630,500	1111.37	21	MG	450	50,950,000	1132.22
AO	2,500	280,500,000	1122.00	22	HD	414	46,501,000	1123.21
AG	2,181	243,243,000	1115.28	23	AI	343	38,205,500	1113.86
AP	2,000	222,000,000	1110.00	24	AZ	341	38,116,500	1117.79
AT	1,540	169,904,000	1103.27	25	BQ	331	36,735,500	1109.83
DH	1,433	159,510,000	1113.12	26	YB	305	34,039,500	1116.05
DX	1,356	150,402,500	1109.16	27	YJ	256	28,538,000	1114.77
YB	1,220	135,399,000	1109.83	28	YU	123	13,582,500	1104.27
HP	1,193	132,431,500	1110.07	29	IH	100	11,050,000	1105.00
AI	1,123	124,760,500	1110.96	30	ZR	100	11,050,000	1105.00
AR	1,100	122,000,000	1109.09	31	HP	75	8,325,000	1110.00
PF	1,000	110,000,000	1100.00	32	XA	70	7,785,000	1112.14
IF	861	94,923,000	1102.47	33	IF	60	6,660,000	1110.00
XA	845	93,747,000	1109.43	34	TP	50	5,600,000	1120.00
YJ	697	77,847,000	1116.89	35	KI	10	1,105,000	1105.00
RO	650	71,825,000	1105.00	36	PC	2	221,000	1105.00
LS	593	65,918,000	1111.60	37	 	 	 	 
HD	531	59,217,000	1115.20	38	 	 	 	 
MG	467	52,328,500	1120.52	39	 	 	 	 
RS	303	33,336,000	1100.20	40	 	 	 	 
ZR	250	27,825,000	1113.00	41	 	 	 	 
IH	200	22,150,000	1107.50	42	 	 	 	 
ES	200	22,100,000	1105.00	43	 	 	 	 
CD	144	16,103,500	1118.30	44	 	 	 	 
SA	145	16,035,000	1105.86	45	 	 	 	 
BR	100	11,050,000	1105.00	46	 	 	 	 
KI	80	8,889,500	1111.19	47	 	 	 	 
PC	76	8,455,500	1112.57	48	 	 	 	 
RG	60	6,625,000	1104.17	49	 	 	 	 
SS	38	4,213,500	1108.82	50	 	 	 	 
MI	27	2,997,000	1110.00	51	 	 	 	 
FS	15	1,675,000	1116.67	52	 	 	 	 
SH	7	781,500	1116.43	53	 	 	 	 
