BBTNToBrokerCode	BBTN	Start	2025-12-05	End	2025-12-05	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AZ	59,945	7,013,510,000	1169.99	1	BB	59,835	7,000,695,000	1170.00
CP	41,547	4,850,778,500	1167.54	2	ZP	46,380	5,418,312,000	1168.24
YP	16,414	1,920,599,250	1170.05	3	YP	23,502	2,749,052,000	1169.71
CC	15,286	1,787,172,500	1169.16	4	LG	10,057	1,171,669,000	1165.03
XL	9,532	1,114,917,500	1169.66	5	OD	6,676	780,997,000	1169.86
NI	5,195	606,184,000	1166.86	6	PD	6,527	761,434,750	1166.48
PD	4,891	572,121,500	1169.74	7	CC	6,273	734,407,500	1170.74
OD	4,569	533,682,000	1168.05	8	SQ	5,243	612,033,500	1167.33
SQ	4,330	506,203,500	1169.06	9	XL	4,457	520,556,500	1167.95
ZP	3,251	381,067,000	1172.15	10	YU	3,461	405,439,000	1171.45
XC	3,125	365,559,500	1169.79	11	AK	2,820	330,710,000	1172.73
KK	2,925	341,623,000	1167.94	12	CP	2,700	316,000,000	1170.37
GR	2,186	254,776,000	1165.49	13	YB	1,878	219,454,000	1168.55
DH	1,811	211,662,000	1168.76	14	NI	1,851	216,134,500	1167.66
IF	1,734	202,040,000	1165.17	15	EP	1,424	166,561,000	1169.67
BK	1,614	189,022,500	1171.14	16	DH	968	113,563,500	1173.18
EP	1,444	169,094,500	1171.01	17	KK	805	94,215,500	1170.38
AK	1,312	153,388,500	1169.12	18	GR	801	93,317,500	1165.01
DR	729	85,130,000	1167.76	19	XC	778	90,983,500	1169.45
HP	725	84,973,000	1172.04	20	HD	765	89,640,000	1171.76
LS	575	67,487,500	1173.70	21	DR	329	38,496,000	1170.09
LG	507	59,271,000	1169.05	22	AI	75	8,837,500	1178.33
BQ	427	49,955,000	1169.91	23	AT	47	5,522,500	1175.00
XA	319	37,264,500	1168.17	24	AZ	34	3,968,000	1167.06
YJ	310	36,115,000	1165.00	25	TP	26	3,055,000	1175.00
AO	300	35,100,000	1170.00	26	DX	9	1,052,500	1169.44
RS	300	34,950,000	1165.00	27	IF	5	585,000	1170.00
AI	260	30,340,000	1166.92	28	XA	4	466,000	1165.00
KI	240	28,171,000	1173.79	29	KI	2	234,000	1170.00
FS	208	24,286,000	1167.60	30	CD	1	117,500	1175.00
YU	207	24,121,500	1165.29	31	PC	1	117,000	1170.00
YB	196	22,946,000	1170.71	32	 	 	 	 
MU	150	17,625,000	1175.00	33	 	 	 	 
HD	147	17,095,000	1162.93	34	 	 	 	 
DX	139	16,148,500	1161.76	35	 	 	 	 
PC	120	13,985,000	1165.42	36	 	 	 	 
TP	114	13,315,500	1168.03	37	 	 	 	 
FZ	100	11,750,000	1175.00	38	 	 	 	 
SA	100	11,700,000	1170.00	39	 	 	 	 
IT	100	11,650,000	1165.00	40	 	 	 	 
IH	100	11,650,000	1165.00	41	 	 	 	 
AG	72	8,398,500	1166.46	42	 	 	 	 
BR	50	5,850,000	1170.00	43	 	 	 	 
ZR	50	5,825,000	1165.00	44	 	 	 	 
AT	26	3,042,000	1170.00	45	 	 	 	 
ES	20	2,340,000	1170.00	46	 	 	 	 
RF	20	2,340,000	1170.00	47	 	 	 	 
CD	10	1,165,000	1165.00	48	 	 	 	 
QA	2	235,000	1175.00	49	 	 	 	 
