BBTNToBrokerCode	BBTN	Start	2025-12-04	End	2025-12-04	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
ZP	18,598	2,189,902,000	1177.49	1	ZP	28,509	3,362,441,500	1179.43
DX	17,075	2,014,787,500	1179.96	2	BB	17,000	1,999,086,000	1175.93
NI	9,128	1,074,109,000	1176.72	3	GR	16,238	1,904,821,000	1173.06
YP	8,979	1,058,163,500	1178.49	4	CP	12,177	1,432,261,500	1176.20
GR	9,027	1,056,376,500	1170.24	5	PD	8,880	1,044,503,000	1176.24
CC	7,697	904,517,500	1175.16	6	KI	8,484	1,000,598,500	1179.39
XL	7,635	898,987,000	1177.46	7	CC	7,313	861,098,000	1177.49
OD	6,951	818,098,500	1176.95	8	YU	6,315	741,999,500	1174.98
YU	6,485	764,680,500	1179.15	9	XL	4,462	524,841,500	1176.25
CP	5,485	644,260,500	1174.59	10	EP	2,364	278,078,000	1176.30
AK	5,476	644,005,000	1176.05	11	XC	2,113	249,509,000	1180.83
DR	5,402	637,240,000	1179.64	12	NI	1,885	222,260,500	1179.10
YJ	3,235	380,230,000	1175.36	13	SQ	1,670	196,783,500	1178.34
PD	2,752	323,877,500	1176.88	14	KK	1,500	176,907,500	1179.38
XC	1,561	183,655,500	1176.52	15	AK	1,303	153,752,000	1179.98
SQ	1,516	178,544,500	1177.73	16	YP	1,181	139,284,000	1179.37
KK	1,181	139,046,000	1177.36	17	TP	927	108,922,500	1175.00
BS	1,000	117,500,000	1175.00	18	DR	605	71,390,000	1180.00
EP	954	112,508,500	1179.33	19	OD	547	64,510,000	1179.34
BK	839	98,965,000	1179.56	20	DX	492	58,056,000	1180.00
IF	650	77,023,500	1184.98	21	AZ	356	42,002,000	1179.83
AT	501	58,867,500	1175.00	22	AI	126	14,892,500	1181.94
AO	500	58,750,000	1175.00	23	YB	78	9,165,000	1175.00
AI	426	50,158,000	1177.42	24	HD	70	8,260,000	1180.00
HP	350	41,122,500	1174.93	25	SF	60	7,050,000	1175.00
TP	275	32,395,000	1178.00	26	XA	57	6,697,500	1175.00
RS	200	23,500,000	1175.00	27	CD	50	5,900,000	1180.00
YB	188	22,028,500	1171.73	28	LG	41	4,838,000	1180.00
HD	183	21,481,500	1173.85	29	DH	17	2,004,000	1178.82
XA	128	15,051,500	1175.90	30	BQ	17	1,997,500	1175.00
LS	128	15,038,500	1174.88	31	 	 	 	 
AZ	114	13,398,500	1175.31	32	 	 	 	 
LG	77	9,049,500	1175.26	33	 	 	 	 
BQ	43	5,052,500	1175.00	34	 	 	 	 
DH	41	4,826,500	1177.20	35	 	 	 	 
CD	33	3,887,500	1178.03	36	 	 	 	 
KI	12	1,412,000	1176.67	37	 	 	 	 
PP	7	822,500	1175.00	38	 	 	 	 
FS	5	590,000	1180.00	39	 	 	 	 
