BBTNToBrokerCode	BBTN	Start	2025-12-23	End	2025-12-23	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	43,800	5,012,727,000	1144.46	1	YP	41,030	4,690,848,000	1143.27
YP	27,615	3,168,810,000	1147.50	2	KK	33,102	3,788,661,000	1144.54
XL	10,724	1,226,886,000	1144.06	3	CC	18,287	2,100,150,000	1148.44
AK	7,635	875,741,500	1147.01	4	ZP	10,000	1,150,000,000	1150.00
DX	7,538	866,643,000	1149.70	5	XL	8,215	941,211,500	1145.72
XC	5,295	605,819,000	1144.13	6	XC	5,790	664,421,000	1147.53
TP	5,121	587,359,000	1146.96	7	BK	3,650	419,937,000	1150.51
IF	5,010	571,142,500	1140.00	8	PD	3,608	412,461,500	1143.19
NI	4,141	474,188,500	1145.11	9	SQ	2,804	321,470,000	1146.47
ZP	3,921	448,127,000	1142.89	10	EP	2,537	290,705,500	1145.86
SQ	3,325	381,497,500	1147.36	11	FZ	2,500	286,250,000	1145.00
KK	3,029	346,747,000	1144.76	12	AK	2,481	285,579,500	1151.07
OD	2,774	318,655,500	1148.72	13	NI	1,702	195,611,500	1149.30
BK	2,444	281,982,000	1153.77	14	DX	1,305	148,947,000	1141.36
PD	2,352	269,295,500	1144.96	15	OD	1,262	144,580,000	1145.64
DR	1,180	134,852,000	1142.81	16	AZ	1,146	131,266,000	1145.43
YB	726	83,010,000	1143.39	17	GR	719	82,766,500	1151.13
EP	670	76,820,500	1146.57	18	DH	614	70,515,500	1148.46
YJ	670	76,675,000	1144.40	19	AG	500	57,500,000	1150.00
CP	595	68,077,000	1144.15	20	HD	457	52,326,000	1144.99
BB	589	68,029,500	1155.00	21	XA	306	35,165,000	1149.18
LG	525	60,179,500	1146.28	22	LG	229	26,204,000	1144.28
YU	503	57,654,500	1146.21	23	AI	195	22,402,500	1148.85
BQ	445	50,798,000	1141.53	24	DR	172	19,727,500	1146.95
AZ	396	45,478,500	1148.45	25	YJ	132	15,114,000	1145.00
HD	353	40,446,500	1145.79	26	YB	129	14,770,500	1145.00
AT	306	35,087,500	1146.65	27	AT	126	14,486,000	1149.68
AN	300	34,350,000	1145.00	28	LS	100	11,450,000	1145.00
DH	256	29,285,500	1143.96	29	TP	66	7,557,000	1145.00
AI	246	28,169,000	1145.08	30	HP	60	6,887,500	1147.92
GR	213	24,314,000	1141.50	31	BR	50	5,750,000	1150.00
XA	211	24,055,500	1140.07	32	CD	48	5,516,000	1149.17
AG	112	12,819,000	1144.55	33	AN	30	3,465,000	1155.00
HP	98	11,217,500	1144.64	34	PC	15	1,725,000	1150.00
PC	77	8,803,000	1143.25	35	RG	10	1,150,000	1150.00
FS	67	7,679,000	1146.12	36	CP	8	920,000	1150.00
KI	64	7,348,000	1148.13	37	KI	3	346,000	1153.33
BR	50	5,700,000	1140.00	38	 	 	 	 
LS	10	1,145,000	1145.00	39	 	 	 	 
TF	1	114,500	1145.00	40	 	 	 	 
QA	1	114,000	1140.00	41	 	 	 	 
