BRISToBrokerCode	BRIS	Start	2025-11-21	End	2025-11-21	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	34,933	8,406,971,000	2406.60	1	CC	59,606	14,316,535,000	2401.86
CC	33,396	8,033,698,000	2405.59	2	AK	39,800	9,590,116,000	2409.58
YP	17,544	4,217,200,000	2403.78	3	BK	21,423	5,159,795,000	2408.53
OD	17,391	4,187,651,000	2407.94	4	XL	17,365	4,184,513,000	2409.74
AK	15,556	3,744,138,000	2406.88	5	OD	13,118	3,152,569,000	2403.24
XC	12,470	2,995,717,000	2402.34	6	YP	11,872	2,859,393,000	2408.52
PD	12,128	2,913,153,000	2402.01	7	ZP	10,365	2,499,751,000	2411.72
NI	11,590	2,791,127,000	2408.22	8	YU	7,725	1,856,473,000	2403.20
SQ	9,831	2,372,483,000	2413.27	9	NI	6,144	1,477,042,000	2404.04
BQ	7,199	1,728,079,000	2400.44	10	SQ	5,380	1,291,237,000	2400.07
MG	7,076	1,702,244,000	2405.66	11	XC	4,515	1,084,223,000	2401.38
KK	6,206	1,493,095,000	2405.89	12	PD	4,363	1,048,468,000	2403.09
GR	5,926	1,423,788,000	2402.61	13	RS	3,500	840,000,000	2400.00
KI	5,398	1,295,740,000	2400.41	14	EP	2,177	525,913,000	2415.77
DR	2,769	666,830,000	2408.20	15	AG	2,064	495,480,000	2400.58
CD	2,575	618,040,000	2400.16	16	KK	1,763	423,756,000	2403.61
EP	2,180	525,227,000	2409.30	17	YB	1,401	337,130,000	2406.35
YU	2,109	512,618,000	2430.62	18	DR	1,379	330,698,000	2398.10
ZR	2,050	495,000,000	2414.63	19	LG	1,072	262,381,000	2447.58
DH	1,781	427,027,000	2397.68	20	KZ	936	224,700,000	2400.64
PG	1,150	278,120,000	2418.43	21	RX	855	205,120,000	2399.06
LS	1,121	268,079,000	2391.43	22	TP	573	137,926,000	2407.09
DX	1,106	266,414,000	2408.81	23	AO	500	122,500,000	2450.00
AT	906	218,202,000	2408.41	24	DD	498	120,516,000	2420.00
YB	699	170,704,000	2442.12	25	AT	364	87,382,000	2400.60
ZP	689	165,952,000	2408.59	26	FS	300	73,500,000	2450.00
AI	631	151,970,000	2408.40	27	CP	285	68,496,000	2403.37
PC	578	139,279,000	2409.67	28	XA	240	57,600,000	2400.00
LG	459	110,751,000	2412.88	29	IF	230	55,080,000	2394.78
TP	406	97,860,000	2410.34	30	DH	195	46,832,000	2401.64
IF	379	90,954,000	2399.84	31	GR	170	41,076,000	2416.24
CP	312	74,953,000	2402.34	32	AZ	138	33,353,000	2416.88
HP	280	67,302,000	2403.64	33	TF	60	14,580,000	2430.00
RS	207	49,887,000	2410.00	34	KI	47	11,355,000	2415.96
PS	200	48,139,000	2406.95	35	DX	32	7,744,000	2420.00
SH	193	46,706,000	2420.00	36	BR	23	5,566,000	2420.00
XA	159	38,216,000	2403.52	37	BQ	20	4,786,000	2393.00
AZ	143	34,522,000	2414.13	38	MU	11	2,645,000	2404.55
HD	130	31,250,000	2403.85	39	HP	1	242,000	2420.00
MU	112	26,907,000	2402.41	40	 	 	 	 
II	105	25,200,000	2400.00	41	 	 	 	 
BS	100	24,200,000	2420.00	42	 	 	 	 
YJ	84	20,156,000	2399.52	43	 	 	 	 
FS	60	14,400,000	2400.00	44	 	 	 	 
IT	50	12,000,000	2400.00	45	 	 	 	 
JB	45	10,857,000	2412.67	46	 	 	 	 
MI	24	5,784,000	2410.00	47	 	 	 	 
AP	20	4,900,000	2450.00	48	 	 	 	 
AN	20	4,800,000	2400.00	49	 	 	 	 
SS	10	2,410,000	2410.00	50	 	 	 	 
RO	10	2,410,000	2410.00	51	 	 	 	 
RG	5	1,200,000	2400.00	52	 	 	 	 
AG	4	962,000	2405.00	53	 	 	 	 
QA	2	480,000	2400.00	54	 	 	 	 
SF	2	480,000	2400.00	55	 	 	 	 
IN	1	240,000	2400.00	56	 	 	 	 
