BRISToBrokerCode	BRIS	Start	2025-12-17	End	2025-12-17	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	22,606	5,087,860,000	2250.67	1	MG	21,090	4,748,485,000	2251.53
XC	12,488	2,810,351,000	2250.44	2	ZP	12,066	2,716,433,000	2251.31
SQ	9,608	2,161,676,000	2249.87	3	CC	8,893	2,000,159,000	2249.14
NI	8,961	2,014,436,000	2248.00	4	YP	6,832	1,538,951,000	2252.56
XL	8,918	2,008,468,000	2252.15	5	LG	6,091	1,370,778,000	2250.50
ZP	7,940	1,787,765,000	2251.59	6	XC	6,091	1,370,510,000	2250.06
CC	7,323	1,647,403,000	2249.63	7	XL	5,420	1,218,877,000	2248.85
YP	4,755	1,071,473,000	2253.36	8	BK	5,239	1,179,790,000	2251.94
PD	2,438	548,549,000	2250.00	9	PD	5,044	1,133,132,000	2246.49
BK	2,030	456,750,000	2250.00	10	OD	3,723	837,646,000	2249.92
AZ	1,619	364,952,000	2254.18	11	AK	1,969	444,762,000	2258.82
KK	1,251	280,984,000	2246.08	12	GR	1,583	355,887,000	2248.18
OD	968	217,906,000	2251.10	13	KZ	1,553	349,498,000	2250.47
LG	897	202,150,000	2253.62	14	SQ	1,334	300,230,000	2250.60
AT	677	152,703,000	2255.58	15	YU	1,252	281,701,000	2250.01
DX	479	107,775,000	2250.00	16	NI	1,186	266,685,000	2248.61
GR	470	106,050,000	2256.38	17	KK	932	209,615,000	2249.09
EP	352	79,192,000	2249.77	18	DR	836	188,177,000	2250.92
TP	272	61,178,000	2249.19	19	BQ	768	172,813,000	2250.17
YU	268	60,550,000	2259.33	20	DH	746	167,938,000	2251.18
HP	208	47,000,000	2259.62	21	YJ	505	113,625,000	2250.00
DR	192	43,208,000	2250.42	22	EP	463	104,117,000	2248.75
IF	175	39,388,000	2250.74	23	CD	389	87,525,000	2250.00
XA	150	33,800,000	2253.33	24	CP	339	76,275,000	2250.00
YB	128	28,792,000	2249.38	25	AT	286	64,356,000	2250.21
MU	100	22,400,000	2240.00	26	AI	213	48,115,000	2258.92
DH	85	19,178,000	2256.24	27	XA	150	33,850,000	2256.67
BQ	84	18,894,000	2249.29	28	YB	150	33,600,000	2240.00
AO	51	11,475,000	2250.00	29	IF	100	22,400,000	2240.00
MG	50	11,250,000	2250.00	30	KI	89	20,201,000	2269.78
CD	23	5,153,000	2240.43	31	MU	87	19,498,000	2241.15
CP	17	3,841,000	2259.41	32	DX	69	15,521,000	2249.42
PO	10	2,260,000	2260.00	33	JB	43	9,650,000	2244.19
YJ	10	2,250,000	2250.00	34	HP	30	6,780,000	2260.00
KI	9	2,025,000	2250.00	35	TP	21	4,756,000	2264.76
AI	6	1,351,000	2251.67	36	AG	14	3,155,000	2253.57
PC	1	225,000	2250.00	37	HD	10	2,250,000	2250.00
 	 	 	 	38	SF	6	1,350,000	2250.00
 	 	 	 	39	PC	5	1,120,000	2240.00
 	 	 	 	40	SH	2	450,000	2250.00
