INETToBrokerCode	INET	Start	2026-01-19	End	2026-01-19	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	5,949,980	333,300,578,500	560.17	1	XL	5,549,950	309,939,071,500	558.45
MG	3,140,829	177,129,529,500	563.96	2	MG	4,494,983	252,324,055,500	561.35
YP	2,109,962	118,277,380,500	560.57	3	YP	1,890,341	105,938,350,500	560.42
AK	2,106,567	117,515,332,500	557.85	4	AK	1,686,537	95,295,281,500	565.04
CC	1,943,597	108,091,426,500	556.14	5	CC	1,569,675	88,195,090,500	561.87
CP	935,979	52,004,738,500	555.62	6	CP	1,239,077	68,433,408,500	552.29
XC	837,799	46,898,140,500	559.78	7	XC	705,235	39,563,972,500	561.00
PD	675,746	37,930,551,000	561.31	8	PD	532,183	29,795,839,500	559.88
SQ	457,146	25,933,217,000	567.29	9	AZ	430,033	23,917,260,000	556.17
KK	389,016	21,766,930,000	559.54	10	SQ	395,622	22,100,585,000	558.63
YJ	372,625	21,016,456,000	564.01	11	NI	390,675	22,012,918,000	563.46
NI	341,486	19,108,386,500	559.57	12	GR	378,809	21,189,223,500	559.36
AZ	280,941	15,720,377,000	559.56	13	KK	348,775	19,624,016,000	562.66
BQ	254,901	14,066,153,500	551.83	14	YJ	257,909	14,760,402,500	572.31
ZP	224,526	12,317,650,500	548.61	15	BQ	245,859	13,633,584,500	554.53
GR	209,474	11,775,692,500	562.16	16	AT	209,074	11,915,786,000	569.93
EP	192,204	10,949,657,000	569.69	17	IN	204,550	11,314,030,000	553.12
YB	180,316	10,152,131,500	563.02	18	YB	198,676	11,181,740,000	562.81
AT	169,661	9,557,266,500	563.32	19	ZP	189,138	10,447,087,500	552.35
BK	164,464	9,263,397,000	563.25	20	OD	158,564	8,873,477,500	559.61
OD	159,873	8,974,012,500	561.32	21	DR	147,620	8,390,245,500	568.37
XA	102,876	5,791,303,000	562.94	22	BK	123,966	7,036,480,000	567.61
HD	102,725	5,763,681,500	561.08	23	XA	112,989	6,349,621,500	561.97
AI	94,805	5,341,133,000	563.38	24	EP	93,062	5,186,394,000	557.31
ES	89,035	5,037,030,000	565.74	25	LG	86,520	4,904,886,500	566.91
LG	84,262	4,721,346,500	560.32	26	ES	81,157	4,577,950,000	564.09
DR	82,728	4,676,491,500	565.29	27	DH	75,219	4,067,268,500	540.72
TP	75,711	4,193,173,000	553.84	28	KI	66,550	3,769,263,500	566.38
DH	64,653	3,636,624,500	562.48	29	HD	64,092	3,653,355,500	570.02
HP	64,683	3,625,361,000	560.48	30	HP	64,897	3,530,697,000	544.05
IN	62,963	3,432,106,500	545.10	31	PC	57,949	3,289,021,500	567.57
AO	57,926	3,237,898,000	558.97	32	BR	50,163	2,845,134,500	567.18
BR	57,050	3,174,462,500	556.44	33	AG	39,823	2,178,135,000	546.95
PC	56,582	3,126,562,000	552.57	34	AO	34,509	1,949,272,500	564.86
KI	44,586	2,540,893,000	569.89	35	YU	29,752	1,650,689,000	554.82
IF	40,793	2,298,840,000	563.54	36	AI	25,260	1,417,360,000	561.11
AN	40,072	2,283,981,000	569.97	37	IF	24,322	1,338,798,500	550.45
YU	24,492	1,370,370,500	559.52	38	TP	22,075	1,220,276,500	552.79
AG	24,125	1,341,414,500	556.03	39	MI	17,500	983,750,000	562.14
FZ	20,165	1,138,263,000	564.47	40	FZ	16,958	968,696,500	571.23
IU	14,060	795,932,500	566.10	41	SA	11,040	596,840,000	540.62
SA	10,240	593,730,000	579.81	42	IU	10,135	573,762,500	566.12
RF	10,200	545,150,000	534.46	43	RO	7,551	424,316,000	561.93
MI	7,525	425,150,000	564.98	44	DX	7,395	406,509,000	549.71
DX	7,469	414,333,000	554.74	45	LS	4,402	244,367,000	555.13
IH	5,515	301,597,500	546.87	46	QA	4,294	238,462,000	555.34
QA	4,294	246,635,500	574.37	47	CD	4,115	233,609,500	567.70
SS	3,825	212,550,000	555.69	48	AD	2,970	173,745,000	585.00
SF	3,131	178,295,000	569.45	49	FS	2,605	145,108,000	557.04
OK	3,000	175,000,000	583.33	50	RF	2,000	113,000,000	565.00
CD	2,940	164,268,500	558.74	51	RG	1,853	105,455,500	569.11
FS	2,499	137,301,000	549.42	52	ZR	1,430	82,135,000	574.37
LS	2,498	133,306,500	533.65	53	DU	1,358	77,035,000	567.27
RG	1,996	112,638,000	564.32	54	JB	926	51,380,000	554.86
RS	1,945	109,852,500	564.79	55	PO	874	46,559,000	532.71
AF	1,575	87,300,000	554.29	56	MU	806	45,215,500	560.99
ZR	1,285	71,797,500	558.74	57	SF	452	25,363,000	561.13
RO	779	44,177,500	567.11	58	IH	250	14,410,000	576.40
PO	700	37,650,000	537.86	59	ID	200	11,547,500	577.38
MU	510	28,565,000	560.10	60	RB	159	8,923,500	561.23
RB	339	18,332,500	540.78	61	GI	65	3,689,500	567.62
JB	300	16,400,000	546.67	62	TF	60	3,500,000	583.33
DU	300	16,200,000	540.00	63	AN	22	1,286,000	584.55
TF	253	14,171,000	560.12	64	BS	20	1,120,000	560.00
GI	243	13,941,500	573.72	65	AH	10	565,000	565.00
IT	100	5,650,000	565.00	66	 	 	 	 
PG	100	5,500,000	550.00	67	 	 	 	 
ID	60	3,030,000	505.00	68	 	 	 	 
SH	25	1,425,000	570.00	69	 	 	 	 
AH	10	560,000	560.00	70	 	 	 	 
