INETToBrokerCode	INET	Start	2026-01-26	End	2026-01-26	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	3,550,971	169,312,233,400	476.81	1	XL	3,030,790	144,936,094,300	478.21
MG	1,565,762	76,692,392,200	489.81	2	MG	2,955,393	144,373,755,200	488.51
YP	1,291,620	61,381,680,400	475.23	3	YP	1,047,997	49,336,388,200	470.77
CC	1,060,323	49,995,387,600	471.51	4	CP	704,711	33,698,513,400	478.19
XC	599,866	28,540,879,300	475.79	5	CC	649,781	31,110,936,700	478.79
CP	577,919	27,597,482,800	477.53	6	OD	397,489	18,689,376,300	470.19
PD	467,948	22,054,908,800	471.31	7	XC	368,095	17,639,015,000	479.20
SQ	394,429	18,629,657,200	472.32	8	PD	351,603	16,467,205,200	468.35
YJ	336,404	16,374,851,000	486.76	9	AK	328,819	15,762,664,300	479.37
AK	338,311	15,777,039,600	466.35	10	GR	331,433	15,461,556,200	466.51
NI	311,459	14,788,755,500	474.82	11	YB	311,521	14,520,013,500	466.10
KK	302,297	14,229,723,800	470.72	12	YJ	262,143	11,998,384,800	457.70
YB	254,909	12,194,669,600	478.39	13	AZ	213,778	9,874,925,300	461.92
AZ	202,488	9,779,869,100	482.99	14	KK	199,493	9,361,248,700	469.25
OD	174,359	8,306,212,000	476.39	15	NI	193,401	9,139,805,500	472.58
GR	119,322	5,766,682,800	483.29	16	ZP	151,870	7,418,475,300	488.48
BQ	122,519	5,714,697,600	466.43	17	SQ	136,232	6,437,667,100	472.55
BK	120,024	5,576,970,200	464.65	18	AI	122,310	5,747,206,600	469.89
XA	116,973	5,557,116,300	475.08	19	AT	110,952	5,231,499,600	471.51
LG	112,426	5,465,653,300	486.16	20	BK	110,024	5,140,458,400	467.21
AT	99,823	4,722,820,000	473.12	21	EP	109,730	5,085,117,500	463.42
EP	84,934	3,976,111,800	468.14	22	XA	103,285	5,013,006,200	485.36
KI	76,495	3,689,893,000	482.37	23	BQ	99,645	4,602,339,600	461.87
DH	71,172	3,400,123,500	477.73	24	LG	60,050	2,837,037,600	472.45
ZP	58,019	2,789,492,400	480.79	25	DH	51,846	2,427,634,700	468.24
DR	53,408	2,541,954,000	475.95	26	PC	50,451	2,231,933,200	442.40
BR	33,904	1,671,220,000	492.93	27	IN	43,311	2,087,489,600	481.98
DP	30,000	1,500,000,000	500.00	28	KI	30,085	1,501,716,700	499.16
TP	31,419	1,491,768,300	474.80	29	DP	30,000	1,500,000,000	500.00
AI	25,950	1,258,859,400	485.11	30	HP	30,320	1,463,565,400	482.71
YU	25,322	1,243,048,800	490.90	31	DR	29,252	1,398,786,300	478.18
AO	21,897	1,138,036,600	519.72	32	SA	30,020	1,377,092,000	458.72
RF	22,470	1,106,650,000	492.50	33	DX	26,272	1,279,197,600	486.91
ES	15,840	764,940,800	482.92	34	TP	21,786	1,059,825,900	486.47
IF	14,998	706,830,800	471.28	35	AO	21,472	960,485,300	447.32
HP	14,100	671,589,300	476.30	36	PG	16,805	788,864,000	469.42
AG	11,551	531,955,300	460.53	37	YU	14,489	693,708,600	478.78
RO	10,635	499,864,000	470.02	38	ES	10,175	493,882,000	485.39
PC	9,705	472,508,600	486.87	39	AG	10,230	471,498,200	460.90
FZ	9,158	438,417,800	478.73	40	IF	10,093	470,611,900	466.28
MI	8,510	400,290,000	470.38	41	IU	7,300	356,590,000	488.48
IH	8,280	382,430,000	461.87	42	SH	5,100	235,560,000	461.88
CD	8,162	378,455,600	463.68	43	BR	5,020	231,092,000	460.34
FS	6,203	296,679,000	478.28	44	FZ	4,143	193,424,900	466.87
DX	6,068	286,657,300	472.41	45	RG	2,200	103,400,000	470.00
IU	5,200	265,200,000	510.00	46	RF	2,000	94,000,000	470.00
DU	5,000	245,850,000	491.70	47	IH	1,500	67,200,000	448.00
PG	5,019	242,382,000	482.93	48	RO	1,400	65,560,000	468.29
IN	2,970	143,028,200	481.58	49	IT	1,350	59,670,000	442.00
SA	1,869	89,462,400	478.66	50	HD	1,275	59,235,000	464.59
IT	1,850	85,150,000	460.27	51	CD	516	23,578,000	456.94
HD	1,637	78,179,400	477.58	52	MU	420	20,980,000	499.52
MU	1,364	66,054,400	484.27	53	FS	300	15,600,000	520.00
SH	1,102	50,200,000	455.54	54	PO	300	15,000,000	500.00
AN	920	44,256,000	481.04	55	GI	144	6,373,100	442.58
RB	815	40,064,000	491.58	56	LS	125	5,738,000	459.04
ID	820	38,696,000	471.90	57	ZR	101	5,251,500	519.95
LS	808	37,134,200	459.58	58	DU	100	4,660,000	466.00
RG	524	24,485,600	467.28	59	QA	65	3,243,400	498.98
AF	550	24,410,000	443.82	60	RS	9	423,000	470.00
QA	411	19,649,000	478.08	61	SF	7	334,400	477.71
PO	303	15,747,600	519.72	62	 	 	 	 
EL	300	14,160,000	472.00	63	 	 	 	 
TF	280	13,666,000	488.07	64	 	 	 	 
SF	125	5,890,400	471.23	65	 	 	 	 
GI	108	5,291,200	489.93	66	 	 	 	 
BS	100	4,900,000	490.00	67	 	 	 	 
AR	100	4,580,000	458.00	68	 	 	 	 
