INETToBrokerCode	INET	Start	2026-01-30	End	2026-01-30	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	2,000,253	77,187,068,800	385.89	1	XL	1,469,364	56,482,678,400	384.40
CC	666,435	25,590,334,400	383.99	2	AK	1,128,948	43,666,772,000	386.79
AK	626,753	24,131,528,400	385.02	3	CC	906,205	34,930,355,800	385.46
YP	553,936	21,291,492,800	384.37	4	YP	492,010	18,911,353,000	384.37
NI	410,066	15,682,153,800	382.43	5	MG	439,285	16,743,507,800	381.15
XC	366,172	14,098,991,400	385.04	6	BK	289,071	11,139,629,800	385.36
MG	327,300	12,632,148,200	385.95	7	XC	239,328	9,232,568,400	385.77
PD	272,861	10,475,535,800	383.91	8	PD	203,041	7,760,762,400	382.23
ZP	188,612	7,181,908,200	380.78	9	CP	201,311	7,722,713,600	383.62
KK	152,552	5,891,191,000	386.18	10	XA	159,231	6,101,997,200	383.22
CP	147,537	5,663,734,400	383.89	11	KK	141,078	5,439,346,600	385.56
SQ	128,631	4,961,280,000	385.70	12	GR	120,350	4,584,526,800	380.93
YB	118,936	4,592,894,600	386.17	13	YB	115,445	4,452,414,600	385.67
OD	80,717	3,082,768,400	381.92	14	NI	110,119	4,210,847,600	382.39
BK	77,392	2,964,904,200	383.10	15	AZ	88,456	3,432,165,800	388.01
XA	71,665	2,783,541,600	388.41	16	LG	75,966	2,959,854,000	389.63
LG	71,293	2,738,944,400	384.18	17	ZP	73,277	2,845,866,600	388.37
BQ	69,928	2,683,093,600	383.69	18	BQ	69,078	2,684,722,600	388.65
EP	59,191	2,263,395,200	382.39	19	SQ	65,888	2,532,597,200	384.38
GR	53,583	2,045,573,000	381.76	20	AT	63,894	2,486,362,400	389.14
AT	44,977	1,736,937,000	386.18	21	OD	60,379	2,313,570,800	383.17
YJ	44,482	1,697,544,200	381.62	22	EP	53,202	2,036,645,000	382.81
DR	43,143	1,659,793,800	384.72	23	YJ	46,727	1,801,232,600	385.48
AZ	42,015	1,622,932,000	386.27	24	AI	35,577	1,370,146,600	385.12
YU	38,335	1,456,042,800	379.82	25	AO	27,184	1,034,728,000	380.64
DH	37,122	1,424,726,000	383.80	26	RS	26,657	1,007,634,600	378.00
AO	35,477	1,386,507,000	390.82	27	FZ	23,277	895,179,800	384.58
IF	30,664	1,181,046,200	385.16	28	LS	22,593	875,136,800	387.35
FZ	28,789	1,100,433,000	382.24	29	ES	21,080	796,854,000	378.01
RS	24,881	1,000,203,000	401.99	30	DH	18,923	730,533,800	386.06
ES	23,349	909,777,600	389.64	31	KI	18,714	727,670,400	388.84
AI	18,020	699,074,600	387.94	32	IH	19,000	722,067,000	380.04
LS	16,736	646,474,400	386.28	33	BR	16,000	633,100,000	395.69
BR	16,255	626,690,000	385.54	34	DR	16,102	623,612,400	387.29
AD	15,000	579,000,000	386.00	35	SA	15,374	597,015,200	388.33
KI	11,245	425,540,600	378.43	36	AD	15,000	564,000,000	376.00
HP	10,482	402,838,200	384.31	37	IN	13,600	518,362,000	381.15
RG	8,850	345,450,000	390.34	38	DX	8,256	315,316,200	381.92
PC	8,990	344,645,200	383.37	39	HP	7,947	308,224,400	387.85
IU	6,300	250,880,000	398.22	40	PO	7,500	283,900,000	378.53
TP	5,378	205,847,800	382.76	41	IF	6,926	263,756,200	380.82
DX	4,652	179,017,800	384.82	42	PC	6,120	244,556,000	399.60
AG	4,680	177,574,600	379.43	43	YU	6,197	239,682,200	386.77
FS	3,760	146,420,000	389.41	44	TP	5,282	202,572,400	383.51
IN	3,610	134,892,000	373.66	45	IU	5,000	195,000,000	390.00
RO	2,130	80,566,000	378.24	46	FS	4,575	176,935,000	386.74
QA	1,948	74,720,800	383.58	47	HD	4,500	171,400,000	380.89
SH	1,155	44,706,000	387.06	48	RG	4,250	158,042,400	371.86
II	1,000	38,800,000	388.00	49	DU	3,097	123,733,800	399.53
PO	1,000	37,000,000	370.00	50	SH	2,452	97,552,400	397.85
MU	780	29,897,000	383.29	51	AG	1,922	75,771,600	394.23
HD	517	19,676,600	380.59	52	RO	1,900	72,980,000	384.11
ZR	500	18,700,000	374.00	53	PG	1,000	37,600,000	376.00
IT	450	17,060,000	379.11	54	II	1,000	37,400,000	374.00
CD	417	16,186,600	388.17	55	MU	790	30,675,400	388.30
SA	376	14,448,800	384.28	56	ZR	500	18,800,000	376.00
AF	50	1,880,000	376.00	57	AN	400	16,000,000	400.00
DU	48	1,862,400	388.00	58	QA	346	13,175,800	380.80
SF	29	1,120,800	386.48	59	IT	328	12,880,000	392.68
PG	25	1,010,000	404.00	60	CD	319	12,384,600	388.23
RB	10	388,000	388.00	61	ID	50	2,010,000	402.00
GI	6	234,000	390.00	62	AF	50	1,960,000	392.00
JB	5	189,000	378.00	63	RB	10	376,000	376.00
