ANTMToBrokerCode	ANTM	Start	2026-01-07	End	2026-01-07	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	1,369,863	511,357,086,000	3732.91	1	YP	787,106	295,737,134,000	3757.27
CC	850,549	321,440,429,000	3779.21	2	CC	653,440	246,032,185,000	3765.18
BK	507,513	192,449,571,000	3792.01	3	AK	593,667	225,465,955,000	3797.85
PD	462,645	176,075,904,400	3805.85	4	XL	593,913	223,316,006,000	3760.08
YP	449,411	170,022,628,000	3783.23	5	ZP	394,091	149,425,142,000	3791.64
ZP	394,074	148,501,436,000	3768.36	6	PD	316,140	118,207,165,400	3739.07
XL	353,512	133,936,701,000	3788.75	7	XC	241,923	91,172,104,000	3768.64
LG	244,135	92,544,599,000	3790.71	8	BK	203,236	76,878,657,000	3782.73
MG	178,469	66,668,465,000	3735.58	9	MG	192,125	72,618,944,000	3779.78
XC	170,235	64,501,633,000	3788.98	10	YU	179,193	67,859,809,000	3786.97
HD	155,571	58,773,057,000	3777.89	11	DR	176,758	67,128,838,000	3797.78
KZ	101,950	38,903,198,000	3815.91	12	HD	156,424	59,271,142,000	3789.13
CP	82,922	31,326,894,000	3777.87	13	AZ	150,983	57,403,103,000	3801.96
NI	75,222	28,290,767,000	3760.97	14	CP	144,742	54,402,632,000	3758.59
OD	72,114	27,579,373,000	3824.41	15	KK	136,737	50,948,477,000	3726.02
YU	60,204	22,715,805,000	3773.14	16	OD	124,444	46,981,057,000	3775.28
GR	49,730	18,980,193,000	3816.65	17	DH	103,333	39,052,513,000	3779.29
TP	46,306	17,206,749,000	3715.88	18	NI	103,483	38,739,508,000	3743.56
SQ	45,223	17,127,503,000	3787.34	19	SQ	99,596	37,484,624,000	3763.67
DR	41,099	15,566,993,000	3787.68	20	YJ	90,322	34,494,626,000	3819.07
KK	41,094	15,465,462,000	3763.44	21	BB	66,972	25,539,543,650	3813.44
AI	39,086	14,872,666,000	3805.11	22	GR	59,107	22,187,778,000	3753.83
EP	32,748	12,437,514,000	3797.95	23	LG	48,040	18,137,935,000	3775.59
AG	28,238	10,858,514,000	3845.36	24	AI	39,370	15,150,362,000	3848.20
KI	28,396	10,216,201,000	3597.76	25	KI	39,383	14,816,332,000	3762.11
AZ	21,430	8,093,000,000	3776.48	26	IF	38,539	14,407,375,000	3738.39
BB	20,263	7,708,660,650	3804.21	27	ES	36,258	13,822,919,000	3812.38
YB	18,681	6,941,761,000	3715.95	28	EP	34,791	13,078,773,000	3759.24
RF	17,903	6,666,207,000	3723.51	29	AG	29,376	10,652,535,000	3626.27
DH	15,467	5,878,264,000	3800.52	30	HP	23,896	8,912,620,000	3729.75
AT	14,988	5,674,736,000	3786.19	31	XA	18,360	6,865,709,000	3739.49
BS	14,500	5,538,900,000	3819.93	32	CD	17,329	6,536,024,000	3771.73
YJ	11,754	4,495,228,000	3824.42	33	AT	16,970	6,419,560,000	3782.89
ZR	12,020	4,461,700,000	3711.90	34	ZR	15,845	5,976,890,000	3772.10
BQ	11,516	4,346,517,000	3774.33	35	FS	15,044	5,597,673,000	3720.87
XA	11,462	4,303,721,000	3754.77	36	BQ	14,754	5,590,257,000	3788.98
FZ	7,062	2,516,304,000	3563.16	37	DX	13,671	5,119,502,000	3744.79
IF	6,090	2,287,474,000	3756.11	38	YB	13,515	5,061,503,000	3745.10
CD	5,360	2,045,525,000	3816.28	39	SS	13,180	4,958,978,000	3762.50
ES	5,004	1,899,536,000	3796.04	40	KZ	11,138	4,292,785,000	3854.18
HP	4,043	1,507,411,000	3728.45	41	IN	10,218	3,932,264,000	3848.37
RX	3,806	1,415,712,000	3719.68	42	TP	10,290	3,917,210,000	3806.81
SA	2,605	992,925,000	3811.61	43	PC	9,485	3,501,094,000	3691.19
DX	2,492	933,406,000	3745.61	44	FZ	8,217	3,098,910,000	3771.34
BR	2,230	850,060,000	3811.93	45	RX	7,054	2,595,578,000	3679.58
PC	2,077	793,817,000	3821.94	46	LS	6,043	2,246,718,000	3717.89
AO	1,277	483,792,000	3788.50	47	AF	6,168	2,242,533,000	3635.75
LS	821	313,276,000	3815.79	48	PF	5,005	1,835,811,000	3667.95
PP	780	300,300,000	3850.00	49	AR	4,108	1,583,798,000	3855.40
SH	760	292,420,000	3847.63	50	AO	3,680	1,347,157,000	3660.75
OK	200	72,600,000	3630.00	51	RO	3,406	1,295,794,000	3804.45
RO	183	69,063,000	3773.93	52	MI	2,825	1,082,640,000	3832.35
IU	120	45,200,000	3766.67	53	BR	2,749	1,041,502,000	3788.66
TF	67	25,460,000	3800.00	54	ID	2,490	923,395,000	3708.41
JB	45	16,590,000	3686.67	55	SA	1,100	418,800,000	3807.27
IN	40	14,200,000	3550.00	56	BS	615	230,320,000	3745.04
AD	24	9,252,000	3855.00	57	IT	610	229,500,000	3762.30
RG	12	4,680,000	3900.00	58	RG	504	189,078,000	3751.55
AR	10	3,770,000	3770.00	59	GI	500	186,300,000	3726.00
IH	9	3,406,000	3784.44	60	PG	440	166,400,000	3781.82
QA	6	2,318,000	3863.33	61	DD	413	155,840,000	3773.37
SF	4	1,521,000	3802.50	62	SH	311	113,295,000	3642.93
FS	1	382,000	3820.00	63	OK	280	104,190,000	3721.07
 	 	 	 	64	RF	280	101,460,000	3623.57
 	 	 	 	65	IU	256	98,212,000	3836.41
 	 	 	 	66	SF	240	90,697,000	3779.04
 	 	 	 	67	MU	235	89,120,000	3792.34
 	 	 	 	68	AN	214	81,521,000	3809.39
 	 	 	 	69	RS	151	55,788,000	3694.57
 	 	 	 	70	YO	100	39,000,000	3900.00
 	 	 	 	71	EL	82	30,000,000	3658.54
 	 	 	 	72	AD	65	24,570,000	3780.00
 	 	 	 	73	TF	40	14,965,000	3741.25
 	 	 	 	74	RB	23	8,792,000	3822.61
 	 	 	 	75	JB	12	4,646,000	3871.67
 	 	 	 	76	IH	8	3,054,000	3817.50
 	 	 	 	77	QA	8	3,049,000	3811.25
 	 	 	 	78	PO	2	760,000	3800.00
