ANTMToBrokerCode	ANTM	Start	2026-01-26	End	2026-01-26	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	682,961	323,062,053,000	4730.31	1	AK	717,214	342,554,869,000	4776.19
CC	675,969	322,095,273,000	4764.94	2	YP	644,910	305,876,182,000	4742.93
YP	653,548	312,414,045,000	4780.28	3	CC	497,395	233,760,912,000	4699.70
XL	524,300	249,475,421,000	4758.26	4	XL	463,346	219,749,739,000	4742.67
BK	383,327	180,242,349,000	4702.05	5	ZP	380,794	181,985,074,000	4779.10
ZP	299,826	140,435,591,000	4683.90	6	XC	224,682	106,235,253,000	4728.25
PD	221,174	105,658,374,000	4777.16	7	AF	169,310	81,466,230,000	4811.66
XC	208,415	99,420,921,000	4770.33	8	MG	150,133	70,917,364,000	4723.64
CP	133,756	64,441,907,000	4817.87	9	CP	145,873	69,742,956,000	4781.07
HD	131,767	62,827,090,000	4768.04	10	HD	132,420	63,289,161,000	4779.43
MG	128,565	60,479,335,000	4704.18	11	NI	121,605	58,049,949,000	4773.65
NI	117,280	55,045,549,000	4693.52	12	LG	121,075	57,803,023,000	4774.15
LG	113,779	53,966,271,000	4743.08	13	PD	92,705	43,673,014,000	4710.97
AZ	112,823	53,594,700,000	4750.33	14	AZ	92,028	43,589,223,000	4736.52
OD	55,932	26,705,921,000	4774.71	15	OD	88,697	42,000,312,000	4735.26
DR	55,103	26,244,967,000	4762.89	16	BK	74,407	35,362,117,000	4752.53
KK	44,316	21,131,252,000	4768.31	17	RX	71,039	34,181,806,000	4811.70
AG	42,863	20,709,092,000	4831.46	18	DR	63,192	29,950,278,000	4739.57
YB	42,367	20,504,871,000	4839.82	19	SS	63,566	25,988,605,000	4088.44
SS	50,105	19,549,875,000	3901.78	20	KK	51,377	24,047,766,000	4680.65
AT	38,676	18,658,348,000	4824.27	21	YU	49,797	23,833,181,000	4786.07
SQ	37,677	17,979,891,000	4772.11	22	AG	44,775	21,615,272,000	4827.53
YU	27,507	13,136,805,000	4775.80	23	SQ	44,956	21,250,665,000	4726.99
BQ	26,154	12,206,563,000	4667.19	24	KZ	42,640	20,416,536,000	4788.12
EP	22,024	10,449,517,000	4744.60	25	GR	41,447	19,851,154,000	4789.53
TP	15,313	7,235,068,000	4724.79	26	EP	38,109	17,753,606,000	4658.64
HP	11,730	5,580,315,000	4757.30	27	AT	36,692	17,645,807,000	4809.17
XA	11,388	5,387,956,000	4731.26	28	TP	35,282	16,894,134,000	4788.32
ZR	11,020	5,210,700,000	4728.40	29	DX	29,665	14,051,593,000	4736.76
CD	8,234	3,922,357,000	4763.61	30	BQ	26,951	12,548,240,000	4655.95
KZ	8,526	3,827,222,000	4488.88	31	AR	24,662	11,456,700,000	4645.49
BB	8,000	3,826,108,000	4782.64	32	XA	21,575	10,035,302,000	4651.36
IF	7,276	3,434,815,000	4720.75	33	YB	15,237	7,273,996,000	4773.90
AI	7,058	3,390,222,000	4803.37	34	HP	12,966	6,337,747,000	4887.97
GR	6,041	2,861,868,000	4737.41	35	BS	13,611	6,173,607,000	4535.75
EL	5,000	2,260,000,000	4520.00	36	ZR	13,080	6,151,020,000	4702.61
DH	4,564	2,158,985,000	4730.47	37	CD	13,027	6,001,280,000	4606.80
IU	4,442	2,140,593,000	4818.98	38	FS	11,348	5,301,113,000	4671.41
KI	4,398	2,117,902,000	4815.60	39	LS	10,740	5,048,007,000	4700.19
RX	4,504	2,049,816,000	4551.10	40	DH	9,007	4,249,798,000	4718.33
DX	3,384	1,614,361,000	4770.57	41	IF	7,937	3,717,237,000	4683.43
PC	3,037	1,466,873,000	4830.01	42	YJ	7,274	3,486,471,000	4793.06
LS	3,120	1,463,438,000	4690.51	43	AI	7,100	3,374,472,000	4752.78
AO	2,415	1,100,778,000	4558.09	44	PC	5,954	2,776,993,000	4664.08
YJ	1,937	924,520,000	4772.95	45	GA	5,500	2,489,500,000	4526.36
SH	1,210	574,780,000	4750.25	46	BB	5,057	2,414,156,000	4773.89
RS	1,010	480,420,000	4756.63	47	KI	4,189	1,977,498,000	4720.69
AR	700	337,150,000	4816.43	48	PG	3,295	1,529,075,000	4640.59
RO	623	296,244,000	4755.12	49	AO	2,940	1,339,927,000	4557.57
BR	559	268,268,000	4799.07	50	ES	2,588	1,218,635,000	4708.79
SA	430	204,930,000	4765.81	51	EL	1,847	863,139,000	4673.19
OK	100	47,800,000	4780.00	52	OK	1,720	831,242,000	4832.80
MU	70	33,280,000	4754.29	53	IN	1,401	662,197,000	4726.60
RB	56	27,070,000	4833.93	54	SH	1,319	617,258,000	4679.74
FS	55	26,630,000	4841.82	55	FZ	1,050	517,750,000	4930.95
AF	50	24,000,000	4800.00	56	IU	1,075	505,430,000	4701.67
ID	50	23,800,000	4760.00	57	GI	835	390,625,000	4678.14
IC	38	18,232,000	4797.89	58	ID	677	323,353,000	4776.26
IH	22	10,458,000	4753.64	59	BR	637	300,383,000	4715.59
IN	10	4,795,000	4795.00	60	DD	522	251,274,000	4813.68
JB	9	4,348,000	4831.11	61	RG	496	233,944,000	4716.61
ES	9	4,310,000	4788.89	62	SA	500	224,900,000	4498.00
QA	9	4,306,000	4784.44	63	RO	368	175,866,000	4778.97
AD	8	3,808,000	4760.00	64	RS	310	146,400,000	4722.58
FZ	5	2,389,000	4778.00	65	IT	300	140,700,000	4690.00
DU	3	1,434,000	4780.00	66	PF	155	71,700,000	4625.81
SF	1	448,000	4480.00	67	QA	59	28,063,000	4756.44
 	 	 	 	68	TS	50	23,850,000	4770.00
 	 	 	 	69	TF	51	22,886,000	4487.45
 	 	 	 	70	RB	23	11,158,000	4851.30
 	 	 	 	71	DU	21	10,059,000	4790.00
 	 	 	 	72	AN	13	6,021,000	4631.54
 	 	 	 	73	MU	11	5,255,000	4777.27
 	 	 	 	74	IH	8	3,647,000	4558.75
 	 	 	 	75	SF	7	3,191,000	4558.57
 	 	 	 	76	JB	4	1,932,000	4830.00
