ANTMToBrokerCode	ANTM	Start	2026-01-29	End	2026-01-29	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	1,470,004	609,721,503,000	4147.75	1	ZP	1,771,249	738,030,790,000	4166.73
CC	774,560	320,656,154,000	4139.85	2	AK	1,666,629	702,250,135,000	4213.60
XL	725,079	302,109,864,000	4166.58	3	CC	703,355	291,611,633,000	4146.01
YP	689,316	286,945,675,000	4162.76	4	YP	652,600	268,143,979,000	4108.86
ZP	540,762	228,901,372,000	4232.94	5	XL	554,596	230,980,669,000	4164.85
BK	411,126	169,370,874,000	4119.68	6	BK	424,338	181,726,025,000	4282.58
PD	340,762	140,693,177,000	4128.78	7	PD	246,114	102,084,928,000	4147.87
KZ	298,610	126,616,134,000	4240.18	8	XC	173,953	72,134,958,000	4146.81
YU	226,920	95,593,135,000	4212.64	9	KK	159,852	66,361,810,000	4151.45
LG	207,129	87,361,124,000	4217.72	10	LG	139,156	57,795,595,000	4153.30
AZ	194,347	81,471,639,000	4192.07	11	EP	140,051	56,038,311,000	4001.28
XC	193,150	81,048,933,000	4196.17	12	NI	128,935	54,105,903,000	4196.37
KK	175,710	72,715,789,000	4138.40	13	OD	126,465	52,975,566,000	4188.95
NI	167,524	70,236,187,000	4192.60	14	MG	122,469	50,689,625,000	4138.98
TP	149,732	64,271,106,000	4292.41	15	CP	122,100	50,656,053,000	4148.73
CP	144,083	59,435,120,000	4125.06	16	GR	122,445	48,181,928,000	3934.99
OD	139,625	58,320,012,000	4176.90	17	YU	116,435	48,179,952,000	4137.93
DR	132,846	55,107,616,000	4148.23	18	HD	107,749	44,443,579,000	4124.73
AI	116,892	50,065,738,000	4283.08	19	SQ	81,588	33,596,613,000	4117.84
MG	115,296	47,397,346,000	4110.93	20	AZ	80,976	33,555,439,000	4143.87
HD	108,812	44,855,909,000	4122.33	21	BQ	77,448	32,108,573,000	4145.82
SQ	102,334	42,175,351,000	4121.34	22	DR	50,234	21,079,270,000	4196.22
GR	98,724	41,313,917,000	4184.79	23	KZ	45,081	19,028,730,000	4221.01
BQ	84,026	34,730,264,000	4133.28	24	AI	45,363	18,965,061,000	4180.73
EP	63,837	26,352,169,000	4128.04	25	TP	42,546	17,820,010,000	4188.41
IF	53,957	22,543,797,000	4178.10	26	IF	24,195	10,160,519,000	4199.43
HP	34,693	14,890,935,000	4292.20	27	AO	23,607	9,878,445,000	4184.54
DH	32,685	13,840,764,000	4234.59	28	DX	21,890	9,390,310,000	4289.77
YB	32,195	13,344,841,000	4145.00	29	DH	19,201	8,033,223,000	4183.75
DX	31,488	12,809,903,000	4068.19	30	YB	19,374	7,945,775,000	4101.26
XA	26,724	10,980,711,000	4108.93	31	FZ	18,927	7,424,060,000	3922.47
KI	26,657	10,800,255,000	4051.56	32	XA	17,382	7,235,927,000	4162.89
AO	25,751	10,742,227,000	4171.58	33	AT	17,160	7,118,178,000	4148.12
SS	23,680	9,850,155,000	4159.69	34	YJ	16,606	7,104,705,000	4278.40
YJ	23,617	9,800,424,000	4149.73	35	FS	14,330	5,583,250,000	3896.20
AT	23,138	9,617,279,000	4156.49	36	BB	10,000	4,300,840,000	4300.84
FS	18,563	7,381,055,000	3976.22	37	AG	9,333	3,884,526,000	4162.14
DP	15,310	6,599,497,000	4310.58	38	KI	8,591	3,697,667,000	4304.12
BR	15,590	6,500,835,000	4169.87	39	HP	8,751	3,606,129,000	4120.82
LS	12,941	5,440,935,000	4204.42	40	LS	8,540	3,604,554,000	4220.79
PF	12,500	5,359,000,000	4287.20	41	BR	6,952	2,974,793,000	4279.05
BB	11,000	4,557,500,000	4143.18	42	CD	5,283	2,274,028,000	4304.43
FZ	8,897	3,676,226,000	4131.98	43	RX	4,329	1,840,071,000	4250.57
RO	9,017	3,592,342,000	3983.97	44	RO	3,726	1,551,138,000	4163.01
MI	8,093	3,149,829,000	3892.04	45	ES	3,318	1,407,848,000	4243.06
RX	7,293	3,086,604,000	4232.28	46	ZR	3,010	1,264,350,000	4200.50
AG	7,540	3,072,219,000	4074.56	47	SH	2,556	1,093,916,000	4279.80
SH	6,254	2,633,386,000	4210.72	48	SS	2,000	846,000,000	4230.00
CD	6,032	2,509,297,000	4159.98	49	PC	1,863	750,715,000	4029.60
IN	6,213	2,435,007,000	3919.21	50	SA	1,100	471,700,000	4288.18
ES	5,372	2,215,441,000	4124.05	51	RS	1,150	471,650,000	4101.30
RF	4,110	1,716,095,000	4175.41	52	IN	1,064	433,175,000	4071.19
ZR	3,410	1,433,300,000	4203.23	53	RG	889	364,803,000	4103.52
SA	2,850	1,158,276,000	4064.13	54	SF	803	316,381,000	3939.99
PC	2,273	888,998,000	3911.12	55	IU	707	310,961,000	4398.32
SF	1,568	671,302,000	4281.26	56	AF	700	288,500,000	4121.43
BS	1,642	669,008,000	4074.35	57	GI	400	166,200,000	4155.00
AF	1,524	625,255,000	4102.72	58	ID	355	145,420,000	4096.34
RS	1,460	585,568,000	4010.74	59	PG	325	141,075,000	4340.77
RG	1,361	559,646,000	4112.02	60	PP	321	138,672,000	4320.00
GI	1,100	461,700,000	4197.27	61	MI	300	125,400,000	4180.00
OK	690	293,780,000	4257.68	62	IH	255	105,370,000	4132.16
EL	706	286,792,000	4062.21	63	OK	240	103,140,000	4297.50
PG	625	243,325,000	3893.20	64	AR	230	101,380,000	4407.83
AN	400	168,000,000	4200.00	65	EL	200	86,900,000	4345.00
ID	400	163,170,000	4079.25	66	RB	205	85,315,000	4161.71
AR	350	141,700,000	4048.57	67	DD	200	83,000,000	4150.00
IU	315	131,440,000	4172.70	68	JB	145	59,753,000	4120.90
PO	300	116,400,000	3880.00	69	TF	103	44,279,000	4298.93
IH	282	113,730,000	4032.98	70	RF	100	43,100,000	4310.00
MU	253	105,741,000	4179.49	71	MU	92	39,544,000	4298.26
RB	221	91,476,000	4139.19	72	AN	40	17,800,000	4450.00
QA	175	74,093,000	4233.89	73	IC	38	16,188,000	4260.00
JB	129	52,600,000	4077.52	74	BF	20	8,160,000	4080.00
TF	85	36,995,000	4352.35	75	PF	10	4,310,000	4310.00
DD	18	7,704,000	4280.00	76	IT	10	4,200,000	4200.00
II	10	4,050,000	4050.00	77	DU	4	1,688,000	4220.00
 	 	 	 	78	BS	3	1,320,000	4400.00
 	 	 	 	79	QA	3	1,230,000	4100.00
