ANTMToBrokerCode	ANTM	Start	2026-01-13	End	2026-01-13	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	470,953	182,692,647,000	3879.21	1	YU	321,517	124,409,644,000	3869.46
ZP	309,185	119,809,009,000	3874.99	2	CC	276,143	107,091,235,000	3878.11
XL	178,199	69,041,595,000	3874.41	3	YP	236,764	91,832,459,000	3878.65
CC	178,119	68,880,476,000	3867.10	4	XL	198,992	77,181,154,000	3878.61
YP	173,549	67,273,855,000	3876.36	5	AK	179,874	69,724,333,000	3876.29
BK	171,958	66,670,107,000	3877.12	6	ZP	117,536	45,565,690,000	3876.74
XC	74,321	28,750,951,000	3868.48	7	XC	116,788	45,170,960,000	3867.77
PD	66,487	25,753,753,000	3873.50	8	PD	87,656	33,893,441,000	3866.64
OD	55,856	21,619,513,000	3870.58	9	DR	46,741	18,112,233,000	3875.02
NI	49,836	19,265,368,000	3865.75	10	NI	46,647	18,091,748,000	3878.44
AI	43,203	16,694,278,000	3864.15	11	CP	43,677	16,903,307,000	3870.07
MG	40,855	15,864,969,000	3883.24	12	BK	39,140	15,113,618,000	3861.43
HD	30,044	11,649,794,000	3877.58	13	LG	35,022	13,550,067,000	3869.02
AG	28,209	11,022,394,000	3907.40	14	OD	31,907	12,397,974,000	3885.66
CP	24,429	9,455,100,000	3870.44	15	MG	31,578	12,189,712,000	3860.19
YU	22,648	8,775,316,000	3874.65	16	YB	30,655	11,871,668,000	3872.67
DR	21,388	8,318,464,000	3889.31	17	AZ	29,698	11,523,583,000	3880.26
SQ	19,855	7,689,115,000	3872.63	18	TP	28,488	11,018,808,000	3867.88
LG	17,554	6,799,910,000	3873.71	19	SQ	28,272	10,975,970,000	3882.28
KZ	17,391	6,739,911,000	3875.52	20	AI	27,640	10,804,485,000	3909.00
RX	15,432	5,967,752,000	3867.13	21	HD	26,044	10,124,187,000	3887.34
TP	13,848	5,364,268,000	3873.68	22	KK	17,700	6,861,677,000	3876.65
EP	12,920	5,009,183,000	3877.08	23	BQ	15,464	5,969,579,000	3860.31
KK	12,084	4,673,508,000	3867.52	24	BB	14,700	5,684,495,000	3867.00
KI	7,683	2,986,520,000	3887.18	25	EP	12,133	4,712,624,000	3884.14
AZ	7,374	2,856,370,000	3873.57	26	GR	11,267	4,375,638,000	3883.59
AT	6,958	2,691,681,000	3868.47	27	AT	8,274	3,207,830,000	3877.00
BQ	6,795	2,639,757,000	3884.85	28	FZ	8,005	3,103,940,000	3877.50
GR	6,121	2,369,477,000	3871.06	29	XA	7,794	3,024,956,000	3881.13
PF	5,000	1,930,000,000	3860.00	30	DH	7,215	2,812,230,000	3897.75
CD	4,887	1,878,697,000	3844.27	31	AG	5,091	1,981,531,000	3892.22
IF	4,120	1,584,942,000	3846.95	32	YJ	3,709	1,433,749,000	3865.59
BB	3,400	1,314,977,000	3867.58	33	BR	3,425	1,313,375,000	3834.67
YB	2,960	1,148,737,000	3880.87	34	CD	2,632	1,022,427,000	3884.60
DH	2,878	1,113,866,000	3870.28	35	FS	2,536	994,004,000	3919.57
HP	1,652	640,794,000	3878.90	36	DX	2,231	868,085,000	3891.01
XA	1,316	511,080,000	3883.59	37	ES	2,076	809,351,000	3898.61
DX	1,175	456,138,000	3882.03	38	KI	1,910	739,819,000	3873.40
YJ	969	375,353,000	3873.61	39	IF	1,865	724,331,000	3883.81
AO	891	343,977,000	3860.57	40	HP	1,786	692,775,000	3878.92
PP	750	291,000,000	3880.00	41	AF	870	338,140,000	3886.67
IN	465	179,960,000	3870.11	42	GA	500	196,000,000	3920.00
LS	315	121,815,000	3867.14	43	DD	500	193,500,000	3870.00
GI	300	116,700,000	3890.00	44	PC	438	169,953,000	3880.21
AF	300	115,500,000	3850.00	45	AH	400	153,200,000	3830.00
BR	250	97,300,000	3892.00	46	LS	382	149,034,000	3901.41
RF	200	77,600,000	3880.00	47	AO	359	139,335,000	3881.20
FS	72	27,972,000	3885.00	48	PG	350	136,500,000	3900.00
RO	51	19,737,000	3870.00	49	SS	200	78,400,000	3920.00
SH	50	19,550,000	3910.00	50	TS	120	46,320,000	3860.00
IU	47	18,192,000	3870.64	51	IT	100	39,000,000	3900.00
DD	20	7,660,000	3830.00	52	TF	100	39,000,000	3900.00
JB	17	6,595,000	3879.41	53	SH	85	32,875,000	3867.65
RG	9	3,447,000	3830.00	54	SF	78	30,145,000	3864.74
RB	8	3,091,000	3863.75	55	BS	50	19,600,000	3920.00
DU	5	1,937,000	3874.00	56	JB	48	18,503,000	3854.79
QA	3	1,155,000	3850.00	57	RO	34	13,160,000	3870.59
AR	2	784,000	3920.00	58	RG	31	12,051,000	3887.42
PC	1	383,000	3830.00	59	IH	31	11,999,000	3870.65
 	 	 	 	60	BF	30	11,730,000	3910.00
 	 	 	 	61	SA	20	7,800,000	3900.00
 	 	 	 	62	ZR	10	3,880,000	3880.00
 	 	 	 	63	QA	8	3,114,000	3892.50
 	 	 	 	64	RS	7	2,730,000	3900.00
 	 	 	 	65	AD	7	2,730,000	3900.00
 	 	 	 	66	RB	5	1,950,000	3900.00
 	 	 	 	67	MU	5	1,935,000	3870.00
 	 	 	 	68	IN	3	1,165,000	3883.33
 	 	 	 	69	KZ	3	1,149,000	3830.00
 	 	 	 	70	RF	1	390,000	3900.00
