ANTMToBrokerCode	ANTM	Start	2026-01-28	End	2026-01-28	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	641,293	284,806,141,000	4441.12	1	AK	1,564,190	696,626,409,000	4453.59
AK	635,760	279,073,880,000	4389.61	2	CC	948,519	417,332,299,000	4399.83
XL	565,684	252,996,604,000	4472.40	3	ZP	470,487	207,836,967,000	4417.49
RX	563,618	245,861,786,000	4362.21	4	XL	423,444	187,670,581,000	4432.00
YP	550,945	244,543,285,000	4438.62	5	YP	407,099	179,555,478,000	4410.61
BK	408,527	179,220,529,000	4386.99	6	BK	185,914	81,699,771,000	4394.49
ZP	242,509	106,619,720,000	4396.53	7	YU	185,236	81,681,730,000	4409.60
NI	221,781	98,577,087,000	4444.79	8	XC	166,250	73,395,995,000	4414.80
XC	206,618	92,394,792,000	4471.77	9	LG	163,831	72,100,674,000	4400.92
PD	171,478	76,364,596,000	4453.32	10	SS	141,530	62,380,112,000	4407.55
OD	147,456	65,916,217,000	4470.23	11	CP	127,914	56,960,943,000	4453.07
CP	121,103	53,827,337,000	4444.76	12	PD	121,471	53,964,643,000	4442.59
LG	116,334	51,805,329,000	4453.15	13	NI	122,327	53,763,196,000	4395.04
KK	105,108	46,400,218,000	4414.53	14	SQ	103,913	46,404,102,000	4465.67
SQ	100,738	44,900,490,000	4457.16	15	DR	98,619	43,358,651,000	4396.58
AZ	100,516	44,518,538,000	4429.00	16	MG	74,722	33,309,936,000	4457.85
AF	98,521	43,211,376,000	4386.01	17	KK	75,244	32,999,104,000	4385.61
YU	95,697	42,226,496,000	4412.52	18	HD	71,812	31,920,376,000	4444.99
MG	80,973	36,410,620,000	4496.64	19	AZ	68,646	29,830,424,000	4345.54
HD	74,289	32,953,736,000	4435.88	20	OD	53,066	23,482,552,000	4425.16
DR	71,011	31,552,806,000	4443.37	21	EP	51,469	22,813,439,000	4432.46
KZ	62,422	27,624,815,000	4425.49	22	YJ	31,873	14,323,460,000	4493.92
AG	50,987	23,118,544,000	4534.20	23	RX	30,353	14,265,910,000	4700.00
EP	47,112	20,996,655,000	4456.75	24	BQ	26,181	11,596,243,000	4429.26
GR	42,065	18,603,139,000	4422.47	25	GR	19,209	8,402,346,000	4374.17
BB	36,000	15,698,924,000	4360.81	26	AT	18,674	8,323,862,000	4457.46
BQ	32,510	14,429,774,000	4438.56	27	DH	16,612	7,355,333,000	4427.72
DH	27,553	12,297,292,000	4463.14	28	YB	14,292	6,354,248,000	4446.02
AT	25,981	11,612,664,000	4469.68	29	IF	14,044	6,180,417,000	4400.75
TP	25,845	11,365,170,000	4397.43	30	BB	14,114	6,086,619,000	4312.47
DX	22,795	9,897,193,000	4341.83	31	XA	9,704	4,254,958,000	4384.75
AI	22,268	9,793,773,000	4398.14	32	BR	9,363	4,189,628,000	4474.66
BR	19,763	8,660,658,000	4382.26	33	BS	7,420	3,198,020,000	4310.00
IF	16,083	7,183,114,000	4466.28	34	AG	6,365	2,895,011,000	4548.33
