BBTNToBrokerCode	BBTN	Start	2025-11-14	End	2025-11-14	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	29,998	3,589,543,000	1196.59	1	DR	25,895	3,095,739,000	1195.50
YP	13,625	1,633,787,500	1199.11	2	YP	15,662	1,876,237,500	1197.96
XL	12,827	1,537,806,000	1198.88	3	PD	14,268	1,712,350,500	1200.13
ZP	10,747	1,287,943,000	1198.42	4	XL	12,876	1,542,995,000	1198.35
AK	10,411	1,247,979,000	1198.71	5	AK	12,533	1,508,257,500	1203.43
DR	10,316	1,242,792,000	1204.72	6	CC	8,990	1,076,678,000	1197.64
PD	7,002	838,519,000	1197.54	7	SQ	7,286	871,808,000	1196.55
AO	5,902	708,140,000	1199.83	8	ZP	7,024	841,116,000	1197.49
XC	5,657	676,444,000	1195.76	9	GR	5,281	636,212,000	1204.72
NI	3,819	457,730,000	1198.56	10	KK	4,155	496,697,000	1195.42
YU	3,196	382,922,500	1198.13	11	XC	2,847	341,018,000	1197.82
OD	3,009	360,168,500	1196.97	12	BK	2,416	290,727,000	1203.34
SQ	2,999	359,202,000	1197.74	13	XA	2,216	264,812,000	1195.00
KK	2,459	294,159,000	1196.25	14	NI	1,638	195,776,500	1195.22
EP	1,970	235,824,500	1197.08	15	DX	1,396	166,901,500	1195.57
GR	1,684	200,744,000	1192.07	16	CP	1,302	155,690,000	1195.78
DH	1,430	171,448,500	1198.94	17	EP	1,272	152,047,500	1195.34
BQ	1,323	158,663,500	1199.27	18	BQ	975	117,014,000	1200.14
AT	1,136	136,127,000	1198.30	19	YU	902	107,789,000	1195.00
KI	529	63,215,500	1195.00	20	OD	885	106,198,500	1199.98
FZ	500	59,750,000	1195.00	21	MG	619	74,587,500	1204.97
MG	400	48,200,000	1205.00	22	YJ	514	61,535,000	1197.18
HP	362	43,259,000	1195.00	23	KI	445	53,238,500	1196.37
YJ	350	41,975,000	1199.29	24	AZ	367	43,856,500	1195.00
DX	268	32,173,000	1200.49	25	YB	321	38,664,500	1204.50
AR	200	23,900,000	1195.00	26	HP	300	36,150,000	1205.00
HD	200	23,821,500	1191.08	27	HD	248	29,724,000	1198.55
AZ	196	23,557,000	1201.89	28	PS	132	15,921,000	1206.14
PS	170	20,315,000	1195.00	29	SH	125	14,937,500	1195.00
RS	150	18,000,000	1200.00	30	AI	100	12,050,000	1205.00
SH	125	14,970,000	1197.60	31	LS	100	11,950,000	1195.00
SA	100	12,000,000	1200.00	32	LG	54	6,464,500	1197.13
YB	71	8,552,500	1204.58	33	DH	52	6,223,000	1196.73
LG	57	6,822,000	1196.84	34	SA	36	4,320,000	1200.00
XA	56	6,692,000	1195.00	35	AT	26	3,122,000	1200.77
LS	20	2,390,000	1195.00	36	IF	10	1,200,000	1200.00
CP	6	717,000	1195.00	37	TP	3	363,000	1210.00
AG	1	119,500	1195.00	38	AG	1	120,000	1200.00
TP	1	119,500	1195.00	39	 	 	 	 
