BBTNToBrokerCode	BBTN	Start	2025-11-28	End	2025-11-28	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
TP	26,144	3,110,914,500	1189.92	1	CC	43,612	5,172,603,500	1186.05
YU	23,267	2,767,445,890	1189.43	2	KI	25,214	3,000,466,000	1190.00
CP	20,035	2,374,147,500	1185.00	3	SQ	12,682	1,503,901,000	1185.85
YP	16,852	1,999,170,000	1186.31	4	KK	9,539	1,133,223,500	1187.99
CC	14,445	1,713,965,500	1186.55	5	PD	9,110	1,083,796,000	1189.68
XL	7,044	835,506,000	1186.12	6	XL	7,908	939,065,000	1187.49
PD	4,388	521,132,500	1187.63	7	ZP	6,193	735,478,000	1187.60
AZ	3,980	473,520,500	1189.75	8	YP	5,681	674,060,000	1186.52
NI	3,494	414,562,500	1186.50	9	DR	3,529	419,636,500	1189.11
ZP	3,003	356,861,500	1188.35	10	NI	3,370	400,693,000	1189.00
LG	2,892	345,516,500	1194.73	11	YU	3,010	358,643,890	1191.50
XC	2,496	296,162,000	1186.55	12	AK	2,649	315,143,500	1189.67
KK	2,233	264,820,500	1185.94	13	BB	1,793	212,968,500	1187.78
IT	2,000	237,500,000	1187.50	14	XC	1,407	167,448,000	1190.11
AK	1,620	193,590,000	1195.00	15	AZ	953	113,205,500	1187.89
DR	1,355	161,188,500	1189.58	16	OD	799	94,741,000	1185.74
EP	1,306	154,890,500	1185.99	17	CP	626	74,483,000	1189.82
DH	1,267	150,185,000	1185.36	18	AT	615	73,185,000	1190.00
SQ	977	115,891,000	1186.19	19	DX	565	67,467,000	1194.11
OD	732	86,874,000	1186.80	20	XA	536	64,011,500	1194.24
GR	666	78,931,000	1185.15	21	GR	485	57,614,500	1187.93
HP	401	47,518,500	1185.00	22	LS	350	41,825,000	1195.00
KI	211	25,106,000	1189.86	23	YJ	347	41,294,000	1190.03
PP	169	20,195,500	1195.00	24	LG	277	32,963,000	1190.00
XA	156	18,536,500	1188.24	25	EP	264	31,316,000	1186.21
IF	150	17,775,000	1185.00	26	HD	166	19,754,000	1190.00
BQ	133	15,799,500	1187.93	27	DH	127	15,058,000	1185.67
DX	112	13,305,500	1187.99	28	HP	85	10,115,000	1190.00
YB	100	11,850,000	1185.00	29	AI	25	2,977,500	1191.00
HD	96	11,376,000	1185.00	30	IU	25	2,962,500	1185.00
AG	62	7,352,000	1185.81	31	BK	10	1,190,000	1190.00
MI	50	5,925,000	1185.00	32	RB	10	1,185,000	1185.00
LS	50	5,925,000	1185.00	33	AG	6	714,000	1190.00
YJ	25	2,975,000	1190.00	34	MG	5	592,500	1185.00
JB	25	2,975,000	1190.00	35	BQ	2	237,000	1185.00
AT	20	2,370,000	1185.00	36	 	 	 	 
AI	16	1,901,000	1188.13	37	 	 	 	 
IH	2	238,000	1190.00	38	 	 	 	 
CD	1	118,500	1185.00	39	 	 	 	 
