BBTNToBrokerCode	BBTN	Start	2025-11-24	End	2025-11-24	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
YP	22,728	2,734,532,000	1203.16	1	YP	30,478	3,669,995,500	1204.15
ZP	22,634	2,722,738,500	1202.94	2	CC	22,094	2,651,150,500	1199.94
GR	18,905	2,267,265,000	1199.29	3	SQ	17,635	2,110,953,500	1197.02
PD	15,168	1,808,627,500	1192.40	4	XL	17,538	2,098,166,000	1196.35
CP	12,950	1,547,514,500	1194.99	5	ZP	15,120	1,809,417,000	1196.70
AK	9,657	1,168,221,000	1209.71	6	AK	14,678	1,758,871,500	1198.30
BB	8,883	1,062,539,000	1196.15	7	PD	9,701	1,159,497,000	1195.23
CC	8,025	963,365,500	1200.46	8	XC	8,935	1,073,159,000	1201.07
EP	6,376	764,394,500	1198.86	9	BK	4,624	559,300,000	1209.56
BK	6,203	747,332,500	1204.79	10	OD	4,212	505,857,500	1200.99
NI	5,236	627,851,000	1199.10	11	GR	3,644	440,163,000	1207.91
AO	4,942	590,569,000	1195.00	12	YU	3,283	395,572,000	1204.91
YU	4,483	540,296,000	1205.21	13	NI	3,297	395,440,000	1199.39
XL	4,360	521,027,500	1195.02	14	XA	2,447	294,335,500	1202.84
SQ	3,625	436,412,000	1203.90	15	KK	1,436	172,114,500	1198.57
KK	3,200	386,247,000	1207.02	16	AT	1,354	163,702,500	1209.03
AZ	2,765	333,404,500	1205.80	17	DR	1,268	152,264,000	1200.82
OD	2,684	320,804,000	1195.25	18	KI	1,253	151,232,000	1206.96
YJ	2,448	292,486,000	1194.80	19	BQ	1,252	149,963,000	1197.79
DR	1,944	232,181,000	1194.35	20	AZ	1,142	136,795,500	1197.86
XC	1,659	198,188,000	1194.62	21	CP	874	104,443,500	1195.01
LS	500	59,750,000	1195.00	22	AG	769	92,682,500	1205.23
RO	500	59,500,000	1190.00	23	EP	673	80,496,500	1196.08
PP	354	42,834,000	1210.00	24	RO	602	71,890,000	1194.19
RG	250	29,875,000	1195.00	25	TP	571	68,438,500	1198.57
XA	213	25,528,000	1198.50	26	YB	432	51,694,000	1196.62
RS	150	18,000,000	1200.00	27	PS	420	50,217,500	1195.65
DX	115	13,700,500	1191.35	28	DH	415	49,719,000	1198.05
HP	102	12,139,500	1190.15	29	AO	400	48,400,000	1210.00
YB	100	11,975,000	1197.50	30	HP	388	46,318,000	1193.76
TP	100	11,925,000	1192.50	31	HD	120	14,340,000	1195.00
DH	55	6,565,000	1193.64	32	BR	100	12,100,000	1210.00
LG	44	5,288,500	1201.93	33	YJ	100	12,025,000	1202.50
BQ	39	4,660,500	1195.00	34	LS	50	5,975,000	1195.00
AG	19	2,282,000	1201.05	35	LG	44	5,262,000	1195.91
KI	17	2,031,500	1195.00	36	CD	30	3,615,000	1205.00
PC	5	597,500	1195.00	37	DX	26	3,120,000	1200.00
IF	5	595,000	1190.00	38	AI	25	3,002,500	1201.00
 	 	 	 	39	MG	10	1,195,000	1195.00
 	 	 	 	40	MU	2	240,000	1200.00
 	 	 	 	41	IF	1	119,500	1195.00
