BBTNToBrokerCode	BBTN	Start	2025-11-05	End	2025-11-05	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
BB	53,097	6,452,057,000	1215.15	1	CC	83,756	10,166,765,000	1213.86
AK	40,485	4,909,885,000	1212.77	2	KZ	50,469	6,112,925,500	1211.22
CP	32,711	3,960,917,000	1210.88	3	YP	49,524	6,005,380,000	1212.62
YP	28,134	3,415,796,500	1214.12	4	NI	18,172	2,206,978,500	1214.49
DX	21,664	2,631,604,500	1214.74	5	BK	18,056	2,190,738,000	1213.30
BK	17,935	2,172,562,000	1211.35	6	XL	17,322	2,107,643,500	1216.74
SQ	16,263	1,970,209,500	1211.47	7	PD	16,074	1,950,506,500	1213.45
AO	15,151	1,839,846,500	1214.34	8	SQ	14,783	1,794,868,500	1214.14
CC	12,894	1,563,620,000	1212.67	9	AK	9,446	1,145,554,000	1212.74
TP	11,165	1,355,992,500	1214.50	10	XC	5,817	705,653,500	1213.09
XL	8,770	1,062,888,500	1211.96	11	ZP	5,695	691,146,000	1213.60
MG	8,238	1,000,912,000	1214.99	12	YU	3,088	374,442,000	1212.57
ZP	7,745	940,560,500	1214.41	13	KI	2,989	363,246,500	1215.28
YU	5,397	655,556,500	1214.67	14	OD	2,943	357,684,500	1215.37
DH	4,484	544,764,500	1214.91	15	EP	2,852	345,583,500	1211.72
DR	4,225	512,686,500	1213.46	16	TP	2,754	334,711,000	1215.36
AD	4,132	499,972,000	1210.00	17	DX	1,963	238,851,000	1216.77
XC	3,741	454,349,000	1214.51	18	DR	1,828	222,703,000	1218.29
KK	2,665	323,946,000	1215.56	19	LG	1,448	175,748,000	1213.73
NI	2,564	311,832,000	1216.19	20	GR	1,267	153,828,500	1214.12
PD	2,198	266,363,500	1211.84	21	BB	1,254	152,250,500	1214.12
EP	2,062	251,150,500	1217.99	22	YB	1,163	141,304,500	1215.00
OD	1,925	233,214,000	1211.50	23	XA	586	71,199,000	1215.00
YJ	1,841	221,845,000	1205.02	24	IF	511	61,942,000	1212.17
PP	1,566	190,885,000	1218.93	25	KK	496	60,235,000	1214.42
LG	1,311	159,400,500	1215.87	26	BQ	484	58,913,000	1217.21
BS	1,000	121,500,000	1215.00	27	HP	400	48,604,500	1215.11
BQ	510	61,786,500	1211.50	28	PS	330	40,120,000	1215.76
AI	500	60,750,000	1215.00	29	AG	286	34,866,000	1219.09
AZ	464	56,321,000	1213.81	30	DH	233	28,359,500	1217.15
HD	382	46,532,000	1218.12	31	MG	228	27,588,000	1210.00
AG	263	31,824,000	1210.04	32	RG	153	18,663,500	1219.84
YB	237	28,758,500	1213.44	33	CP	125	15,200,000	1216.00
HP	207	25,072,000	1211.21	34	LS	71	8,636,500	1216.41
GR	202	24,511,000	1213.42	35	YJ	50	6,075,000	1215.00
KI	187	22,632,500	1210.29	36	AI	18	2,196,000	1220.00
PS	110	13,310,000	1210.00	37	AT	9	1,098,000	1220.00
SA	100	12,100,000	1210.00	38	 	 	 	 
AT	72	8,719,000	1210.97	39	 	 	 	 
XA	33	3,993,000	1210.00	40	 	 	 	 
IF	8	975,000	1218.75	41	 	 	 	 
RO	2	243,000	1215.00	42	 	 	 	 
BR	1	122,000	1220.00	43	 	 	 	 
TF	1	121,000	1210.00	44	 	 	 	 
CD	1	121,000	1210.00	45	 	 	 	 
