BBTNToBrokerCode	BBTN	Start	2025-11-18	End	2025-11-18	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AZ	33,085	3,996,741,000	1208.02	1	CC	54,274	6,555,346,000	1207.82
YP	31,940	3,859,814,500	1208.46	2	AK	38,160	4,623,110,500	1211.51
ZP	16,624	2,020,827,500	1215.61	3	PD	22,212	2,687,279,000	1209.83
PD	15,243	1,846,172,500	1211.16	4	YP	21,510	2,600,641,500	1209.04
CC	15,150	1,833,953,000	1210.53	5	CP	20,034	2,439,109,500	1217.49
SQ	14,766	1,785,901,000	1209.47	6	YU	17,114	2,065,564,000	1206.94
RF	12,000	1,464,000,000	1220.00	7	KK	7,260	882,451,500	1215.50
BK	11,253	1,367,239,500	1215.00	8	BK	7,178	872,333,500	1215.29
YU	10,833	1,308,681,000	1208.05	9	XL	5,743	694,258,000	1208.88
GR	10,270	1,250,333,500	1217.46	10	ZP	4,350	526,935,000	1211.34
XL	9,657	1,167,143,000	1208.60	11	XC	3,412	413,756,500	1212.65
AK	7,552	913,100,500	1209.08	12	NI	2,451	297,233,000	1212.70
NI	7,452	900,983,000	1209.05	13	EP	2,246	271,913,000	1210.65
OD	4,938	595,592,500	1206.14	14	TP	2,000	245,000,000	1225.00
XC	2,918	352,096,000	1206.63	15	KZ	1,808	218,768,000	1210.00
TP	2,300	277,800,000	1207.83	16	SQ	1,556	188,185,500	1209.42
CP	2,200	265,113,500	1205.06	17	GR	1,341	161,775,000	1206.38
KK	1,662	200,794,500	1208.15	18	LG	1,311	158,098,500	1205.94
AI	1,500	183,000,000	1220.00	19	OD	1,290	156,304,000	1211.66
YB	1,154	140,158,500	1214.55	20	YB	1,105	134,918,000	1220.98
DR	1,137	137,090,000	1205.72	21	DH	1,080	131,697,500	1219.42
BS	1,000	121,000,000	1210.00	22	HD	1,074	130,366,000	1213.84
XA	989	120,137,500	1214.74	23	AZ	554	66,867,500	1206.99
HD	919	111,167,500	1209.66	24	XA	542	65,690,000	1211.99
BQ	820	98,962,500	1206.86	25	FZ	500	61,000,000	1220.00
AT	682	82,877,000	1215.21	26	DR	434	52,498,000	1209.63
EP	685	82,760,500	1208.18	27	YJ	414	50,307,000	1215.14
KI	671	81,183,000	1209.88	28	AR	400	48,900,000	1222.50
DH	584	70,383,500	1205.20	29	BQ	308	37,274,000	1210.19
BR	500	60,500,000	1210.00	30	AI	300	36,200,000	1206.67
YJ	500	60,400,000	1208.00	31	DX	222	26,926,000	1212.88
HP	469	56,515,500	1205.02	32	AT	130	15,720,000	1209.23
AG	371	44,756,000	1206.36	33	HP	50	6,029,000	1205.80
FS	200	24,400,000	1220.00	34	PS	44	5,324,000	1210.00
RS	200	24,100,000	1205.00	35	MG	15	1,807,500	1205.00
LG	100	12,100,000	1210.00	36	KI	12	1,462,000	1218.33
PS	44	5,301,500	1204.89	37	LS	10	1,210,000	1210.00
MG	30	3,615,000	1205.00	38	 	 	 	 
DX	18	2,178,000	1210.00	39	 	 	 	 
IF	12	1,452,000	1210.00	40	 	 	 	 
CD	10	1,210,000	1210.00	41	 	 	 	 
RO	3	361,500	1205.00	42	 	 	 	 
PO	2	242,000	1210.00	43	 	 	 	 
TF	1	120,500	1205.00	44	 	 	 	 
