BBTNToBrokerCode	BBTN	Start	2025-11-04	End	2025-11-04	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
BB	53,097	6,465,534,000	1217.68	1	CC	80,492	9,805,064,000	1218.14
AK	53,166	6,465,456,500	1216.09	2	AK	44,381	5,393,694,500	1215.32
LG	49,811	6,051,970,500	1214.99	3	YP	37,383	4,544,616,500	1215.69
NI	42,483	5,169,802,500	1216.91	4	ZP	32,132	3,902,404,000	1214.49
YP	30,163	3,668,976,500	1216.38	5	SQ	31,135	3,777,921,500	1213.40
DH	26,339	3,209,240,500	1218.44	6	PD	26,539	3,226,582,455	1215.77
CC	25,420	3,092,008,000	1216.37	7	CP	25,439	3,091,954,500	1215.44
ZP	14,789	1,801,449,000	1218.10	8	XL	24,163	2,939,950,500	1216.72
GR	12,496	1,521,284,500	1217.42	9	GR	10,926	1,332,564,000	1219.63
KZ	11,500	1,400,193,000	1217.56	10	AO	10,555	1,282,432,500	1215.00
XL	10,387	1,262,095,000	1215.07	11	OD	7,848	954,318,000	1216.00
PD	10,153	1,234,449,955	1215.80	12	KI	7,204	876,945,000	1217.30
SQ	9,824	1,192,906,000	1214.28	13	MG	6,180	750,910,000	1215.06
BK	7,420	903,230,500	1217.29	14	YU	5,725	698,149,000	1219.47
KK	6,463	784,025,000	1213.10	15	KK	5,609	680,541,000	1213.30
OD	4,851	587,927,000	1211.97	16	NI	5,362	653,959,500	1219.62
XC	4,260	517,475,000	1214.73	17	XC	3,969	483,945,500	1219.31
AD	4,132	499,972,000	1210.00	18	BQ	3,533	429,516,000	1215.73
DX	3,161	384,526,500	1216.47	19	DH	3,422	417,792,500	1220.90
CP	2,467	298,009,000	1207.98	20	XA	3,410	414,520,000	1215.60
MG	2,215	270,147,500	1219.63	21	EP	3,172	385,863,000	1216.47
YU	1,823	221,788,500	1216.61	22	DX	3,123	381,670,500	1222.13
DR	1,588	192,782,000	1213.99	23	AZ	2,610	318,129,500	1218.89
EP	1,107	134,748,000	1217.24	24	BK	2,378	289,204,500	1216.17
XA	1,091	132,575,500	1215.17	25	DR	2,207	268,392,500	1216.10
LS	1,000	120,500,000	1205.00	26	RS	1,231	149,771,000	1216.66
HD	775	93,961,500	1212.41	27	BB	1,219	148,255,000	1216.20
RS	430	52,180,000	1213.49	28	PP	647	78,610,500	1215.00
AI	415	50,332,500	1212.83	29	HD	621	75,431,500	1214.68
KI	403	49,153,500	1219.69	30	LG	594	72,220,500	1215.83
YB	336	40,961,500	1219.09	31	AI	531	64,823,500	1220.78
TP	302	36,843,000	1219.97	32	YJ	525	64,050,000	1220.00
BR	300	36,150,000	1205.00	33	YB	399	48,514,500	1215.90
BQ	296	36,020,500	1216.91	34	RG	290	35,235,000	1215.00
AZ	284	34,598,000	1218.24	35	HP	200	24,400,000	1220.00
IT	250	30,125,000	1205.00	36	FS	200	24,300,000	1215.00
CD	188	22,905,000	1218.35	37	LS	100	12,200,000	1220.00
PS	173	21,016,000	1214.80	38	AG	93	11,346,000	1220.00
AT	172	20,907,500	1215.55	39	PC	50	6,100,000	1220.00
HP	172	20,876,000	1213.72	40	IU	49	5,978,000	1220.00
SF	45	5,467,500	1215.00	41	TP	42	5,103,000	1215.00
YJ	15	1,819,000	1212.67	42	PS	40	4,880,000	1220.00
IF	12	1,458,500	1215.42	43	ID	20	2,430,000	1215.00
TF	1	121,000	1210.00	44	TF	12	1,452,000	1210.00
 	 	 	 	45	CD	8	973,000	1216.25
 	 	 	 	46	SA	5	610,000	1220.00
 	 	 	 	47	ZR	2	244,000	1220.00
