BBTNToBrokerCode	BBTN	Start	2026-01-22	End	2026-01-22	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	97,298	11,918,327,500	1224.93	1	CP	79,260	9,707,095,500	1224.72
AZ	86,273	10,579,479,000	1226.28	2	YP	56,002	6,864,541,500	1225.77
BB	30,701	3,763,415,000	1225.83	3	XL	34,537	4,236,904,500	1226.77
BK	29,292	3,591,182,000	1225.99	4	PD	34,300	4,196,377,500	1223.43
CC	17,023	2,079,191,000	1221.40	5	CC	30,198	3,688,871,000	1221.56
KZ	12,842	1,574,377,000	1225.96	6	XC	15,210	1,864,440,500	1225.80
DH	10,001	1,225,121,500	1225.00	7	DR	11,733	1,437,563,000	1225.23
AO	8,000	978,839,000	1223.55	8	SQ	10,901	1,334,793,500	1224.47
MG	7,700	943,150,000	1224.87	9	YB	9,246	1,132,449,000	1224.80
XC	7,724	939,554,000	1216.41	10	OD	9,136	1,119,078,500	1224.91
ZP	7,540	923,661,000	1225.01	11	NI	8,046	984,780,000	1223.94
SQ	6,307	769,386,500	1219.89	12	GR	7,719	946,093,000	1225.67
CP	5,062	622,625,500	1230.00	13	YU	7,299	894,593,500	1225.64
BQ	4,557	558,232,000	1225.00	14	AZ	7,084	867,525,000	1224.63
XL	4,528	554,232,000	1224.01	15	KK	5,967	731,660,500	1226.18
NI	4,274	521,442,000	1220.03	16	AK	5,817	714,882,500	1228.95
YP	3,218	394,250,500	1225.14	17	XA	5,493	672,815,500	1224.86
IF	2,639	322,894,000	1223.55	18	BQ	5,200	635,077,000	1221.30
XA	2,050	251,600,000	1227.32	19	BK	4,618	567,433,500	1228.74
LG	2,002	243,243,500	1215.00	20	LG	4,115	505,110,000	1227.48
YU	1,880	231,024,500	1228.85	21	EP	2,689	329,001,000	1223.51
PP	1,807	222,261,000	1230.00	22	TP	2,470	303,805,000	1229.98
PD	1,806	220,455,000	1220.68	23	DX	2,354	288,861,500	1227.11
HD	1,682	206,046,000	1225.01	24	DH	762	93,623,500	1228.65
KK	1,204	147,715,000	1226.87	25	HD	732	89,249,000	1219.25
TP	1,183	143,748,000	1215.11	26	MG	705	86,362,500	1225.00
YB	1,030	126,177,500	1225.02	27	ZP	374	45,665,000	1220.99
DX	1,000	122,500,000	1225.00	28	AG	313	38,335,500	1224.78
EP	905	111,027,000	1226.82	29	CD	250	30,625,000	1225.00
YJ	838	102,578,000	1224.08	30	IT	227	27,921,000	1230.00
GR	413	50,574,000	1224.55	31	PC	196	24,028,000	1225.92
OD	330	40,579,500	1229.68	32	SA	100	12,300,000	1230.00
AT	118	14,396,000	1220.00	33	TF	81	9,922,500	1225.00
KI	100	12,250,000	1225.00	34	LS	58	7,130,000	1229.31
AG	100	12,200,000	1220.00	35	HP	55	6,715,000	1220.91
DR	13	1,585,500	1219.62	36	KI	49	6,003,500	1225.20
LS	7	850,500	1215.00	37	YJ	46	5,647,000	1227.61
HP	5	612,500	1225.00	38	IF	31	3,797,000	1224.84
QA	1	122,500	1225.00	39	AI	27	3,320,000	1229.63
PC	1	122,000	1220.00	40	JB	25	3,075,000	1230.00
 	 	 	 	41	AT	21	2,575,000	1226.19
 	 	 	 	42	DU	7	857,500	1225.00
 	 	 	 	43	AO	1	123,000	1230.00
