BBTNToBrokerCode	BBTN	Start	2026-01-12	End	2026-01-12	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
BK	30,168	3,516,746,000	1165.72	1	AK	19,231	2,224,110,500	1156.52
AK	24,260	2,826,070,000	1164.91	2	CC	18,993	2,214,339,500	1165.87
CC	22,301	2,589,923,500	1161.35	3	KK	18,139	2,113,532,000	1165.19
YP	16,519	1,916,488,000	1160.17	4	XL	15,322	1,782,773,500	1163.54
SQ	13,830	1,606,573,000	1161.66	5	YP	14,603	1,703,239,500	1166.36
KK	9,738	1,127,472,000	1157.81	6	XC	12,938	1,505,999,500	1164.01
XL	9,570	1,110,043,500	1159.92	7	LG	11,332	1,317,183,000	1162.36
PD	8,968	1,043,807,000	1163.92	8	BK	8,157	944,624,000	1158.05
NI	7,061	821,462,500	1163.38	9	YU	8,058	938,559,500	1164.75
YJ	5,850	681,762,500	1165.41	10	PD	7,845	912,983,000	1163.78
PC	5,500	638,000,000	1160.00	11	NI	7,522	871,687,000	1158.85
ZP	5,327	618,629,000	1161.31	12	AO	7,081	823,915,000	1163.56
TP	4,360	508,989,500	1167.41	13	DR	5,931	683,848,500	1153.01
CP	4,189	486,000,000	1160.18	14	RX	5,779	670,319,000	1159.92
XC	3,892	451,432,500	1159.90	15	AI	4,497	524,300,500	1165.89
BQ	2,774	323,390,000	1165.79	16	SQ	4,208	489,988,000	1164.42
YU	2,721	316,586,500	1163.49	17	DX	2,767	322,315,500	1164.86
DR	1,877	218,590,000	1164.57	18	OD	2,705	315,022,500	1164.59
XA	1,713	199,410,000	1164.10	19	RF	2,500	292,500,000	1170.00
EP	1,628	188,717,000	1159.20	20	EP	2,036	237,054,000	1164.31
OD	1,432	166,171,000	1160.41	21	DH	1,683	196,776,000	1169.20
DH	1,239	143,603,000	1159.02	22	YB	1,606	185,474,000	1154.88
DX	1,201	138,715,500	1155.00	23	CP	1,011	117,279,500	1160.03
HP	1,061	124,130,500	1169.94	24	ZP	986	114,375,500	1159.99
GR	932	108,932,000	1168.80	25	BB	923	107,327,500	1162.81
HD	636	73,899,000	1161.93	26	GR	804	93,066,000	1157.54
IN	500	58,000,000	1160.00	27	PF	696	80,388,000	1155.00
IF	400	46,225,000	1155.63	28	SS	662	76,461,000	1155.00
YB	330	38,246,000	1158.97	29	HD	619	71,676,000	1157.93
RB	304	35,112,000	1155.00	30	AG	345	40,207,500	1165.43
AZ	270	31,372,000	1161.93	31	KI	343	39,948,500	1164.68
KI	132	15,421,500	1168.30	32	XA	300	34,875,000	1162.50
LG	125	14,397,000	1151.76	33	HP	248	28,941,000	1166.98
AI	70	8,115,000	1159.29	34	IF	207	24,087,000	1163.62
LS	50	5,850,000	1170.00	35	MG	200	23,200,000	1160.00
AG	31	3,595,000	1159.68	36	BQ	188	21,856,000	1162.55
AN	15	1,745,000	1163.33	37	AZ	181	21,097,000	1165.58
AT	15	1,742,000	1161.33	38	YJ	165	19,240,000	1166.06
SH	1	116,000	1160.00	39	TP	100	11,700,000	1170.00
AO	1	115,500	1155.00	40	AT	67	7,812,500	1166.04
 	 	 	 	41	LS	12	1,397,500	1164.58
 	 	 	 	42	SH	1	116,000	1160.00
