BBTNToBrokerCode	BBTN	Start	2026-01-26	End	2026-01-26	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
BK	78,304	9,568,714,500	1222.00	1	AF	40,000	4,841,629,000	1210.41
AK	37,412	4,545,606,000	1215.01	2	DH	39,221	4,756,266,500	1212.68
CC	31,426	3,844,647,000	1223.40	3	YP	30,572	3,744,507,500	1224.82
AZ	26,670	3,271,201,500	1226.55	4	XL	26,721	3,280,280,500	1227.60
ZP	19,698	2,417,434,000	1227.25	5	CC	25,237	3,094,063,500	1226.00
PD	17,649	2,151,662,000	1219.14	6	ZP	22,836	2,804,380,000	1228.05
YP	16,397	1,995,078,500	1216.73	7	SQ	21,926	2,685,312,500	1224.72
XL	11,807	1,445,539,000	1224.31	8	AK	14,183	1,734,038,000	1222.62
KI	10,041	1,235,021,500	1229.98	9	BK	10,663	1,308,238,000	1226.89
YJ	10,010	1,231,222,500	1229.99	10	MG	8,140	987,697,500	1213.39
NI	10,026	1,218,996,000	1215.83	11	PD	7,315	896,876,000	1226.08
XC	9,620	1,177,363,500	1223.87	12	NI	6,924	849,977,000	1227.58
BQ	8,745	1,071,864,000	1225.69	13	KK	6,575	808,208,000	1229.21
AO	5,750	703,500,000	1223.48	14	GR	6,392	780,447,500	1220.98
SQ	4,763	578,077,000	1213.68	15	OD	5,870	721,092,000	1228.44
DR	4,318	528,930,500	1224.94	16	DR	5,688	696,811,500	1225.06
CP	3,341	406,583,500	1216.95	17	XC	5,570	683,271,500	1226.70
XA	1,465	177,330,000	1210.44	18	DX	4,659	572,566,500	1228.95
KK	1,329	162,079,000	1219.56	19	BQ	4,606	564,794,000	1226.21
YU	1,219	149,729,500	1228.30	20	AZ	3,680	449,016,500	1220.15
OD	1,225	149,539,500	1220.73	21	AO	2,707	331,636,000	1225.11
DX	1,030	126,273,000	1225.95	22	YU	2,067	254,149,000	1229.55
HD	942	115,586,000	1227.03	23	YB	2,025	248,317,500	1226.26
DH	641	77,871,000	1214.84	24	EP	1,827	223,832,500	1225.14
LG	477	58,579,000	1228.07	25	AT	1,819	223,737,500	1230.00
AT	450	55,100,000	1224.44	26	HD	1,712	209,633,000	1224.49
GR	281	34,175,000	1216.19	27	PP	1,472	181,056,000	1230.00
YB	149	18,281,500	1226.95	28	RG	999	121,378,500	1215.00
IF	72	8,782,500	1219.79	29	LG	831	101,513,000	1221.58
MG	50	6,100,000	1220.00	30	XA	713	87,656,500	1229.40
LS	30	3,645,000	1215.00	31	CP	532	65,185,000	1225.28
EP	26	3,183,500	1224.42	32	AI	522	63,715,000	1220.59
SF	12	1,464,000	1220.00	33	TP	350	42,990,000	1228.29
TP	11	1,353,000	1230.00	34	YJ	344	42,123,000	1224.51
PC	10	1,225,000	1225.00	35	HP	298	36,594,000	1227.99
 	 	 	 	36	LS	212	25,767,500	1215.45
 	 	 	 	37	IF	71	8,662,000	1220.00
 	 	 	 	38	CD	50	6,100,000	1220.00
 	 	 	 	39	KI	24	2,950,000	1229.17
 	 	 	 	40	PC	20	2,460,000	1230.00
 	 	 	 	41	JB	20	2,440,000	1220.00
 	 	 	 	42	MU	2	245,000	1225.00
 	 	 	 	43	AG	1	123,000	1230.00
