BBTNToBrokerCode	BBTN	Start	2026-01-15	End	2026-01-15	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
YP	74,954	9,170,111,500	1223.43	1	CC	125,539	15,377,324,500	1224.90
CC	69,939	8,531,648,000	1219.87	2	YP	90,321	11,033,311,500	1221.57
YB	61,718	7,567,242,000	1226.10	3	AK	54,899	6,720,595,000	1224.17
PD	57,144	6,970,813,500	1219.87	4	XL	54,578	6,673,047,500	1222.66
ZP	51,607	6,296,039,500	1220.00	5	BK	48,836	5,952,434,500	1218.86
RF	48,500	6,005,750,000	1238.30	6	CP	32,102	3,920,216,500	1221.18
BK	43,398	5,286,036,000	1218.04	7	PD	31,824	3,912,867,000	1229.53
XL	41,568	5,092,590,000	1225.12	8	SQ	23,838	2,905,339,000	1218.78
AK	35,895	4,372,786,500	1218.22	9	YB	22,790	2,781,515,500	1220.50
KK	24,500	2,988,721,500	1219.89	10	ZP	21,141	2,568,928,000	1215.14
IF	20,632	2,527,801,000	1225.18	11	NI	19,670	2,409,678,000	1225.05
YU	17,821	2,174,389,500	1220.13	12	KK	19,132	2,342,455,000	1224.36
DR	17,620	2,152,359,000	1221.54	13	AZ	18,732	2,269,372,000	1211.49
AZ	17,061	2,085,875,000	1222.60	14	XC	16,075	1,964,244,000	1221.92
TP	13,735	1,689,373,000	1229.98	15	OD	14,888	1,821,394,000	1223.40
RG	12,000	1,459,000,000	1215.83	16	KI	13,840	1,688,578,500	1220.07
NI	11,636	1,420,881,000	1221.11	17	DX	12,554	1,530,483,000	1219.12
XC	11,444	1,393,515,000	1217.68	18	YJ	10,372	1,280,149,000	1234.24
AI	10,720	1,308,090,000	1220.23	19	GR	10,258	1,262,371,500	1230.62
SQ	10,151	1,231,817,000	1213.49	20	YU	8,858	1,083,353,000	1223.02
OD	9,812	1,199,271,500	1222.25	21	BQ	7,954	978,114,500	1229.71
MG	6,860	846,245,000	1233.59	22	DH	7,884	967,005,000	1226.54
BQ	6,402	782,695,500	1222.58	23	DR	6,514	799,663,500	1227.61
DP	6,193	755,546,000	1220.00	24	MG	6,168	749,973,000	1215.91
BR	6,000	737,000,000	1228.33	25	EP	6,124	749,813,000	1224.38
AO	5,950	721,975,000	1213.40	26	BR	5,940	733,056,500	1234.10
XA	5,549	680,732,500	1226.77	27	XA	5,902	721,829,000	1223.02
HD	5,345	653,908,500	1223.40	28	RX	5,660	690,520,000	1220.00
EP	5,178	633,771,000	1223.97	29	HD	5,404	662,198,500	1225.39
GR	4,696	571,499,000	1216.99	30	LG	4,277	526,922,000	1231.99
KZ	4,379	539,067,500	1231.03	31	KZ	3,321	405,162,000	1220.00
CP	4,157	509,216,000	1224.96	32	AT	2,956	361,644,000	1223.42
DH	2,500	308,931,000	1235.72	33	TP	2,241	274,782,500	1226.16
LG	1,548	189,829,000	1226.29	34	AI	1,875	228,590,500	1219.15
YJ	1,206	146,482,000	1214.61	35	IF	1,290	157,318,500	1219.52
RO	960	117,120,000	1220.00	36	LS	1,248	152,806,500	1224.41
HP	526	64,382,000	1223.99	37	OK	1,000	122,000,000	1220.00
AT	320	39,031,500	1219.73	38	HP	955	116,828,500	1223.34
DX	265	32,491,000	1226.08	39	BS	660	80,520,000	1220.00
KI	179	21,841,000	1220.17	40	AO	602	73,893,500	1227.47
ID	150	18,375,000	1225.00	41	PP	593	72,346,000	1220.00
IU	100	12,300,000	1230.00	42	RS	370	45,350,000	1225.68
LS	43	5,216,000	1213.02	43	ES	300	37,000,000	1233.33
TF	37	4,514,000	1220.00	44	ZR	300	36,600,000	1220.00
CD	35	4,220,000	1205.71	45	AG	233	28,381,000	1218.07
AG	10	1,225,000	1225.00	46	FZ	198	24,057,000	1215.00
SA	10	1,220,000	1220.00	47	CD	145	17,665,000	1218.28
PC	1	121,000	1210.00	48	MU	50	6,125,000	1225.00
 	 	 	 	49	RO	16	1,944,000	1215.00
 	 	 	 	50	FS	15	1,835,000	1223.33
 	 	 	 	51	PC	10	1,220,000	1220.00
 	 	 	 	52	PO	2	244,000	1220.00
