BBTNToBrokerCode	BBTN	Start	2026-01-20	End	2026-01-20	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AZ	116,700	14,292,901,000	1224.76	1	CC	84,167	10,324,695,125	1226.69
AK	52,218	6,407,114,500	1226.99	2	YP	57,561	7,054,028,500	1225.49
CC	35,746	4,392,069,125	1228.68	3	SQ	28,505	3,494,504,000	1225.93
ZP	22,856	2,796,164,000	1223.38	4	XL	21,622	2,646,078,000	1223.79
XC	16,023	1,964,179,000	1225.85	5	ZP	16,061	1,960,255,500	1220.51
BK	15,391	1,881,195,000	1222.27	6	PD	14,692	1,800,190,000	1225.29
CP	12,821	1,566,161,500	1221.56	7	KK	13,296	1,626,760,500	1223.50
LG	10,180	1,246,025,000	1223.99	8	OD	11,895	1,457,520,000	1225.32
DX	8,373	1,023,756,500	1222.69	9	BQ	10,366	1,269,901,000	1225.06
YP	7,045	860,057,600	1220.69	10	AO	9,150	1,117,850,000	1221.69
DR	4,996	614,335,500	1229.65	11	NI	8,234	1,010,161,000	1226.82
XL	4,720	577,599,000	1223.73	12	YB	8,145	996,380,500	1223.30
AO	3,000	369,000,000	1230.00	13	AZ	6,358	781,865,600	1229.60
PD	2,784	340,437,500	1222.84	14	XC	6,292	771,152,000	1225.61
OD	1,679	205,393,500	1223.31	15	TP	2,701	331,981,500	1229.11
EP	1,588	195,086,000	1228.50	16	XA	2,714	331,210,500	1220.38
NI	923	113,223,000	1226.68	17	KZ	2,445	298,290,000	1220.00
YU	851	104,072,000	1222.94	18	AK	2,241	273,704,500	1221.35
MG	661	80,972,500	1225.00	19	EP	2,106	258,512,000	1227.50
XA	571	69,926,500	1224.63	20	GR	1,933	236,711,000	1224.58
TP	524	63,976,000	1220.92	21	LS	1,704	208,591,000	1224.13
SQ	388	47,520,500	1224.76	22	DX	1,657	202,696,500	1223.27
HD	366	44,825,500	1224.74	23	DR	1,500	183,753,500	1225.02
AT	286	35,132,500	1228.41	24	MG	1,443	176,339,000	1222.03
GR	245	30,135,000	1230.00	25	DH	1,010	123,802,500	1225.77
YJ	235	28,554,500	1215.09	26	RO	964	118,086,000	1224.96
KK	188	22,970,500	1221.84	27	CP	537	65,777,500	1224.91
YB	167	20,444,000	1224.19	28	IF	533	65,254,000	1224.28
DH	105	12,761,500	1215.38	29	HP	285	34,701,500	1217.60
BQ	55	6,744,500	1226.27	30	AT	266	32,527,000	1222.82
SH	50	6,100,000	1220.00	31	PP	214	26,108,000	1220.00
LS	13	1,586,000	1220.00	32	AR	200	24,600,000	1230.00
KI	10	1,220,000	1220.00	33	YU	199	24,328,000	1222.51
DU	5	610,000	1220.00	34	LG	194	23,705,500	1221.93
HP	4	488,000	1220.00	35	AI	147	17,975,000	1222.79
 	 	 	 	36	YJ	130	15,937,000	1225.92
 	 	 	 	37	KI	108	13,272,000	1228.89
 	 	 	 	38	FS	66	8,118,000	1230.00
 	 	 	 	39	SH	50	6,100,000	1220.00
 	 	 	 	40	AG	31	3,791,000	1222.90
 	 	 	 	41	BK	25	3,063,000	1225.20
 	 	 	 	42	PC	20	2,460,000	1230.00
