BBTNToBrokerCode	BBTN	Start	2026-01-29	End	2026-01-29	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	140,573	16,259,521,500	1156.66	1	AK	182,828	21,139,428,000	1156.25
ZP	100,000	11,494,364,000	1149.44	2	YP	76,280	8,820,345,000	1156.31
CC	65,049	7,385,295,500	1135.34	3	CC	70,357	8,090,853,000	1149.97
YP	59,355	6,887,262,000	1160.35	4	NI	68,549	7,882,134,000	1149.85
NI	57,703	6,705,086,000	1162.00	5	ZP	54,030	6,339,221,000	1173.28
DX	53,354	6,106,958,000	1144.61	6	XL	32,218	3,733,403,000	1158.79
XL	28,510	3,304,646,500	1159.12	7	BK	31,085	3,642,236,000	1171.70
PD	26,179	3,033,504,500	1158.75	8	DX	26,148	3,080,957,000	1178.28
AO	23,620	2,807,310,000	1188.53	9	GR	25,273	2,818,771,500	1115.33
BK	22,285	2,599,042,500	1166.27	10	TP	20,578	2,297,444,500	1116.46
XC	20,796	2,428,568,500	1167.81	11	PD	18,311	2,093,834,500	1143.48
AZ	20,555	2,339,628,000	1138.23	12	XC	15,513	1,780,191,000	1147.55
AI	10,800	1,216,812,500	1126.68	13	EP	13,732	1,567,213,500	1141.29
KK	10,436	1,216,551,000	1165.73	14	KZ	13,578	1,486,518,000	1094.80
AH	10,000	1,130,000,000	1130.00	15	SQ	9,857	1,125,884,500	1142.22
EP	9,419	1,059,382,000	1124.73	16	LG	9,165	1,057,638,500	1154.00
OD	8,255	954,407,500	1156.16	17	KK	7,953	912,062,000	1146.82
YJ	7,995	935,009,000	1169.49	18	OD	7,658	886,535,000	1157.66
LG	6,983	809,881,500	1159.79	19	YU	7,165	835,170,000	1165.62
AT	6,704	741,322,000	1105.79	20	HD	6,469	743,216,000	1148.89
YU	5,986	677,740,000	1132.21	21	DR	5,953	685,265,000	1151.13
GR	4,882	565,547,000	1158.43	22	CP	5,819	675,678,500	1161.16
XA	4,260	488,117,000	1145.81	23	YB	5,608	640,740,000	1142.55
HD	3,912	449,144,500	1148.12	24	KI	3,963	448,833,500	1132.56
SQ	3,005	344,556,000	1146.61	25	DH	3,668	417,221,000	1137.46
DR	2,764	323,501,500	1170.41	26	XA	3,001	350,950,500	1169.45
IT	2,926	321,934,000	1100.25	27	AZ	2,116	234,188,000	1106.75
BQ	2,719	314,509,000	1156.71	28	AT	1,680	189,357,500	1127.13
TP	2,428	280,560,500	1155.52	29	LS	1,258	148,413,000	1179.75
YB	2,213	258,144,000	1166.49	30	SA	1,000	112,000,000	1120.00
IF	1,912	220,304,500	1152.22	31	HP	930	106,518,500	1145.36
CP	1,799	205,746,500	1143.67	32	BQ	688	80,123,000	1164.58
DH	1,754	201,553,500	1149.11	33	MG	680	78,585,000	1155.66
RG	1,162	126,516,000	1088.78	34	AO	637	76,127,500	1195.09
LS	1,058	116,061,000	1096.98	35	RS	500	58,950,000	1179.00
BS	1,000	111,000,000	1110.00	36	YJ	310	36,340,000	1172.26
AG	762	87,737,500	1151.41	37	IF	269	29,553,500	1098.64
KI	659	76,238,500	1156.88	38	AI	254	28,835,000	1135.24
RS	500	58,000,000	1160.00	39	PP	215	25,370,000	1180.00
MG	414	47,029,000	1135.97	40	RG	162	19,193,000	1184.75
IN	250	28,125,000	1125.00	41	FS	120	14,010,000	1167.50
ID	230	26,560,000	1154.78	42	ID	100	11,812,500	1181.25
ES	203	22,639,000	1115.22	43	MI	85	10,115,000	1190.00
HP	177	20,557,500	1161.44	44	AG	62	7,351,000	1185.65
FS	100	11,590,000	1159.00	45	ES	3	350,500	1168.33
SS	100	11,500,000	1150.00	46	SF	1	117,000	1170.00
RB	44	5,060,000	1150.00	47	 	 	 	 
PC	12	1,397,500	1164.58	48	 	 	 	 
CD	10	1,170,000	1170.00	49	 	 	 	 
TF	10	1,135,000	1135.00	50	 	 	 	 
QA	3	355,500	1185.00	51	 	 	 	 
RO	2	237,000	1185.00	52	 	 	 	 
IH	1	120,000	1200.00	53	 	 	 	 
PI	1	115,500	1155.00	54	 	 	 	 
