BBTNToBrokerCode	BBTN	Start	2026-01-19	End	2026-01-19	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AZ	124,155	15,172,214,000	1222.04	1	CC	103,735	12,674,071,500	1221.77
DP	57,029	6,966,213,500	1221.52	2	PD	54,509	6,656,811,500	1221.23
BK	45,903	5,605,642,000	1221.19	3	AZ	53,782	6,577,645,000	1223.02
AK	28,950	3,526,969,500	1218.30	4	YP	41,885	5,114,547,500	1221.09
YP	28,390	3,467,705,500	1221.45	5	AK	30,297	3,716,764,500	1226.78
CC	27,275	3,335,379,000	1222.87	6	XL	30,218	3,692,716,500	1222.03
ZP	23,988	2,929,544,500	1221.25	7	ZP	24,416	2,983,365,000	1221.89
DH	21,161	2,591,126,500	1224.48	8	IF	20,763	2,516,543,000	1212.03
XL	20,766	2,540,011,500	1223.16	9	SQ	18,586	2,268,942,500	1220.78
SQ	15,847	1,936,422,000	1221.95	10	TP	16,601	2,032,340,500	1224.23
TP	13,600	1,661,809,000	1221.92	11	NI	15,529	1,896,454,000	1221.23
KK	12,554	1,533,120,000	1221.22	12	KK	11,147	1,362,864,500	1222.63
OD	10,319	1,260,134,500	1221.18	13	AI	10,972	1,338,775,000	1220.17
GR	9,957	1,224,541,500	1229.83	14	OD	9,647	1,178,352,500	1221.47
PD	9,400	1,147,120,500	1220.34	15	XC	9,075	1,109,173,000	1222.23
KZ	9,191	1,122,868,000	1221.70	16	YB	7,561	925,897,000	1224.57
DR	8,910	1,083,564,500	1216.12	17	BK	7,001	858,082,000	1225.66
YU	8,756	1,070,805,500	1222.94	18	YU	6,536	799,892,000	1223.82
CP	8,631	1,058,212,500	1226.06	19	EP	6,063	740,943,500	1222.07
MG	6,025	737,040,000	1223.30	20	DX	5,433	664,786,500	1223.61
NI	4,455	544,855,500	1223.02	21	MG	5,105	623,858,500	1222.05
XC	4,059	496,002,500	1221.98	22	XA	4,967	603,996,500	1216.02
HD	3,289	402,191,000	1222.84	23	LG	4,347	531,209,500	1222.01
EP	2,962	362,436,500	1223.62	24	DR	3,998	489,491,500	1224.34
YJ	2,482	304,227,000	1225.73	25	HD	3,624	443,777,500	1224.55
CD	2,350	286,575,000	1219.47	26	BQ	3,233	396,366,000	1226.00
DX	2,210	270,515,000	1224.05	27	CP	2,029	247,823,000	1221.40
AO	2,100	257,800,000	1227.62	28	GR	1,770	216,692,000	1224.25
YB	1,237	151,161,500	1222.00	29	YJ	1,591	194,632,000	1223.33
AR	1,000	122,000,000	1220.00	30	DH	1,313	160,600,500	1223.16
XA	685	82,972,000	1211.27	31	AO	1,202	147,644,500	1228.32
IT	250	30,250,000	1210.00	32	BR	1,000	122,000,000	1220.00
IH	250	30,250,000	1210.00	33	HP	581	70,901,000	1220.33
BQ	246	30,200,000	1227.64	34	LS	338	41,375,000	1224.11
IF	210	25,520,000	1215.24	35	PP	182	22,204,000	1220.00
ES	200	24,300,000	1215.00	36	AT	141	17,077,000	1211.13
LG	191	23,266,000	1218.12	37	RS	70	8,610,000	1230.00
AI	105	12,910,000	1229.52	38	PC	22	2,696,000	1225.45
HP	68	8,329,500	1224.93	39	KI	15	1,825,000	1216.67
LS	50	6,050,000	1210.00	40	RO	10	1,230,000	1230.00
AG	36	4,397,000	1221.39	41	ES	5	615,000	1230.00
AT	17	2,072,500	1219.12	42	 	 	 	 
KI	12	1,468,500	1223.75	43	 	 	 	 
RO	10	1,220,000	1220.00	44	 	 	 	 
PC	10	1,210,000	1210.00	45	 	 	 	 
FS	6	726,000	1210.00	46	 	 	 	 
QA	2	242,500	1212.50	47	 	 	 	 
