ANTMToBrokerCode	ANTM	Start	2025-11-27	End	2025-11-27	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	82,506	25,003,618,000	3030.52	1	YP	82,208	24,853,665,000	3023.27
DR	54,105	16,434,210,000	3037.47	2	NI	81,991	24,678,906,000	3009.95
PD	45,395	13,687,258,000	3015.15	3	CC	63,317	19,179,708,000	3029.16
SQ	43,739	13,150,278,000	3006.53	4	EP	42,537	12,796,002,000	3008.21
YP	43,070	13,022,607,000	3023.59	5	KK	33,453	10,144,174,000	3032.37
RF	40,000	12,033,545,000	3008.39	6	XL	32,351	9,777,088,000	3022.19
LG	39,558	11,919,389,000	3013.14	7	BK	31,518	9,513,657,000	3018.48
XL	34,340	10,373,324,000	3020.77	8	AK	30,283	9,157,174,000	3023.87
CC	33,896	10,249,021,000	3023.67	9	OD	28,570	8,604,943,000	3011.88
IF	33,143	9,979,694,000	3011.10	10	AI	27,435	8,261,861,000	3011.43
XC	18,947	5,734,718,000	3026.72	11	ZP	20,247	6,118,572,000	3021.96
OD	16,102	4,860,129,000	3018.34	12	MG	15,613	4,745,828,000	3039.66
ZP	15,301	4,624,516,000	3022.36	13	AZ	14,347	4,315,092,000	3007.66
BK	15,029	4,537,483,000	3019.15	14	XC	12,691	3,837,206,000	3023.56
YU	13,658	4,126,455,000	3021.27	15	LG	11,812	3,575,279,000	3026.82
KK	8,552	2,580,333,000	3017.23	16	PD	9,506	2,884,444,000	3034.34
CP	7,398	2,227,179,000	3010.52	17	CP	8,156	2,473,706,000	3032.99
YJ	6,851	2,071,996,000	3024.37	18	AG	7,361	2,219,593,000	3015.34
AZ	6,080	1,842,695,000	3030.75	19	AT	6,237	1,899,893,000	3046.16
MG	5,629	1,694,526,000	3010.35	20	SQ	6,073	1,832,313,000	3017.15
GR	5,273	1,595,247,000	3025.31	21	GR	5,785	1,747,386,000	3020.55
NI	4,595	1,386,291,000	3016.96	22	RX	4,015	1,209,048,000	3011.33
DH	4,482	1,352,408,000	3017.42	23	DR	3,900	1,177,778,000	3019.94
PC	3,021	906,351,000	3000.17	24	IN	3,000	903,000,000	3010.00
EP	2,477	747,544,000	3017.94	25	DX	2,255	683,265,000	3030.00
TP	2,306	694,225,000	3010.52	26	PC	1,477	445,181,000	3014.09
BQ	1,587	478,232,000	3013.43	27	DH	1,306	394,777,000	3022.79
AG	1,348	407,282,000	3021.38	28	YB	1,283	389,404,000	3035.11
HD	1,254	377,544,000	3010.72	29	TP	1,188	358,498,000	3017.66
AT	801	241,658,000	3016.95	30	ES	1,000	301,000,000	3010.00
YB	776	234,809,000	3025.89	31	YU	894	271,392,000	3035.70
HP	582	175,306,000	3012.13	32	HD	646	195,094,000	3020.03
AI	521	156,540,000	3004.61	33	BQ	511	155,316,000	3039.45
DX	453	136,910,000	3022.30	34	YJ	379	114,094,000	3010.40
RG	310	93,030,000	3000.97	35	XA	203	61,795,000	3044.09
QA	300	90,900,000	3030.00	36	SF	170	51,170,000	3010.00
XA	294	88,855,000	3022.28	37	IF	168	50,734,000	3019.88
AO	238	71,772,000	3015.63	38	HP	123	37,013,000	3009.19
LS	215	65,000,000	3023.26	39	FZ	100	30,500,000	3050.00
KI	205	61,798,000	3014.54	40	JB	57	17,385,000	3050.00
SF	23	6,925,000	3010.87	41	BB	56	16,800,000	3000.00
CD	9	2,700,000	3000.00	42	AO	52	15,858,000	3049.62
ES	5	1,515,000	3030.00	43	RO	26	7,800,000	3000.00
JB	1	302,000	3020.00	44	AN	25	7,625,000	3050.00
 	 	 	 	45	CD	25	7,545,000	3018.00
 	 	 	 	46	KI	16	4,831,000	3019.38
 	 	 	 	47	QA	5	1,505,000	3010.00
 	 	 	 	48	LS	4	1,220,000	3050.00
