ANTMToBrokerCode	ANTM	Start	2025-11-11	End	2025-11-11	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
YP	149,547	43,573,949,000	2913.73	1	AK	145,494	42,310,240,000	2908.04
XL	128,747	37,416,921,000	2906.24	2	ZP	133,274	38,775,613,000	2909.47
CC	117,420	34,161,262,000	2909.32	3	YU	98,652	28,618,549,000	2900.96
PD	66,540	19,309,587,000	2901.95	4	CC	67,001	19,508,847,000	2911.72
SQ	58,804	17,103,901,000	2908.63	5	AG	66,607	19,197,199,000	2882.16
XC	56,603	16,470,130,000	2909.76	6	BK	64,623	18,770,249,000	2904.58
NI	46,038	13,407,914,000	2912.36	7	XC	61,953	18,087,334,000	2919.53
BK	38,630	11,202,117,000	2899.85	8	YP	60,609	17,669,764,000	2915.37
AK	31,319	9,109,648,000	2908.67	9	BB	58,356	16,928,888,000	2900.97
HP	26,516	7,706,282,000	2906.28	10	NI	51,016	14,842,430,000	2909.37
OD	21,507	6,253,054,000	2907.45	11	XL	39,375	11,473,222,000	2913.83
LG	20,621	5,990,832,000	2905.21	12	PD	27,597	8,031,512,000	2910.28
AF	20,500	5,904,800,000	2880.39	13	OD	18,143	5,263,112,000	2900.91
IH	20,000	5,840,000,000	2920.00	14	AI	10,963	3,219,406,000	2936.61
ZP	19,759	5,770,253,000	2920.32	15	KK	10,831	3,149,718,000	2908.06
CP	18,888	5,490,006,000	2906.61	16	MG	10,384	3,051,559,000	2938.71
KK	16,149	4,682,695,000	2899.68	17	CP	10,109	2,951,141,000	2919.32
AI	15,553	4,498,240,000	2892.20	18	GR	10,079	2,926,113,000	2903.18
DH	14,784	4,296,956,000	2906.49	19	EP	9,562	2,779,319,000	2906.63
GR	12,335	3,584,424,000	2905.90	20	AT	8,947	2,617,462,000	2925.52
DR	12,317	3,583,633,000	2909.50	21	IF	8,663	2,504,364,000	2890.87
KZ	10,776	3,139,643,000	2913.55	22	SQ	7,899	2,305,744,000	2919.03
KI	10,288	2,985,723,000	2902.14	23	DH	5,590	1,637,279,000	2928.94
YJ	9,151	2,671,577,000	2919.44	24	DR	5,563	1,615,358,000	2903.75
DX	8,591	2,501,133,000	2911.34	25	AZ	5,486	1,595,501,000	2908.31
EP	7,923	2,310,023,000	2915.59	26	AO	4,000	1,180,000,000	2950.00
YU	6,565	1,898,347,000	2891.62	27	BQ	4,007	1,159,779,000	2894.38
AG	6,452	1,859,311,000	2881.76	28	LG	3,406	991,790,000	2911.89
PF	5,200	1,518,700,000	2920.58	29	FS	3,000	867,000,000	2890.00
TP	4,885	1,422,509,000	2911.99	30	XA	2,516	734,512,000	2919.36
BQ	4,748	1,382,035,000	2910.77	31	KI	2,257	663,250,000	2938.64
YB	4,601	1,341,832,000	2916.39	32	YJ	2,035	591,340,000	2905.85
AZ	3,665	1,063,205,000	2900.97	33	LS	1,189	342,877,000	2883.74
FS	3,270	951,160,000	2908.75	34	GA	1,000	288,000,000	2880.00
PC	3,091	899,396,000	2909.73	35	HD	714	208,499,000	2920.15
XA	2,674	784,703,000	2934.57	36	YB	378	110,312,000	2918.31
SS	2,350	683,800,000	2909.79	37	HP	211	61,272,000	2903.89
MG	1,835	534,834,000	2914.63	38	DX	202	58,483,000	2895.20
AT	1,768	513,780,000	2906.00	39	PS	100	29,300,000	2930.00
LS	1,712	495,948,000	2896.89	40	RO	71	20,593,000	2900.42
IF	1,509	437,853,000	2901.61	41	ZR	50	14,750,000	2950.00
GA	1,000	291,500,000	2915.00	42	CD	51	14,739,000	2890.00
SA	1,000	288,000,000	2880.00	43	IU	50	14,700,000	2940.00
SF	865	252,920,000	2923.93	44	PG	35	10,290,000	2940.00
FZ	800	230,400,000	2880.00	45	FZ	20	5,880,000	2940.00
ES	651	187,794,000	2884.70	46	PC	17	4,947,000	2910.00
BB	619	178,272,000	2880.00	47	TP	10	2,930,000	2930.00
CD	571	166,360,000	2913.49	48	ES	10	2,890,000	2890.00
AO	548	158,307,000	2888.81	49	ID	10	2,880,000	2880.00
ID	500	145,000,000	2900.00	50	SF	3	876,000	2920.00
MI	300	87,600,000	2920.00	51	 	 	 	 
RO	264	76,414,000	2894.47	52	 	 	 	 
IT	230	66,640,000	2897.39	53	 	 	 	 
IN	193	55,780,000	2890.16	54	 	 	 	 
PO	185	53,950,000	2916.22	55	 	 	 	 
RF	185	53,685,000	2901.89	56	 	 	 	 
RS	120	34,800,000	2900.00	57	 	 	 	 
RG	112	32,363,000	2889.55	58	 	 	 	 
ZR	101	29,192,000	2890.30	59	 	 	 	 
OK	80	23,360,000	2920.00	60	 	 	 	 
HD	80	23,340,000	2917.50	61	 	 	 	 
JB	37	10,722,000	2897.84	62	 	 	 	 
PS	10	2,880,000	2880.00	63	 	 	 	 
FO	10	2,880,000	2880.00	64	 	 	 	 
MU	9	2,608,000	2897.78	65	 	 	 	 
TF	5	1,460,000	2920.00	66	 	 	 	 
SH	5	1,445,000	2890.00	67	 	 	 	 
AH	5	1,440,000	2880.00	68	 	 	 	 
BS	1	294,000	2940.00	69	 	 	 	 
AD	1	290,000	2900.00	70	 	 	 	 
