ANTMToBrokerCode	ANTM	Start	2025-11-07	End	2025-11-07	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	153,757	44,804,123,000	2913.96	1	ZP	236,142	68,756,948,000	2911.68
XL	141,108	41,060,784,000	2909.88	2	AK	106,895	31,180,392,000	2916.92
YP	90,952	26,467,578,000	2910.06	3	YP	88,566	25,770,772,000	2909.78
XC	65,242	19,004,298,000	2912.89	4	CC	74,648	21,701,304,000	2907.15
BK	63,997	18,600,733,000	2906.50	5	BB	72,156	20,941,652,000	2902.27
NI	47,307	13,794,449,000	2915.94	6	BK	65,388	19,037,108,000	2911.41
SQ	45,896	13,362,348,000	2911.44	7	XL	34,715	10,115,037,000	2913.74
DX	44,366	12,932,502,000	2914.96	8	XC	26,148	7,615,468,000	2912.45
PD	41,468	12,074,665,000	2911.80	9	IF	21,420	6,212,375,000	2900.27
OD	25,474	7,417,548,000	2911.81	10	PD	20,496	5,977,624,000	2916.48
DR	24,756	7,220,968,000	2916.86	11	DP	18,055	5,262,879,000	2914.91
KK	19,263	5,602,435,000	2908.39	12	YU	16,462	4,804,761,000	2918.70
ZP	17,500	5,098,080,000	2913.19	13	NI	15,546	4,529,235,000	2913.44
GR	13,155	3,827,488,000	2909.53	14	EP	13,029	3,811,740,000	2925.58
LG	11,274	3,280,765,000	2910.03	15	AZ	12,623	3,692,226,000	2925.00
AK	9,115	2,658,921,000	2917.08	16	DR	11,519	3,354,455,000	2912.11
BQ	8,577	2,497,971,000	2912.41	17	SQ	11,481	3,349,321,000	2917.27
YU	8,396	2,448,342,000	2916.08	18	KZ	10,695	3,123,385,000	2920.42
EP	8,340	2,428,536,000	2911.91	19	TP	7,319	2,134,927,000	2916.97
CP	7,553	2,195,266,000	2906.48	20	BQ	5,873	1,704,712,000	2902.63
YJ	7,423	2,158,705,000	2908.13	21	AG	5,309	1,550,402,000	2920.33
TP	7,070	2,059,626,000	2913.19	22	DX	4,387	1,275,996,000	2908.58
DH	6,725	1,959,051,000	2913.09	23	OD	4,370	1,273,560,000	2914.32
AT	4,065	1,183,811,000	2912.20	24	CP	3,590	1,044,715,000	2910.07
AG	3,699	1,075,286,000	2906.96	25	YO	2,965	864,515,000	2915.73
MG	3,463	1,006,180,000	2905.52	26	QA	2,933	856,436,000	2920.00
AO	3,303	963,394,000	2916.72	27	CD	2,780	806,212,000	2900.04
CD	3,058	890,205,000	2911.07	28	GR	2,643	769,623,000	2911.93
AZ	2,285	666,398,000	2916.40	29	YJ	2,426	706,084,000	2910.49
KI	2,157	627,998,000	2911.44	30	LG	2,159	628,203,000	2909.69
PC	2,113	612,844,000	2900.35	31	KK	1,731	504,663,000	2915.44
LS	2,053	597,827,000	2911.97	32	DH	1,620	472,578,000	2917.15
XA	1,849	539,346,000	2916.96	33	YB	965	280,883,000	2910.70
HP	1,579	458,357,000	2902.83	34	FS	800	232,000,000	2900.00
QA	1,437	418,167,000	2910.00	35	HD	569	165,904,000	2915.71
ZR	1,240	360,840,000	2910.00	36	KI	368	107,102,000	2910.38
IT	1,200	348,200,000	2901.67	37	AT	333	96,927,000	2910.72
RS	1,000	291,000,000	2910.00	38	MG	315	91,955,000	2919.21
ES	812	235,791,000	2903.83	39	AI	254	73,663,000	2900.12
RF	794	230,604,000	2904.33	40	HP	172	50,076,000	2911.40
HD	660	192,136,000	2911.15	41	IU	100	29,300,000	2930.00
YB	644	187,444,000	2910.62	42	XA	97	28,206,000	2907.84
SS	500	145,000,000	2900.00	43	AO	55	16,110,000	2929.09
AF	492	142,730,000	2901.02	44	RG	55	16,000,000	2909.09
AI	432	125,621,000	2907.89	45	SH	50	14,500,000	2900.00
SA	350	101,500,000	2900.00	46	TF	5	1,455,000	2910.00
AN	300	87,000,000	2900.00	47	BR	1	291,000	2910.00
FS	295	85,905,000	2912.03	48	SF	1	291,000	2910.00
RO	283	82,295,000	2907.95	49	 	 	 	 
RG	251	73,194,000	2916.10	50	 	 	 	 
IF	215	62,858,000	2923.63	51	 	 	 	 
BR	170	49,535,000	2913.82	52	 	 	 	 
SH	150	43,700,000	2913.33	53	 	 	 	 
PP	81	23,490,000	2900.00	54	 	 	 	 
OK	75	21,750,000	2900.00	55	 	 	 	 
MU	74	21,479,000	2902.57	56	 	 	 	 
FZ	70	20,370,000	2910.00	57	 	 	 	 
JB	52	15,171,000	2917.50	58	 	 	 	 
BS	51	14,791,000	2900.20	59	 	 	 	 
AH	50	14,650,000	2930.00	60	 	 	 	 
RB	50	14,550,000	2910.00	61	 	 	 	 
ID	44	12,780,000	2904.55	62	 	 	 	 
KZ	40	11,600,000	2900.00	63	 	 	 	 
AP	20	5,840,000	2920.00	64	 	 	 	 
PO	20	5,810,000	2905.00	65	 	 	 	 
PS	20	5,810,000	2905.00	66	 	 	 	 
TF	10	2,920,000	2920.00	67	 	 	 	 
SF	7	2,032,000	2902.86	68	 	 	 	 
IC	2	580,000	2900.00	69	 	 	 	 
