ANTMToBrokerCode	ANTM	Start	2025-11-04	End	2025-11-04	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	247,735	74,727,088,000	3016.41	1	ZP	427,760	128,998,018,000	3015.66
CC	213,156	64,259,490,000	3014.67	2	CC	308,706	93,582,363,000	3031.44
YP	203,821	61,405,744,000	3012.73	3	KZ	258,741	78,026,425,000	3015.62
XC	157,236	47,394,015,000	3014.20	4	AK	227,104	68,555,388,000	3018.68
PD	124,332	37,439,672,480	3011.26	5	YP	64,432	19,396,330,000	3010.36
NI	106,189	32,272,094,000	3039.12	6	XL	49,422	14,866,387,000	3008.05
SQ	88,828	26,832,838,000	3020.76	7	SQ	46,690	14,046,552,000	3008.47
OD	74,128	22,368,569,000	3017.56	8	BK	45,993	13,897,362,000	3021.63
YU	52,390	15,941,752,000	3042.90	9	PD	33,497	10,063,203,480	3004.18
KK	50,286	15,212,398,000	3025.18	10	XC	32,009	9,651,428,000	3015.22
GR	38,651	11,655,317,000	3015.53	11	OD	24,816	7,523,019,000	3031.52
BK	38,312	11,482,155,000	2997.01	12	YU	21,025	6,362,881,000	3026.34
ZP	33,576	10,118,048,000	3013.48	13	KK	19,762	5,968,810,000	3020.35
AF	30,750	9,226,670,000	3000.54	14	LG	18,262	5,491,281,000	3006.94
CP	28,809	8,729,514,000	3030.13	15	CP	17,364	5,189,473,000	2988.64
AK	21,753	6,648,439,000	3056.33	16	MG	14,980	4,512,109,000	3012.09
YJ	21,277	6,390,368,000	3003.42	17	AZ	14,263	4,291,486,000	3008.82
DR	18,014	5,426,603,000	3012.44	18	DR	13,122	3,959,798,000	3017.68
EP	16,324	4,923,290,000	3015.98	19	AG	10,449	3,145,580,000	3010.41
MG	15,976	4,844,882,000	3032.60	20	EP	10,163	3,069,208,000	3019.98
LG	13,373	4,051,734,000	3029.79	21	SS	10,010	3,033,090,000	3030.06
AZ	11,644	3,512,167,000	3016.29	22	NI	8,394	2,522,502,000	3005.13
DH	10,567	3,187,565,000	3016.53	23	YB	7,738	2,314,467,000	2991.04
IF	9,922	3,020,289,000	3044.03	24	GR	6,310	1,921,584,000	3045.30
BQ	9,326	2,801,256,000	3003.71	25	AI	6,334	1,892,999,000	2988.63
AI	7,499	2,261,895,000	3016.26	26	IF	5,253	1,576,745,000	3001.61
RO	7,518	2,235,973,000	2974.16	27	PP	4,730	1,422,940,000	3008.33
YB	7,290	2,185,291,000	2997.66	28	YJ	4,465	1,348,671,000	3020.54
AO	7,080	2,144,730,000	3029.28	29	HD	3,476	1,058,838,000	3046.14
DX	7,014	2,113,848,000	3013.76	30	KI	2,871	881,790,000	3071.37
TP	6,652	2,008,909,000	3020.01	31	AT	2,678	823,276,000	3074.22
KI	6,270	1,903,341,000	3035.63	32	XA	2,293	684,993,000	2987.32
ZR	5,424	1,644,050,000	3031.07	33	BQ	2,053	615,251,000	2996.84
XA	5,087	1,535,414,000	3018.31	34	FS	2,010	598,980,000	2980.00
QA	4,987	1,500,058,000	3007.94	35	ZR	1,863	551,448,000	2960.00
AT	4,456	1,351,543,000	3033.09	36	BB	1,784	535,279,000	3000.44
HD	4,046	1,235,500,000	3053.63	37	AO	1,258	383,879,000	3051.50
HP	3,561	1,076,497,000	3023.02	38	RX	1,049	326,134,100	3109.00
AG	3,372	1,019,016,000	3021.99	39	LS	984	293,072,000	2978.37
ES	2,779	836,292,000	3009.33	40	TP	754	228,944,000	3036.39
CD	2,702	818,070,000	3027.65	41	HP	753	224,437,000	2980.57
BR	2,584	787,382,000	3047.14	42	DP	600	177,600,000	2960.00
PC	2,345	708,707,000	3022.20	43	DH	493	148,659,000	3015.40
SF	1,701	508,642,000	2990.25	44	DX	482	145,503,000	3018.73
MU	1,474	447,150,000	3033.58	45	BR	350	103,900,000	2968.57
LS	1,306	390,464,000	2989.77	46	SH	100	30,700,000	3070.00
RX	1,049	326,134,100	3109.00	47	BS	100	29,925,000	2992.50
SA	1,000	305,000,000	3050.00	48	PO	80	23,760,000	2970.00
SH	923	280,126,000	3034.95	49	CD	16	4,842,000	3026.25
FS	530	159,210,000	3003.96	50	RG	15	4,590,000	3060.00
AR	360	107,940,000	2998.33	51	AR	10	2,960,000	2960.00
SS	321	96,036,000	2991.78	52	PS	5	1,490,000	2980.00
BS	301	89,898,000	2986.64	53	 	 	 	 
BB	278	84,178,000	3027.99	54	 	 	 	 
MI	275	82,550,000	3001.82	55	 	 	 	 
OK	195	58,440,000	2996.92	56	 	 	 	 
RG	136	40,646,000	2988.68	57	 	 	 	 
IH	130	39,780,000	3060.00	58	 	 	 	 
GI	115	34,537,000	3003.22	59	 	 	 	 
