ANTMToBrokerCode	ANTM	Start	2025-11-20	End	2025-11-20	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
NI	59,840	17,911,896,000	2993.30	1	BK	109,786	32,848,056,000	2992.01
CC	56,838	17,019,538,000	2994.39	2	CC	69,307	20,731,953,000	2991.32
XL	51,787	15,503,355,000	2993.68	3	YP	60,109	17,985,632,000	2992.17
BB	42,798	12,784,925,000	2987.27	4	DR	40,603	12,172,633,000	2997.96
YP	42,135	12,611,696,000	2993.16	5	AZ	39,685	11,868,391,000	2990.65
AZ	41,194	12,324,688,000	2991.86	6	YU	37,958	11,345,717,000	2989.02
LG	41,113	12,293,354,000	2990.14	7	XL	30,830	9,236,805,000	2996.04
KK	23,244	6,952,423,000	2991.06	8	AK	29,563	8,863,134,000	2998.05
ZP	22,974	6,876,969,000	2993.37	9	PD	28,770	8,603,673,000	2990.50
XC	21,927	6,561,485,000	2992.42	10	KZ	22,388	6,711,198,000	2997.68
YU	21,717	6,494,570,000	2990.55	11	MG	22,383	6,707,417,000	2996.66
KZ	21,633	6,479,717,000	2995.29	12	ZP	21,926	6,556,577,000	2990.32
PD	20,109	6,018,404,000	2992.89	13	XC	12,860	3,848,180,000	2992.36
BK	20,090	6,011,015,000	2992.04	14	KK	8,313	2,486,879,000	2991.55
AK	15,824	4,741,236,000	2996.23	15	CP	7,536	2,255,682,000	2993.21
SQ	15,335	4,583,510,000	2988.92	16	OD	7,041	2,104,346,000	2988.70
OD	15,025	4,497,980,000	2993.66	17	NI	6,041	1,806,397,000	2990.23
MG	10,522	3,166,825,000	3009.72	18	AG	5,486	1,635,360,000	2980.97
KI	10,550	3,154,948,000	2990.47	19	AT	5,382	1,616,101,000	3002.79
DR	7,519	2,250,364,000	2992.90	20	SQ	5,305	1,586,959,000	2991.44
CP	6,085	1,822,545,000	2995.14	21	BB	5,000	1,495,061,000	2990.12
HP	5,494	1,647,992,000	2999.62	22	LG	3,553	1,063,328,000	2992.76
GR	5,096	1,527,016,000	2996.50	23	IF	2,905	869,796,000	2994.13
EP	4,195	1,253,801,000	2988.80	24	HD	2,814	845,552,000	3004.80
AT	4,019	1,205,960,000	3000.65	25	YB	2,428	725,661,000	2988.72
DH	2,933	877,091,000	2990.42	26	BQ	2,254	673,913,000	2989.85
XA	1,311	392,154,000	2991.26	27	EP	2,182	652,843,000	2991.95
AI	1,282	383,495,000	2991.38	28	TP	1,985	593,748,000	2991.17
ZR	1,200	358,700,000	2989.17	29	GR	1,563	466,340,000	2983.62
LS	1,050	314,956,000	2999.58	30	KI	1,525	458,989,000	3009.76
HD	1,024	306,329,000	2991.49	31	SH	1,020	305,960,000	2999.61
SH	1,020	305,980,000	2999.80	32	PC	1,001	299,299,000	2990.00
TP	919	274,970,000	2992.06	33	AI	863	257,179,000	2980.06
DX	901	269,996,000	2996.63	34	FS	535	159,555,000	2982.34
YJ	750	223,695,000	2982.60	35	HP	497	148,858,000	2995.13
BQ	666	199,355,000	2993.32	36	DX	431	128,934,000	2991.51
AO	578	172,968,000	2992.53	37	AO	369	110,331,000	2990.00
SF	506	152,299,000	3009.86	38	DH	293	87,952,000	3001.77
IF	376	113,029,000	3006.09	39	PP	284	84,632,000	2980.00
AR	300	90,000,000	3000.00	40	RX	220	65,730,000	2987.73
YB	292	87,398,000	2993.08	41	XA	132	39,512,000	2993.33
IT	250	74,750,000	2990.00	42	IH	101	30,200,000	2990.10
PC	187	55,969,000	2992.99	43	EL	100	30,000,000	3000.00
BR	165	49,485,000	2999.09	44	LS	31	9,303,000	3000.97
IH	110	32,990,000	2999.09	45	RO	10	2,980,000	2980.00
CD	102	30,589,000	2998.92	46	CD	9	2,700,000	3000.00
FZ	100	29,850,000	2985.00	47	JB	6	1,788,000	2980.00
RO	100	29,800,000	2980.00	48	 	 	 	 
AG	92	27,498,000	2988.91	49	 	 	 	 
QA	67	20,033,000	2990.00	50	 	 	 	 
PO	17	5,074,000	2984.71	51	 	 	 	 
PS	7	2,091,000	2987.14	52	 	 	 	 
IU	5	1,490,000	2980.00	53	 	 	 	 
JB	4	1,196,000	2990.00	54	 	 	 	 
ES	3	894,000	2980.00	55	 	 	 	 
MU	2	597,000	2985.00	56	 	 	 	 
RB	1	301,000	3010.00	57	 	 	 	 
