INETToBrokerCode	INET	Start	2025-12-18	End	2025-12-18	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	382,799	31,579,931,000	824.97	1	XL	132,896	10,774,957,000	810.78
XL	84,488	6,541,693,500	774.27	2	CP	112,547	8,894,944,000	790.33
CP	37,695	3,085,585,000	818.57	3	MG	105,610	8,661,321,500	820.12
KK	24,158	2,034,798,000	842.29	4	XA	55,541	4,696,811,000	845.65
NI	23,109	1,768,127,500	765.13	5	CC	29,521	2,439,984,500	826.53
XC	19,614	1,597,728,000	814.59	6	YP	26,051	2,062,644,000	791.77
YP	17,145	1,320,526,000	770.21	7	PD	22,831	1,802,085,000	789.31
CC	10,016	782,425,000	781.18	8	AT	18,630	1,469,301,500	788.67
YB	8,161	633,666,500	776.46	9	XC	17,110	1,392,691,000	813.96
PD	7,662	593,300,000	774.34	10	GR	13,396	1,119,467,000	835.67
AO	5,294	404,991,000	765.00	11	OD	10,474	864,314,000	825.20
GR	4,954	378,981,000	765.00	12	SQ	10,661	834,003,000	782.29
OD	3,743	303,509,500	810.87	13	YB	8,941	736,074,500	823.26
DR	2,834	216,801,000	765.00	14	DR	9,129	723,596,500	792.64
YJ	2,132	163,098,000	765.00	15	LG	8,565	667,505,000	779.34
AZ	2,010	154,317,500	767.75	16	EP	6,715	565,199,000	841.70
TP	1,615	123,547,500	765.00	17	DH	6,918	560,235,000	809.82
SQ	1,580	122,145,000	773.07	18	AO	6,510	540,600,000	830.41
AI	1,502	114,903,000	765.00	19	YU	6,018	511,130,500	849.34
EP	1,299	100,436,000	773.18	20	AZ	5,854	454,248,500	775.96
DU	1,000	85,000,000	850.00	21	KI	5,552	425,170,000	765.80
MU	1,000	76,500,000	765.00	22	NI	5,225	421,362,000	806.43
BQ	734	60,010,000	817.57	23	QA	4,409	337,288,500	765.00
KI	750	57,375,000	765.00	24	KK	3,516	290,555,500	826.38
DH	467	36,575,500	783.20	25	BR	3,100	262,650,000	847.26
ZP	360	27,540,000	765.00	26	YJ	2,927	241,400,000	824.74
YU	300	22,950,000	765.00	27	IU	2,500	199,750,000	799.00
PC	250	20,400,000	816.00	28	SA	1,600	136,000,000	850.00
AT	228	17,442,000	765.00	29	ZP	1,100	86,700,000	788.18
XA	122	10,191,500	835.37	30	BQ	675	56,440,000	836.15
LG	67	5,125,500	765.00	31	SH	600	48,450,000	807.50
HP	60	4,590,000	765.00	32	TF	504	38,556,000	765.00
DX	20	1,530,000	765.00	33	CD	400	34,000,000	850.00
FZ	14	1,071,000	765.00	34	HP	399	33,906,500	849.79
IF	11	841,500	765.00	35	IF	314	26,673,000	849.46
 	 	 	 	36	RF	300	25,500,000	850.00
 	 	 	 	37	TP	106	8,109,000	765.00
 	 	 	 	38	AI	25	2,125,000	850.00
 	 	 	 	39	HD	15	1,275,000	850.00
 	 	 	 	40	GI	6	459,000	765.00
 	 	 	 	41	DX	2	170,000	850.00
