INETToBrokerCode	INET	Start	2025-12-19	End	2025-12-19	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	1,752,652	130,007,299,500	741.77	1	MG	2,013,814	149,127,792,000	740.52
MG	956,455	72,592,453,000	758.97	2	XL	704,227	52,723,872,000	748.68
YP	564,185	41,916,196,500	742.95	3	YP	527,338	39,000,267,500	739.57
CC	478,786	35,731,463,000	746.29	4	ZP	491,860	37,136,838,000	755.03
CP	302,027	22,860,732,500	756.91	5	BK	437,703	32,883,525,000	751.27
XC	231,584	17,100,884,500	738.43	6	CC	318,283	24,067,088,500	756.15
PD	212,986	15,831,921,000	743.33	7	CP	281,122	20,809,283,500	740.22
KK	149,896	11,027,592,000	735.68	8	YB	120,953	9,013,955,500	745.24
NI	147,109	10,918,224,500	742.19	9	AZ	108,819	7,929,653,000	728.70
AZ	131,152	9,612,584,500	732.93	10	OD	99,456	7,763,495,000	780.60
YB	126,660	9,395,013,000	741.75	11	KK	98,155	7,238,371,500	737.44
SQ	125,959	9,300,575,000	738.38	12	XC	94,407	7,178,929,500	760.42
OD	80,218	5,933,132,000	739.63	13	PD	94,620	7,085,337,000	748.82
ZP	78,886	5,898,697,500	747.75	14	NI	70,748	5,234,858,000	739.93
GR	57,072	4,268,298,500	747.88	15	GR	57,810	4,237,266,000	732.96
BQ	54,570	4,085,470,500	748.67	16	YJ	44,516	3,268,884,000	734.32
YJ	54,721	4,059,497,500	741.85	17	SQ	43,341	3,213,567,000	741.46
EP	39,681	2,936,268,000	739.97	18	BQ	42,127	3,157,066,000	749.42
XA	40,022	2,928,270,000	731.67	19	AT	27,285	1,992,720,000	730.34
DR	35,489	2,622,283,000	738.90	20	DH	24,582	1,828,094,000	743.67
QA	28,052	2,034,083,000	725.11	21	XA	22,623	1,678,538,500	741.96
AO	23,157	1,734,071,000	748.83	22	DR	20,692	1,510,911,500	730.19
LG	23,349	1,719,634,500	736.49	23	AO	19,433	1,462,425,500	752.55
AT	18,612	1,399,571,000	751.97	24	LG	18,076	1,425,714,500	788.73
DH	17,159	1,290,365,500	752.01	25	EP	12,590	938,214,500	745.21
HD	14,635	1,086,807,500	742.61	26	SA	11,732	899,082,000	766.35
PC	14,887	1,084,477,000	728.47	27	AI	8,283	610,369,000	736.89
IU	11,505	912,122,500	792.81	28	BR	7,450	548,325,000	736.01
KI	11,826	865,699,500	732.03	29	PC	6,159	470,053,000	763.20
AI	9,438	688,839,500	729.86	30	IH	4,218	318,459,000	755.00
BR	9,149	670,449,000	732.81	31	KI	3,932	288,028,000	732.52
AG	5,841	438,530,500	750.78	32	AG	3,752	284,617,500	758.58
SA	5,902	431,502,000	731.11	33	DU	3,550	258,625,000	728.52
TP	5,235	388,131,500	741.42	34	SH	2,175	175,137,500	805.23
FZ	4,503	334,725,500	743.34	35	ES	2,000	156,000,000	780.00
IF	4,522	333,705,000	737.96	36	LS	2,000	151,000,000	755.00
IH	4,218	312,132,000	740.00	37	YU	1,616	118,974,000	736.23
YU	3,914	286,948,000	733.13	38	FZ	1,500	109,750,000	731.67
HP	3,777	277,588,500	734.94	39	HP	1,443	107,348,000	743.92
RF	3,650	268,650,000	736.03	40	IN	1,300	95,150,000	731.92
DU	2,650	195,800,000	738.87	41	HD	1,050	77,675,000	739.76
IN	2,300	171,125,000	744.02	42	CD	567	41,939,500	739.67
RG	2,000	150,500,000	752.50	43	AF	500	36,750,000	735.00
DX	1,918	140,755,500	733.87	44	DX	363	27,487,500	757.23
CD	1,750	129,448,500	739.71	45	SF	330	24,481,000	741.85
SH	1,475	113,125,000	766.95	46	IF	232	17,134,000	738.53
ID	700	52,100,000	744.29	47	FS	200	15,000,000	750.00
FS	600	46,000,000	766.67	48	TP	166	12,452,000	750.12
LS	567	42,595,500	751.24	49	JB	150	11,100,000	740.00
ES	445	32,272,500	725.22	50	IU	105	7,937,500	755.95
JB	350	25,450,000	727.14	51	RB	30	2,355,000	785.00
SS	350	25,375,000	725.00	52	QA	30	2,175,000	725.00
SF	339	25,035,000	738.50	53	PG	4	291,500	728.75
ZR	250	19,250,000	770.00	54	 	 	 	 
RO	225	16,462,500	731.67	55	 	 	 	 
BS	25	1,812,500	725.00	56	 	 	 	 
MU	20	1,460,000	730.00	57	 	 	 	 
RB	6	436,500	727.50	58	 	 	 	 
PG	4	309,000	772.50	59	 	 	 	 
GI	2	162,000	810.00	60	 	 	 	 
