INETToBrokerCode	INET	Start	2025-12-16	End	2025-12-16	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	179,381	13,824,154,500	770.66	1	YB	123,798	9,355,823,000	755.73
XL	140,174	10,665,745,500	760.89	2	XL	107,624	8,256,168,500	767.13
CP	139,769	10,664,143,000	762.98	3	MG	104,429	7,940,453,500	760.37
YP	43,871	3,355,390,500	764.83	4	OD	74,542	5,658,356,500	759.08
YB	22,017	1,696,799,500	770.68	5	YP	64,254	4,945,371,500	769.66
CC	20,637	1,559,095,000	755.49	6	NI	23,383	1,822,846,500	779.56
PD	17,159	1,304,504,500	760.25	7	CC	21,267	1,655,994,000	778.67
XC	9,110	690,940,500	758.44	8	PD	20,353	1,552,303,500	762.69
DR	8,575	653,787,000	762.43	9	XC	16,082	1,253,141,500	779.22
KK	8,036	616,463,000	767.13	10	EP	10,722	835,500,000	779.24
SQ	7,208	552,164,000	766.04	11	CP	10,805	829,788,500	767.97
NI	6,702	508,202,500	758.28	12	IF	9,278	723,664,500	779.98
OD	4,864	371,410,500	763.59	13	DH	7,544	572,679,000	759.12
YJ	3,750	292,792,500	780.78	14	SQ	7,303	550,605,000	753.94
GR	3,216	248,214,500	771.81	15	DR	5,948	470,691,000	791.34
XA	2,658	207,127,500	779.26	16	KK	4,235	321,597,000	759.38
AT	1,679	128,321,500	764.27	17	DX	3,678	286,884,000	780.00
AZ	1,605	121,182,500	755.03	18	AZ	3,550	274,069,500	772.03
LG	1,503	113,052,000	752.18	19	BQ	2,570	203,379,000	791.36
AO	1,500	112,500,000	750.00	20	XA	2,208	169,179,000	766.21
EP	1,377	103,706,000	753.13	21	AT	1,590	123,939,000	779.49
TP	1,270	95,255,000	750.04	22	BR	1,506	112,950,000	750.00
DH	1,105	83,172,500	752.69	23	GR	1,473	110,845,500	752.52
QA	1,030	77,321,500	750.69	24	YU	1,402	109,356,000	780.00
GA	1,000	75,500,000	755.00	25	FZ	1,300	103,350,000	795.00
IN	1,000	75,000,000	750.00	26	LG	1,285	98,268,000	764.73
FZ	1,000	75,000,000	750.00	27	ZP	1,200	92,700,000	772.50
PC	762	58,454,000	767.11	28	AI	1,000	78,000,000	780.00
HP	750	56,375,000	751.67	29	HP	1,015	76,125,000	750.00
BQ	715	54,141,500	757.22	30	YJ	600	45,450,000	757.50
KI	565	43,019,500	761.41	31	RG	500	37,500,000	750.00
RG	500	37,750,000	755.00	32	TP	350	27,300,000	780.00
AI	500	37,500,000	750.00	33	AO	109	8,280,000	759.63
YU	434	32,593,500	751.00	34	KI	84	6,678,000	795.00
LS	330	24,765,000	750.45	35	IN	42	3,150,000	750.00
BR	300	22,650,000	755.00	36	AG	37	2,938,500	794.19
RB	280	21,140,000	755.00	37	IU	11	858,000	780.00
IF	277	20,922,500	755.32	38	TF	4	312,000	780.00
HD	250	19,500,000	780.00	39	RS	2	156,000	780.00
SA	100	7,550,000	755.00	40	GI	2	153,000	765.00
ZP	96	7,247,500	754.95	41	 	 	 	 
BS	20	1,500,000	750.00	42	 	 	 	 
SH	10	750,000	750.00	43	 	 	 	 
