INETToBrokerCode	INET	Start	2026-02-10	End	2026-02-10	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	761,279	26,315,568,600	345.68	1	XL	901,612	31,174,925,400	345.77
YP	433,195	14,967,758,800	345.52	2	CC	449,526	15,507,105,800	344.97
MG	394,747	13,747,857,400	348.27	3	MG	422,975	14,624,909,000	345.76
AK	374,370	12,953,844,800	346.02	4	YP	268,787	9,277,472,600	345.16
CC	335,047	11,565,240,800	345.18	5	AK	229,057	7,931,302,200	346.26
PD	302,011	10,442,307,400	345.76	6	CP	170,034	5,838,512,600	343.37
YJ	113,712	3,983,644,400	350.33	7	ZP	160,566	5,560,714,600	346.32
AZ	110,102	3,866,369,400	351.16	8	YJ	150,283	5,249,532,200	349.31
ZP	111,174	3,806,409,800	342.38	9	BK	146,498	5,107,760,800	348.66
CP	110,144	3,783,529,400	343.51	10	PD	147,335	5,100,778,400	346.20
XC	97,011	3,353,120,600	345.64	11	AZ	111,958	3,894,575,000	347.86
NI	95,647	3,314,558,600	346.54	12	XC	109,702	3,792,275,800	345.69
GR	94,267	3,219,040,400	341.48	13	YB	95,494	3,306,059,000	346.21
YB	89,232	3,097,999,000	347.18	14	NI	74,798	2,604,208,600	348.17
BK	85,840	2,962,917,200	345.17	15	XA	70,792	2,465,791,400	348.31
KK	64,148	2,220,988,000	346.23	16	SQ	69,077	2,406,909,600	348.44
AI	52,430	1,844,012,000	351.71	17	KK	59,620	2,063,611,000	346.13
OD	33,886	1,174,911,400	346.72	18	OD	34,547	1,197,715,400	346.69
SQ	33,424	1,153,963,200	345.25	19	BR	30,900	1,064,223,400	344.41
XA	28,206	975,576,000	345.88	20	GR	28,749	990,893,800	344.67
BR	24,000	847,550,000	353.15	21	LG	28,012	978,509,400	349.32
LG	23,043	791,478,000	343.48	22	DH	20,778	712,539,200	342.93
DH	22,193	772,820,800	348.23	23	DR	17,337	604,495,000	348.67
DR	21,088	725,478,200	344.02	24	EP	16,796	584,831,800	348.20
EP	19,343	662,080,000	342.28	25	AT	14,047	488,705,800	347.91
DX	10,217	361,482,200	353.80	26	YU	12,663	439,443,000	347.03
SA	10,000	354,000,000	354.00	27	KI	11,148	391,839,000	351.49
AT	9,319	318,476,000	341.75	28	BQ	10,811	377,245,400	348.95
IF	8,377	287,821,800	343.59	29	PC	7,808	271,004,800	347.09
AG	7,901	273,210,800	345.79	30	AG	7,359	255,334,400	346.97
BQ	7,568	262,291,000	346.58	31	HP	5,830	201,574,200	345.75
FZ	6,617	227,770,000	344.22	32	IF	5,045	173,315,400	343.54
HP	6,193	215,487,600	347.95	33	TP	4,773	166,025,600	347.84
YU	4,119	141,069,800	342.49	34	AI	4,697	163,188,600	347.43
TP	3,535	120,823,600	341.79	35	PG	4,000	140,800,000	352.00
FS	2,500	84,870,000	339.48	36	HD	3,900	136,420,000	349.79
HD	2,450	83,980,000	342.78	37	FS	2,400	83,620,000	348.42
PC	1,583	54,798,600	346.17	38	IT	2,000	67,800,000	339.00
KI	1,496	52,015,800	347.70	39	PF	1,220	42,456,000	348.00
RG	1,265	44,207,000	349.46	40	RO	910	31,794,000	349.38
SH	1,100	38,560,000	350.55	41	CD	611	21,385,000	350.00
IT	1,000	33,400,000	334.00	42	SH	600	20,380,000	339.67
CD	672	23,097,200	343.71	43	AO	563	19,873,200	352.99
AO	569	19,890,400	349.57	44	LS	520	18,296,000	351.85
ID	380	13,460,000	354.21	45	DX	426	14,676,600	344.52
RO	334	11,392,000	341.08	46	ZR	300	10,380,000	346.00
ZR	300	10,140,000	338.00	47	RG	225	7,830,000	348.00
DU	225	7,660,000	340.44	48	DU	200	6,880,000	344.00
SF	78	2,701,000	346.28	49	ID	100	3,490,000	349.00
MU	64	2,187,200	341.75	50	QA	44	1,497,600	340.36
AN	38	1,312,600	345.42	51	AN	13	457,600	352.00
QA	18	622,000	345.56	52	SF	10	349,000	349.00
ES	10	347,600	347.60	53	MU	8	280,000	350.00
JB	1	35,400	354.00	54	FZ	4	140,600	351.50
