BBTNToBrokerCode	BBTN	Start	2026-02-13	End	2026-02-13	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
ZP	164,167	22,516,196,500	1371.54	1	ZP	87,368	11,954,908,500	1368.34
CC	110,262	15,108,391,000	1370.23	2	AK	59,693	8,188,245,500	1371.73
AK	83,831	11,498,512,500	1371.63	3	CC	52,602	7,226,771,000	1373.86
YP	25,778	3,526,388,500	1367.98	4	YP	49,394	6,784,205,500	1373.49
BK	22,653	3,107,903,500	1371.96	5	SQ	44,701	6,128,520,000	1371.00
NI	15,872	2,181,154,500	1374.22	6	PD	32,887	4,510,714,000	1371.58
XL	15,395	2,106,912,500	1368.57	7	XL	26,971	3,688,567,500	1367.61
XC	11,681	1,599,789,500	1369.57	8	KK	21,089	2,898,364,000	1374.35
DR	10,928	1,512,719,000	1384.26	9	XC	17,424	2,386,349,000	1369.58
EP	8,060	1,104,662,000	1370.55	10	BK	12,025	1,650,015,000	1372.15
PD	7,694	1,054,411,500	1370.43	11	YJ	11,478	1,568,128,500	1366.20
BR	5,000	691,250,000	1382.50	12	NI	10,025	1,378,583,000	1375.15
XA	5,000	678,500,000	1357.00	13	TP	9,329	1,282,512,500	1374.76
CP	3,376	462,650,000	1370.41	14	OD	6,328	867,638,000	1371.11
GR	3,364	458,946,500	1364.29	15	KI	6,309	858,331,500	1360.49
HD	2,411	331,286,000	1374.06	16	DR	6,253	853,259,500	1364.56
KK	2,246	308,894,000	1375.31	17	EP	5,734	785,161,000	1369.31
IT	2,250	306,125,000	1360.56	18	BR	5,353	738,533,000	1379.66
OD	1,776	243,593,500	1371.59	19	DX	5,312	732,411,000	1378.79
SQ	948	130,365,000	1375.16	20	YB	5,010	684,394,500	1366.06
LG	919	125,163,000	1361.95	21	GR	4,582	628,511,500	1371.70
YU	887	121,515,000	1369.95	22	LG	4,442	610,992,000	1375.49
IF	758	103,967,000	1371.60	23	HD	3,795	521,441,500	1374.02
AG	655	89,584,500	1367.70	24	DH	3,614	498,136,500	1378.35
YB	577	79,141,500	1371.60	25	YU	3,334	459,505,000	1378.24
TP	520	71,080,000	1366.92	26	CP	1,702	233,026,000	1369.13
DX	474	65,010,000	1371.52	27	BQ	1,670	228,561,500	1368.63
DH	446	61,005,000	1367.83	28	AZ	1,513	207,357,500	1370.51
AZ	295	40,700,000	1379.66	29	RS	1,130	155,000,000	1371.68
KI	100	13,868,500	1386.85	30	AI	1,108	151,851,000	1370.50
YJ	100	13,750,000	1375.00	31	XA	1,110	151,185,000	1362.03
MG	74	10,237,000	1383.38	32	MG	1,060	145,147,500	1369.32
HP	66	9,031,500	1368.41	33	BS	1,000	136,000,000	1360.00
AT	52	7,102,000	1365.77	34	IF	721	99,062,500	1373.96
BQ	46	6,281,000	1365.43	35	AO	595	80,920,000	1360.00
PG	30	4,110,000	1370.00	36	AT	560	76,201,000	1360.73
AI	25	3,412,500	1365.00	37	HP	509	69,777,000	1370.86
LS	17	2,312,000	1360.00	38	AG	270	37,071,000	1373.00
CD	2	276,000	1380.00	39	PP	262	35,763,000	1365.00
MU	1	138,000	1380.00	40	IH	100	13,900,000	1390.00
 	 	 	 	41	SF	95	13,110,000	1380.00
 	 	 	 	42	FS	80	11,002,500	1375.31
 	 	 	 	43	CD	72	9,795,000	1360.42
 	 	 	 	44	FZ	42	5,739,000	1366.43
 	 	 	 	45	MU	25	3,412,500	1365.00
 	 	 	 	46	RG	20	2,770,000	1385.00
 	 	 	 	47	LS	18	2,465,500	1369.72
 	 	 	 	48	PC	14	1,916,000	1368.57
 	 	 	 	49	PG	5	686,000	1372.00
 	 	 	 	50	QA	3	417,000	1390.00
