BBTNToBrokerCode	BBTN	Start	2026-02-09	End	2026-02-09	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	68,001	8,556,858,000	1258.34	1	AK	115,393	14,535,117,000	1259.62
ZP	50,660	6,416,074,000	1266.50	2	CC	112,637	14,193,847,000	1260.14
CC	47,236	5,931,088,500	1255.63	3	DR	36,470	4,573,194,500	1253.96
PD	42,713	5,376,313,500	1258.71	4	XL	29,339	3,693,975,000	1259.07
YP	35,795	4,502,387,500	1257.83	5	BB	28,268	3,536,120,500	1250.93
SQ	33,356	4,180,647,000	1253.34	6	RX	25,482	3,198,127,000	1255.05
YU	32,544	4,090,710,000	1256.98	7	CP	23,895	3,006,479,000	1258.20
CP	29,142	3,700,255,500	1269.73	8	YU	23,731	2,977,554,000	1254.71
EP	25,241	3,176,727,500	1258.56	9	YP	22,544	2,852,524,500	1265.31
KK	24,010	3,011,992,500	1254.47	10	PD	22,273	2,796,892,000	1255.73
AK	21,767	2,740,496,000	1259.01	11	ZP	18,910	2,369,645,000	1253.12
XC	20,514	2,581,997,500	1258.65	12	KK	15,428	1,952,376,500	1265.48
LG	17,279	2,168,141,500	1254.78	13	BK	13,767	1,734,653,500	1260.01
AG	15,250	1,911,795,500	1253.64	14	IF	13,271	1,653,022,500	1245.59
DR	11,808	1,489,133,500	1261.12	15	SQ	12,967	1,638,006,000	1263.21
YB	11,680	1,469,613,500	1258.23	16	LG	12,134	1,525,099,500	1256.88
AZ	11,527	1,446,940,000	1255.26	17	XC	9,297	1,170,351,500	1258.85
GR	11,495	1,438,846,500	1251.72	18	AO	7,157	901,193,500	1259.18
YJ	10,395	1,314,405,000	1264.46	19	AT	6,916	885,492,000	1280.35
NI	10,135	1,272,778,500	1255.82	20	EP	6,424	805,329,500	1253.63
OD	7,799	978,592,500	1254.77	21	NI	4,815	605,807,500	1258.17
BK	6,769	848,471,500	1253.47	22	OD	4,723	594,839,000	1259.45
XA	6,561	829,440,000	1264.20	23	HD	4,692	588,587,500	1254.45
KI	6,414	809,812,500	1262.57	24	AI	3,929	497,326,000	1265.78
DH	5,771	727,704,500	1260.97	25	KI	3,895	495,092,000	1271.10
AI	5,080	637,180,500	1254.29	26	DX	3,700	478,500,000	1293.24
HD	4,603	577,590,000	1254.81	27	GR	2,185	275,084,500	1258.97
PG	4,000	504,000,000	1260.00	28	HP	2,141	271,145,000	1266.44
AO	3,223	405,592,000	1258.43	29	TP	2,123	266,806,000	1256.74
IT	2,500	313,375,000	1253.50	30	YB	1,784	225,884,500	1266.17
HP	2,421	306,480,500	1265.93	31	FZ	1,281	160,765,500	1255.00
BQ	2,326	293,580,000	1262.17	32	MG	1,249	156,828,000	1255.63
LS	2,065	257,742,500	1248.15	33	BQ	885	110,975,000	1253.95
MG	1,795	226,776,500	1263.38	34	AG	872	108,729,000	1246.89
TP	1,054	132,252,000	1254.76	35	AZ	675	84,788,500	1256.13
DX	859	108,076,000	1258.16	36	DH	515	64,424,000	1250.95
IF	803	102,684,500	1278.76	37	ES	500	63,000,000	1260.00
AT	703	88,621,000	1260.61	38	YJ	434	54,829,000	1263.34
SH	500	63,500,000	1270.00	39	IU	250	31,225,000	1249.00
ES	500	62,750,000	1255.00	40	XA	32	4,031,000	1259.69
BR	400	50,000,000	1250.00	41	PC	25	3,187,500	1275.00
PP	188	23,594,000	1255.00	42	CD	14	1,781,500	1272.50
RS	70	8,785,000	1255.00	43	QA	8	998,500	1248.13
CD	42	5,305,000	1263.10	44	 	 	 	 
SS	15	1,885,000	1256.67	45	 	 	 	 
FZ	8	1,000,000	1250.00	46	 	 	 	 
QA	7	894,000	1277.14	47	 	 	 	 
FS	5	622,500	1245.00	48	 	 	 	 
MU	1	126,000	1260.00	49	 	 	 	 
