ANTMToBrokerCode	ANTM	Start	2026-02-05	End	2026-02-05	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	226,044	87,571,105,000	3874.07	1	ZP	340,737	132,237,679,000	3880.93
CC	219,843	85,007,096,000	3866.72	2	AK	204,228	79,218,618,000	3878.93
BK	164,981	63,769,037,000	3865.24	3	CC	194,114	74,917,795,000	3859.47
AK	124,503	48,432,974,000	3890.10	4	BK	184,007	71,058,223,000	3861.71
ZP	123,480	47,964,729,000	3884.41	5	XL	123,333	47,734,298,000	3870.36
OD	110,103	42,704,756,000	3878.62	6	YP	111,070	43,059,367,000	3876.78
YP	107,891	41,721,165,000	3866.97	7	YU	86,993	33,633,646,000	3866.25
PD	100,517	38,836,755,000	3863.70	8	AZ	76,569	29,621,485,000	3868.60
SQ	88,087	34,070,634,000	3867.84	9	PD	75,400	29,135,496,000	3864.12
KZ	86,178	33,344,779,000	3869.29	10	LG	71,623	27,486,007,000	3837.60
XC	85,817	33,197,664,000	3868.43	11	MG	52,807	20,588,761,000	3898.87
CP	56,873	21,855,223,000	3842.81	12	XC	38,974	15,117,148,000	3878.78
NI	51,534	20,040,675,000	3888.83	13	RX	38,358	14,788,308,000	3855.34
GR	47,282	18,325,786,000	3875.85	14	SS	37,836	14,576,860,000	3852.64
YU	45,689	17,566,366,000	3844.77	15	SQ	37,078	14,365,338,000	3874.36
MG	41,724	16,064,759,000	3850.24	16	KI	35,596	13,747,703,000	3862.15
KK	39,415	15,264,173,000	3872.68	17	AG	31,668	12,195,868,000	3851.16
BB	32,016	12,329,047,000	3850.90	18	BB	28,456	10,949,133,000	3847.74
DR	29,995	11,594,710,000	3865.55	19	DR	22,909	8,826,087,000	3852.67
AZ	29,368	11,296,069,000	3846.39	20	CP	21,957	8,581,166,000	3908.17
AG	26,113	10,290,616,000	3940.80	21	IF	20,779	8,014,666,000	3857.10
YJ	16,590	6,363,289,000	3835.62	22	AI	19,205	7,414,621,000	3860.78
AT	14,539	5,622,998,000	3867.53	23	NI	16,519	6,422,732,000	3888.09
EP	14,549	5,619,373,000	3862.38	24	OD	15,484	5,997,600,000	3873.42
DH	13,872	5,373,641,000	3873.73	25	GR	14,932	5,814,470,000	3893.97
DX	11,807	4,572,894,000	3873.04	26	TP	14,625	5,673,882,000	3879.58
LG	11,430	4,416,395,000	3863.86	27	KK	14,330	5,563,605,000	3882.49
BR	10,221	3,990,847,000	3904.56	28	KZ	11,136	4,288,397,000	3850.93
XA	9,882	3,826,064,000	3871.75	29	HD	10,221	3,984,233,000	3898.09
CD	9,174	3,555,758,000	3875.91	30	BQ	9,926	3,880,019,000	3908.95
BQ	8,868	3,419,408,000	3855.90	31	AT	8,831	3,424,128,000	3877.40
AI	8,697	3,333,219,000	3832.61	32	XA	8,635	3,347,719,000	3876.92
HD	8,140	3,170,846,000	3895.39	33	YB	8,001	3,073,067,000	3840.85
TP	6,335	2,454,862,000	3875.08	34	CD	6,050	2,335,490,000	3860.31
RS	5,131	1,982,411,000	3863.60	35	EP	5,963	2,309,148,000	3872.46
IF	4,836	1,873,116,000	3873.28	36	IN	5,100	2,020,694,000	3962.15
YB	3,996	1,547,539,000	3872.72	37	ES	3,060	1,184,570,000	3871.14
AO	3,918	1,512,364,000	3860.04	38	BR	2,460	971,854,000	3950.63
KI	2,700	1,047,060,000	3878.00	39	DH	2,500	966,235,000	3864.94
SF	1,716	666,788,000	3885.71	40	AO	2,040	786,432,000	3855.06
LS	1,692	659,390,000	3897.10	41	YJ	1,148	444,282,000	3870.05
HP	1,546	597,786,000	3866.66	42	SF	1,000	391,500,000	3915.00
SS	1,450	555,450,000	3830.69	43	DX	934	361,465,000	3870.07
RO	1,438	554,842,000	3858.43	44	ID	600	229,500,000	3825.00
AF	1,321	510,693,000	3865.96	45	HP	453	176,681,000	3900.24
PC	1,180	458,978,000	3889.64	46	FZ	340	134,640,000	3960.00
ZR	1,170	451,600,000	3859.83	47	RO	325	125,525,000	3862.31
AH	1,000	386,000,000	3860.00	48	FS	260	100,870,000	3879.62
ID	780	300,830,000	3856.79	49	DD	200	79,800,000	3990.00
ES	623	239,519,000	3844.61	50	GI	200	79,000,000	3950.00
AD	532	202,747,000	3811.03	51	MU	110	41,910,000	3810.00
IT	500	192,500,000	3850.00	52	PC	91	34,767,000	3820.55
FS	452	174,020,000	3850.00	53	AN	50	19,250,000	3850.00
RG	276	106,982,000	3876.16	54	SH	25	9,525,000	3810.00
AR	250	96,450,000	3858.00	55	LS	17	6,593,000	3878.24
SH	236	91,350,000	3870.76	56	JB	14	5,404,000	3860.00
GI	200	76,800,000	3840.00	57	DU	12	4,632,000	3860.00
MI	150	57,150,000	3810.00	58	BS	10	3,870,000	3870.00
QA	147	56,547,000	3846.73	59	PF	6	2,286,000	3810.00
BS	126	48,646,000	3860.79	60	QA	1	386,000	3860.00
IN	100	39,400,000	3940.00	61	 	 	 	 
IH	101	39,296,000	3890.69	62	 	 	 	 
FZ	63	24,376,000	3869.21	63	 	 	 	 
MU	35	13,625,000	3892.86	64	 	 	 	 
PG	25	9,654,000	3861.60	65	 	 	 	 
IC	20	7,640,000	3820.00	66	 	 	 	 
DU	15	5,850,000	3900.00	67	 	 	 	 
JB	14	5,418,000	3870.00	68	 	 	 	 
PF	10	3,905,000	3905.00	69	 	 	 	 
