ANTMToBrokerCode	ANTM	Start	2026-02-02	End	2026-02-02	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	557,050	207,793,608,000	3730.25	1	CC	423,110	158,777,542,000	3752.63
YP	418,086	156,931,397,000	3753.57	2	YP	398,615	149,336,680,000	3746.39
BB	370,917	138,728,461,500	3740.15	3	AK	393,682	148,337,740,000	3767.96
XL	304,999	114,226,282,000	3745.14	4	LG	329,363	122,261,461,000	3712.06
AK	258,828	97,664,349,000	3773.33	5	BK	263,839	98,497,549,640	3733.24
BK	218,405	81,078,772,640	3712.31	6	XL	262,115	98,295,536,000	3750.09
OD	172,688	65,239,495,000	3777.88	7	ZP	218,690	82,013,847,000	3750.23
ZP	147,616	54,992,540,000	3725.38	8	PD	176,832	66,380,529,110	3753.85
RX	137,590	51,915,850,000	3773.23	9	YU	155,801	57,904,707,000	3716.58
NI	130,204	48,657,072,000	3736.99	10	AI	117,066	43,779,925,000	3739.76
SQ	130,348	48,422,955,000	3714.90	11	AZ	116,981	43,661,129,000	3732.33
XC	117,480	44,075,121,000	3751.71	12	NI	103,957	38,878,657,000	3739.88
PD	113,179	42,386,614,110	3745.06	13	XC	95,865	36,087,139,000	3764.37
LG	106,683	39,684,802,000	3719.88	14	OD	93,425	35,016,684,000	3748.11
CP	78,901	29,511,587,000	3740.33	15	BB	80,978	30,223,736,500	3732.34
YB	75,665	28,194,096,000	3726.17	16	SQ	72,515	27,167,002,000	3746.40
MG	65,456	24,727,724,000	3777.76	17	CP	61,751	23,132,993,000	3746.17
GR	55,549	20,626,470,000	3713.20	18	HD	57,956	21,730,248,000	3749.44
HD	53,012	19,766,228,000	3728.63	19	GR	56,831	21,203,547,000	3730.98
KK	50,373	18,861,319,000	3744.33	20	MG	46,007	17,441,456,000	3791.04
YU	44,405	16,457,978,000	3706.33	21	KK	45,215	16,924,202,000	3743.05
DR	37,878	14,177,284,000	3742.88	22	EP	42,683	15,967,736,000	3741.01
KI	36,337	13,699,489,000	3770.12	23	DX	39,065	14,278,736,000	3655.12
AZ	27,597	10,382,090,000	3762.04	24	IF	35,784	13,236,179,000	3698.91
IF	23,719	8,958,292,000	3776.84	25	BQ	28,268	10,629,434,000	3760.24
EP	21,375	7,993,119,000	3739.47	26	YB	23,075	8,660,687,000	3753.28
TS	20,500	7,502,000,000	3659.51	27	DR	22,781	8,586,072,000	3768.96
BQ	19,195	7,197,586,000	3749.72	28	SS	21,540	7,902,620,000	3668.81
AI	16,631	6,268,453,000	3769.14	29	HP	20,325	7,549,306,000	3714.30
DH	16,055	6,023,915,000	3752.05	30	BR	20,370	7,420,245,000	3642.73
DX	16,016	5,937,272,000	3707.09	31	TP	18,723	7,026,536,000	3752.89
AO	15,628	5,833,470,000	3732.70	32	AO	14,517	5,372,371,000	3700.74
XA	15,345	5,776,327,000	3764.31	33	AG	13,673	4,952,476,000	3622.08
YJ	14,148	5,262,585,000	3719.67	34	KI	12,348	4,587,520,000	3715.19
TP	13,313	5,015,632,000	3767.47	35	RF	12,349	4,572,375,000	3702.63
GA	13,450	4,992,600,000	3711.97	36	KZ	11,592	4,409,084,000	3803.56
ES	10,629	3,928,855,000	3696.35	37	YJ	11,776	4,397,270,000	3734.09
RF	6,100	2,283,500,000	3743.44	38	XA	11,245	4,266,454,000	3794.09
CD	3,885	1,451,505,000	3736.18	39	DH	6,208	2,326,635,000	3747.80
AG	3,751	1,408,145,000	3754.05	40	CD	5,335	2,008,865,000	3765.45
LS	2,895	1,099,955,000	3799.50	41	AT	5,150	1,949,527,000	3785.49
AF	2,552	943,814,000	3698.33	42	SF	2,584	981,809,000	3799.57
EL	2,513	937,302,000	3729.81	43	ES	2,560	962,280,000	3758.91
PC	2,177	825,433,000	3791.61	44	AN	1,720	640,440,000	3723.49
AT	2,051	768,981,000	3749.30	45	EL	1,500	576,000,000	3840.00
HP	1,985	736,583,000	3710.75	46	LS	1,444	547,816,000	3793.74
KZ	1,784	656,757,000	3681.37	47	IN	1,450	529,750,000	3653.45
IT	1,300	498,500,000	3834.62	48	PC	1,071	407,462,000	3804.50
RO	1,081	401,614,000	3715.21	49	OK	900	332,100,000	3690.00
SS	840	318,480,000	3791.43	50	RO	821	308,851,000	3761.89
AR	795	296,325,000	3727.36	51	MI	736	279,096,000	3792.07
SH	778	289,781,000	3724.69	52	BF	500	185,000,000	3700.00
RG	707	264,906,000	3746.90	53	RG	462	175,162,000	3791.39
BR	535	203,330,000	3800.56	54	ZR	320	120,970,000	3780.31
FS	530	197,570,000	3727.74	55	FZ	308	116,442,000	3780.58
SA	500	185,500,000	3710.00	56	DD	310	114,560,000	3695.48
MI	486	179,768,000	3698.93	57	FS	282	105,205,000	3730.67
FZ	375	140,376,000	3743.36	58	MU	200	75,870,000	3793.50
ZR	352	132,312,000	3758.86	59	QA	154	60,047,000	3899.16
IN	300	114,300,000	3810.00	60	SH	123	45,326,000	3685.04
GI	305	111,975,000	3671.31	61	IU	120	44,985,000	3748.75
PG	229	85,440,000	3731.00	62	AF	117	43,557,000	3722.82
QA	222	80,953,000	3646.53	63	ID	110	41,190,000	3744.55
BS	205	76,485,000	3730.98	64	RS	100	38,000,000	3800.00
OK	200	75,200,000	3760.00	65	TS	90	32,940,000	3660.00
ID	198	74,316,000	3753.33	66	BS	70	26,380,000	3768.57
DD	150	55,385,000	3692.33	67	IH	60	23,010,000	3835.00
MU	135	50,149,000	3714.74	68	AR	10	3,650,000	3650.00
AH	100	36,900,000	3690.00	69	GI	6	2,238,000	3730.00
IU	66	24,795,000	3756.82	70	PG	2	772,000	3860.00
YO	65	24,765,000	3810.00	71	DU	2	760,000	3800.00
IH	60	22,530,000	3755.00	72	JB	2	758,000	3790.00
TF	35	13,440,000	3840.00	73	 	 	 	 
II	30	11,190,000	3730.00	74	 	 	 	 
DU	7	2,643,000	3775.71	75	 	 	 	 
SF	3	1,131,000	3770.00	76	 	 	 	 
JB	2	761,000	3805.00	77	 	 	 	 
RB	1	379,000	3790.00	78	 	 	 	 
