ANTMToBrokerCode	ANTM	Start	2026-02-09	End	2026-02-09	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
BK	281,688	108,895,902,000	3865.83	1	CC	211,806	81,676,768,000	3856.21
AK	272,647	104,704,390,000	3840.29	2	AK	205,485	79,250,505,000	3856.75
ZP	208,106	80,349,444,000	3860.99	3	ZP	130,763	50,477,551,000	3860.23
CC	124,341	47,876,788,000	3850.44	4	XL	130,658	50,354,042,000	3853.88
XL	81,984	31,559,076,000	3849.42	5	YU	98,198	37,604,718,000	3829.48
YP	59,679	23,011,080,000	3855.81	6	BK	87,570	33,862,190,000	3866.87
NI	51,676	19,921,759,000	3855.13	7	YP	74,885	28,853,101,000	3852.99
CP	38,142	14,735,210,000	3863.25	8	XC	70,450	27,211,216,000	3862.49
XC	30,193	11,606,671,000	3844.16	9	SQ	55,578	21,418,702,000	3853.81
PD	29,766	11,452,239,000	3847.42	10	NI	53,710	20,679,247,000	3850.17
BB	25,942	10,017,989,000	3861.69	11	CP	43,941	16,880,870,000	3841.71
GR	25,277	9,707,837,000	3840.58	12	PD	39,777	15,327,253,000	3853.30
SQ	22,109	8,519,448,000	3853.38	13	OD	31,995	12,347,741,000	3859.27
LG	22,116	8,504,671,000	3845.48	14	LG	20,132	7,789,210,000	3869.07
SS	17,836	6,891,296,000	3863.70	15	KK	19,826	7,612,493,000	3839.65
HD	15,913	6,127,962,000	3850.92	16	DR	19,252	7,402,804,000	3845.21
DX	14,377	5,531,987,000	3847.80	17	HD	16,578	6,379,298,000	3848.05
OD	14,162	5,455,842,000	3852.45	18	GR	16,197	6,264,701,000	3867.82
RX	13,585	5,266,837,000	3876.95	19	AZ	14,785	5,684,397,000	3844.71
AT	13,380	5,164,314,000	3859.73	20	XA	13,105	5,057,352,000	3859.10
AG	11,432	4,446,909,000	3889.88	21	AT	12,269	4,719,868,000	3846.99
XA	9,313	3,579,238,000	3843.27	22	EP	11,655	4,509,113,000	3868.82
AO	7,556	2,910,974,000	3852.53	23	AI	9,146	3,526,651,000	3855.95
KK	6,374	2,462,433,000	3863.25	24	MG	8,965	3,470,925,000	3871.64
DR	6,281	2,413,480,000	3842.51	25	DH	8,691	3,358,214,000	3864.01
LS	5,320	2,042,980,000	3840.19	26	ZR	7,750	3,011,750,000	3886.13
CD	5,310	2,020,792,000	3805.63	27	YB	7,077	2,705,722,000	3823.26
FZ	5,100	1,978,500,000	3879.41	28	YJ	6,970	2,667,119,000	3826.57
BR	5,030	1,954,418,000	3885.52	29	LS	6,095	2,367,186,000	3883.82
ZR	5,032	1,944,356,000	3863.98	30	BQ	5,912	2,275,617,000	3849.15
YB	4,853	1,877,923,000	3869.61	31	TP	4,579	1,764,067,000	3852.52
AZ	3,942	1,519,867,000	3855.57	32	DX	3,102	1,198,726,000	3864.36
EP	3,712	1,428,915,000	3849.45	33	AO	3,062	1,181,915,000	3859.94
BQ	3,488	1,344,058,000	3853.38	34	PC	2,500	955,000,000	3820.00
MG	2,784	1,067,817,000	3835.55	35	BR	2,230	851,140,000	3816.77
AI	2,339	893,084,000	3818.23	36	HP	1,531	587,220,000	3835.53
YU	2,148	829,190,000	3860.29	37	KI	839	324,352,000	3865.94
KI	1,513	583,697,000	3857.88	38	SH	732	282,620,000	3860.93
DH	1,439	553,138,000	3843.91	39	CD	516	198,302,000	3843.06
KZ	1,081	419,201,000	3877.90	40	FZ	500	191,400,000	3828.00
IF	984	375,437,000	3815.42	41	IF	421	163,294,000	3878.72
TP	908	350,744,000	3862.82	42	AR	350	136,100,000	3888.57
AF	500	192,600,000	3852.00	43	RS	353	135,711,000	3844.50
SA	400	155,600,000	3890.00	44	AG	246	95,064,000	3864.39
HP	361	139,826,000	3873.30	45	RO	230	88,770,000	3859.57
DD	300	116,100,000	3870.00	46	IN	130	49,530,000	3810.00
RG	250	97,250,000	3890.00	47	GI	100	38,700,000	3870.00
TF	108	41,564,000	3848.52	48	BS	72	27,898,000	3874.72
RF	100	38,500,000	3850.00	49	AF	65	25,285,000	3890.00
YJ	76	29,130,000	3832.89	50	IH	50	19,250,000	3850.00
RO	60	23,190,000	3865.00	51	MU	50	19,250,000	3850.00
IH	50	19,100,000	3820.00	52	SF	50	19,050,000	3810.00
ES	13	4,979,000	3830.00	53	FS	45	17,505,000	3890.00
BS	10	3,858,000	3858.00	54	ES	31	11,960,000	3858.06
IU	10	3,810,000	3810.00	55	QA	30	11,644,000	3881.33
AN	5	1,935,000	3870.00	56	AN	30	11,400,000	3800.00
PC	3	1,150,000	3833.33	57	ID	20	7,700,000	3850.00
QA	2	771,000	3855.00	58	DU	10	3,820,000	3820.00
 	 	 	 	59	TF	6	2,328,000	3880.00
 	 	 	 	60	RG	3	1,155,000	3850.00
 	 	 	 	61	IU	2	776,000	3880.00
