ANTMToBrokerCode	ANTM	Start	2026-02-13	End	2026-02-13	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
ZP	246,326	100,258,616,000	4070.16	1	AK	254,724	103,634,617,000	4068.51
AK	172,914	70,349,197,000	4068.45	2	CC	225,062	91,390,662,000	4060.69
BB	134,580	54,638,210,000	4059.91	3	BK	138,538	56,248,345,000	4060.14
XL	129,563	52,574,699,000	4057.85	4	XL	104,042	42,231,802,000	4059.11
CC	115,225	46,756,587,000	4057.85	5	YP	94,858	38,508,562,000	4059.60
YP	76,693	31,146,344,000	4061.17	6	ZP	92,684	37,600,265,000	4056.82
YU	67,959	27,625,500,480	4065.02	7	XC	58,172	23,649,701,000	4065.48
XC	53,502	21,741,555,000	4063.69	8	YU	41,135	16,708,799,480	4061.94
PD	52,941	21,492,488,000	4059.71	9	GR	40,228	16,423,280,000	4082.55
NI	36,968	15,006,101,000	4059.21	10	EP	34,987	14,168,193,000	4049.56
LG	32,379	13,149,021,000	4060.97	11	PD	32,205	13,092,408,000	4065.33
DX	28,457	11,580,730,000	4069.55	12	CP	27,878	11,314,794,000	4058.68
CP	25,331	10,249,703,000	4046.31	13	KI	24,859	10,060,329,000	4046.96
DR	24,014	9,735,053,000	4053.91	14	NI	23,698	9,616,006,000	4057.73
TP	19,760	8,015,258,000	4056.30	15	BB	21,661	8,793,210,000	4059.47
SQ	18,891	7,652,799,000	4051.03	16	MG	19,455	7,907,346,000	4064.43
KK	16,163	6,548,973,000	4051.83	17	KK	18,594	7,556,773,000	4064.09
OD	14,834	6,018,611,000	4057.31	18	AG	14,819	6,007,715,000	4054.06
DH	14,727	5,998,780,000	4073.32	19	SQ	12,342	5,002,532,000	4053.26
GR	12,812	5,185,457,000	4047.34	20	YB	11,868	4,803,439,000	4047.39
AT	10,822	4,411,188,000	4076.13	21	FS	10,500	4,255,750,000	4053.10
MG	10,788	4,360,438,000	4041.93	22	AT	10,175	4,160,736,000	4089.18
HD	8,086	3,291,769,000	4070.95	23	LG	9,554	3,885,583,000	4066.97
BK	7,151	2,905,401,000	4062.93	24	OD	8,931	3,629,557,000	4064.00
IF	5,422	2,198,853,000	4055.43	25	DR	8,692	3,530,719,000	4062.03
EP	5,307	2,157,564,000	4065.51	26	DH	8,335	3,377,603,000	4052.31
BS	5,200	2,116,400,000	4070.00	27	IF	6,928	2,827,770,000	4081.65
YB	5,049	2,045,166,000	4050.64	28	HD	5,791	2,374,847,000	4100.93
PF	5,000	2,020,000,000	4040.00	29	BR	5,644	2,269,440,000	4020.98
AZ	4,641	1,879,637,000	4050.07	30	AI	4,857	1,971,322,000	4058.72
BQ	4,595	1,867,908,000	4065.09	31	KZ	4,176	1,695,563,000	4060.26
AO	4,601	1,867,745,000	4059.43	32	GA	3,800	1,558,000,000	4100.00
LS	4,592	1,855,333,000	4040.36	33	BQ	3,545	1,436,861,000	4053.20
AG	4,194	1,706,422,000	4068.72	34	LS	3,170	1,288,620,000	4065.05
XA	4,216	1,705,960,000	4046.39	35	AF	2,627	1,072,843,000	4083.91
IH	4,011	1,642,731,000	4095.56	36	PC	2,202	896,806,000	4072.69
YJ	2,803	1,130,929,000	4034.71	37	AO	2,096	859,099,000	4098.75
PC	2,235	900,002,000	4026.85	38	AZ	2,087	846,860,000	4057.79
RX	2,181	883,687,000	4051.75	39	CD	1,561	633,244,000	4056.66
AI	2,115	860,793,000	4069.94	40	YJ	1,477	596,616,000	4039.38
HP	1,243	500,505,000	4026.59	41	HP	1,385	562,100,000	4058.48
CD	1,178	476,173,000	4042.22	42	ZR	1,300	527,600,000	4058.46
RO	1,015	411,095,000	4050.20	43	TP	1,037	420,974,000	4059.54
ZR	1,000	404,000,000	4040.00	44	DX	757	307,452,000	4061.45
IN	759	306,622,000	4039.82	45	RX	582	236,568,000	4064.74
PG	520	211,600,000	4069.23	46	XA	448	182,069,000	4064.04
AH	400	161,850,000	4046.25	47	DD	250	103,000,000	4120.00
KI	350	141,861,000	4053.17	48	PG	250	101,000,000	4040.00
BR	340	138,615,000	4076.91	49	RO	237	95,985,000	4050.00
MI	300	121,200,000	4040.00	50	SA	200	82,400,000	4120.00
GI	200	80,900,000	4045.00	51	FZ	200	81,000,000	4050.00
SF	125	50,525,000	4042.00	52	RG	91	36,977,000	4063.41
FZ	105	42,680,000	4064.76	53	IU	50	20,380,000	4076.00
AF	100	40,400,000	4040.00	54	SH	50	20,290,000	4058.00
SH	53	21,465,000	4050.00	55	SF	30	12,240,000	4080.00
RG	37	14,987,000	4050.54	56	AR	30	12,150,000	4050.00
FS	21	8,528,000	4060.95	57	QA	12	4,872,000	4060.00
RB	21	8,452,000	4024.76	58	AN	9	3,663,000	4070.00
DD	19	7,695,000	4050.00	59	ES	2	806,000	4030.00
IU	10	4,020,000	4020.00	60	 	 	 	 
QA	8	3,239,000	4048.75	61	 	 	 	 
AN	7	2,835,000	4050.00	62	 	 	 	 
DU	6	2,453,000	4088.33	63	 	 	 	 
AD	5	2,025,000	4050.00	64	 	 	 	 
JB	4	1,604,000	4010.00	65	 	 	 	 
ES	3	1,206,000	4020.00	66	 	 	 	 
