ANTMToBrokerCode	ANTM	Start	2026-02-04	End	2026-02-04	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	281,378	113,295,489,000	4026.45	1	CC	463,837	186,355,810,000	4017.70
AK	196,322	79,357,905,000	4042.23	2	AK	263,026	106,108,093,000	4034.13
XL	180,168	72,615,444,000	4030.43	3	ZP	246,657	99,156,590,000	4020.02
YP	148,989	60,112,635,000	4034.70	4	BK	144,943	58,245,488,000	4018.51
ZP	144,475	58,217,521,000	4029.59	5	XL	134,513	54,167,496,000	4026.93
NI	144,973	58,172,114,000	4012.62	6	YP	133,033	53,556,543,000	4025.81
LG	135,602	54,606,706,000	4026.98	7	NI	96,114	38,858,947,000	4043.01
YU	124,622	50,003,189,000	4012.39	8	AG	72,714	29,103,964,000	4002.53
BB	96,396	38,660,239,000	4010.56	9	MG	70,816	28,521,432,000	4027.54
MG	74,388	29,878,931,000	4016.63	10	CP	53,520	21,582,145,000	4032.54
KZ	71,212	28,578,571,000	4013.17	11	PD	52,593	21,184,646,000	4028.04
PD	65,668	26,404,407,000	4020.89	12	DX	42,767	17,182,322,000	4017.66
XC	59,730	24,052,083,000	4026.80	13	XC	35,404	14,318,406,000	4044.29
CP	44,564	17,929,397,000	4023.29	14	KK	29,932	12,104,747,000	4044.08
SQ	42,220	16,945,605,000	4013.64	15	OD	29,718	12,054,376,000	4056.25
OD	41,621	16,742,358,000	4022.57	16	SQ	27,982	11,266,845,000	4026.46
KI	36,058	14,539,656,000	4032.30	17	EP	24,372	9,823,498,000	4030.65
BK	27,965	11,196,189,000	4003.64	18	AZ	23,966	9,623,967,000	4015.68
AZ	27,552	11,071,336,000	4018.34	19	HD	23,602	9,545,390,000	4044.31
GR	22,997	9,245,528,000	4020.32	20	LG	18,240	7,311,708,000	4008.61
HD	21,383	8,650,868,000	4045.68	21	DR	15,633	6,307,683,000	4034.85
DR	20,770	8,341,491,000	4016.12	22	BB	15,619	6,276,926,000	4018.78
KK	18,458	7,440,695,000	4031.15	23	KI	14,573	5,839,642,000	4007.17
EP	13,191	5,325,125,000	4036.94	24	XA	14,263	5,730,447,000	4017.70
BQ	12,385	5,030,259,000	4061.57	25	PP	11,635	4,642,365,000	3990.00
AG	11,545	4,647,560,000	4025.60	26	IN	10,020	4,028,200,000	4020.16
XA	10,232	4,139,479,000	4045.62	27	TP	9,289	3,742,365,000	4028.81
IN	10,000	4,000,000,000	4000.00	28	GR	8,897	3,600,160,000	4046.49
AT	8,308	3,330,545,000	4008.84	29	YU	8,858	3,566,659,000	4026.48
YB	8,256	3,325,463,000	4027.93	30	AT	8,418	3,395,838,000	4034.02
DH	8,088	3,236,337,000	4001.41	31	BQ	7,155	2,898,230,000	4050.64
LS	6,414	2,608,784,000	4067.33	32	DH	4,789	1,932,858,000	4036.04
ZR	5,025	2,032,175,000	4044.13	33	YB	4,532	1,828,520,000	4034.69
AI	4,853	1,946,691,000	4011.31	34	BR	4,405	1,776,015,000	4031.82
TP	4,414	1,777,627,000	4027.25	35	CD	4,172	1,669,890,000	4002.61
BR	3,951	1,579,649,000	3998.10	36	AI	3,416	1,377,826,000	4033.45
CD	3,593	1,444,255,000	4019.64	37	ZR	3,210	1,291,000,000	4021.81
IF	2,621	1,060,712,000	4046.97	38	IF	3,023	1,214,899,000	4018.85
YJ	2,125	856,773,000	4031.87	39	LS	2,145	861,779,000	4017.62
FS	2,075	832,300,000	4011.08	40	ES	2,102	853,013,000	4058.10
SF	1,611	650,400,000	4037.24	41	FS	2,055	846,605,000	4119.73
PC	1,255	500,114,000	3984.97	42	PC	2,015	813,114,000	4035.31
DX	1,234	496,160,000	4020.75	43	AO	1,205	490,343,000	4069.24
IT	800	320,000,000	4000.00	44	YJ	1,041	422,925,000	4062.68
DD	600	242,250,000	4037.50	45	SF	1,016	413,400,000	4068.90
GI	600	240,200,000	4003.33	46	HP	816	328,393,000	4024.42
HP	584	235,071,000	4025.19	47	RO	278	112,823,000	4058.38
AO	499	199,640,000	4000.80	48	SH	206	84,006,000	4077.96
FZ	400	159,700,000	3992.50	49	AR	200	81,600,000	4080.00
RO	326	130,344,000	3998.28	50	SS	150	60,800,000	4053.33
DU	146	58,635,000	4016.10	51	BS	110	44,750,000	4068.18
MU	123	49,204,000	4000.33	52	IT	100	40,900,000	4090.00
AF	100	40,000,000	4000.00	53	IU	80	32,070,000	4008.75
BS	80	32,040,000	4005.00	54	JB	15	6,141,000	4094.00
AN	55	22,050,000	4009.09	55	RG	10	4,040,000	4040.00
QA	43	17,384,000	4042.79	56	PF	10	4,040,000	4040.00
ES	35	13,990,000	3997.14	57	QA	6	2,394,000	3990.00
AH	30	12,270,000	4090.00	58	AF	5	1,995,000	3990.00
JB	29	11,770,000	4058.62	59	DU	4	1,600,000	4000.00
RG	25	10,165,000	4066.00	60	SA	1	406,000	4060.00
RS	20	7,970,000	3985.00	61	 	 	 	 
PG	15	6,000,000	4000.00	62	 	 	 	 
IU	10	4,020,000	4020.00	63	 	 	 	 
PF	10	4,000,000	4000.00	64	 	 	 	 
SS	5	2,005,000	4010.00	65	 	 	 	 
AR	4	1,600,000	4000.00	66	 	 	 	 
