ANTMToBrokerCode	ANTM	Start	2025-09-12	End	2025-09-12	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	233,667	80,944,773,000	3464.11	1	CC	145,594	50,412,844,000	3462.56
CC	99,893	34,520,817,000	3455.78	2	YP	127,116	44,052,944,000	3465.57
YP	98,150	33,942,041,000	3458.18	3	CP	124,587	43,035,696,000	3454.27
BK	94,202	32,677,860,000	3468.91	4	YU	107,222	37,142,256,600	3464.02
XL	66,240	22,954,336,000	3465.33	5	BK	104,773	36,158,677,000	3451.14
XC	60,223	20,821,940,000	3457.47	6	XC	73,752	25,526,398,000	3461.11
KK	51,351	17,671,549,000	3441.33	7	XL	67,208	23,303,459,000	3467.36
SS	50,000	17,240,000,000	3448.00	8	AK	66,437	22,948,299,000	3454.14
ZP	46,636	16,214,962,000	3476.92	9	MG	54,443	18,758,558,000	3445.54
MG	37,438	12,989,416,000	3469.58	10	NI	46,126	16,012,948,000	3471.57
PD	37,338	12,932,686,000	3463.68	11	ZP	39,090	13,568,419,000	3471.07
CP	35,215	12,209,325,000	3467.08	12	PD	36,669	12,727,001,000	3470.78
NI	33,915	11,724,685,000	3457.08	13	OD	34,340	11,915,237,000	3469.78
HP	29,541	10,242,201,000	3467.11	14	AZ	26,683	9,226,450,000	3457.80
DR	29,165	10,113,978,000	3467.85	15	EP	22,751	7,836,800,000	3444.60
YU	23,228	7,999,852,600	3443.91	16	DR	16,693	5,818,423,000	3485.55
EP	21,634	7,512,568,000	3472.57	17	BQ	16,275	5,652,329,000	3473.01
AT	19,585	6,755,704,000	3449.43	18	SQ	14,995	5,205,828,000	3471.71
SQ	19,209	6,637,638,000	3455.48	19	HD	14,139	4,908,482,000	3471.59
BQ	19,080	6,583,752,000	3450.60	20	TP	14,137	4,908,353,000	3471.99
TP	17,513	6,066,289,000	3463.88	21	AT	12,343	4,263,417,000	3454.12
LG	15,870	5,497,453,000	3464.05	22	YB	11,969	4,149,659,000	3467.01
AZ	14,599	5,088,160,000	3485.28	23	KK	11,158	3,870,149,000	3468.50
HD	14,326	4,962,499,000	3463.98	24	LG	8,700	3,001,711,000	3450.24
GR	13,553	4,706,050,000	3472.33	25	GR	6,505	2,262,672,000	3478.36
DH	11,205	3,896,545,000	3477.51	26	AI	6,335	2,187,128,000	3452.45
OD	10,604	3,665,093,000	3456.33	27	DH	5,298	1,840,410,000	3473.78
YB	8,987	3,096,692,000	3445.75	28	RG	5,040	1,764,000,000	3500.00
CD	8,006	2,788,568,000	3483.10	29	YJ	4,568	1,590,555,000	3481.95
BR	6,261	2,167,389,000	3461.73	30	KI	4,503	1,559,551,000	3463.36
RG	5,010	1,753,490,000	3499.98	31	DX	3,785	1,310,627,000	3462.69
YJ	3,970	1,378,838,000	3473.14	32	TF	3,193	1,095,208,000	3430.03
LS	3,859	1,327,742,000	3440.64	33	ZR	3,020	1,052,000,000	3483.44
AG	3,601	1,239,049,000	3440.85	34	DP	2,881	1,002,393,000	3479.32
XA	3,184	1,098,818,000	3451.06	35	PC	2,500	872,500,000	3490.00
FS	2,713	944,872,000	3482.76	36	BR	2,501	863,649,000	3453.21
AI	2,038	702,694,000	3447.96	37	RO	2,460	854,165,000	3472.22
ES	2,010	701,420,000	3489.65	38	XA	2,273	787,359,000	3463.96
IU	1,805	629,950,000	3490.03	39	FS	1,750	603,750,000	3450.00
DX	1,434	496,526,000	3462.52	40	HP	1,626	564,876,000	3474.02
KI	1,388	477,080,000	3437.18	41	IU	1,435	498,385,000	3473.07
KZ	1,184	413,216,000	3490.00	42	AO	1,267	439,313,000	3467.35
IF	1,131	390,015,000	3448.41	43	CD	1,137	390,750,000	3436.68
ZR	1,000	348,000,000	3480.00	44	LS	1,081	373,980,000	3459.57
PC	500	171,000,000	3420.00	45	FZ	671	230,453,000	3434.47
FZ	200	69,800,000	3490.00	46	GA	500	173,000,000	3460.00
BB	200	69,771,000	3488.55	47	IF	256	88,233,000	3446.60
MI	200	69,600,000	3480.00	48	IT	250	87,500,000	3500.00
RB	200	69,600,000	3480.00	49	AG	224	77,494,000	3459.55
PO	184	63,610,000	3457.07	50	BB	206	71,750,000	3483.01
IN	140	48,240,000	3445.71	51	DU	133	45,917,000	3452.41
SF	100	34,900,000	3490.00	52	IN	125	43,130,000	3450.40
MU	100	34,800,000	3480.00	53	SF	101	35,150,000	3480.20
GI	100	34,300,000	3430.00	54	OK	100	34,700,000	3470.00
SH	90	31,070,000	3452.22	55	RS	50	17,500,000	3500.00
RO	70	24,110,000	3444.29	56	DD	43	15,007,000	3490.00
ID	50	17,250,000	3450.00	57	IH	30	10,445,000	3481.67
AO	20	6,980,000	3490.00	58	PP	29	10,121,000	3490.00
JB	20	6,900,000	3450.00	59	AF	25	8,575,000	3430.00
IH	5	1,725,000	3450.00	60	EL	14	4,916,000	3511.43
 	 	 	 	61	SH	10	3,505,000	3505.00
 	 	 	 	62	AR	10	3,440,000	3440.00
 	 	 	 	63	ES	3	1,047,000	3490.00
 	 	 	 	64	BS	2	696,000	3480.00
