ANTMToBrokerCode	ANTM	Start	2025-09-11	End	2025-09-11	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	208,185	71,561,787,000	3437.41	1	AK	240,802	82,472,283,000	3424.90
YP	180,756	62,450,756,000	3454.98	2	CC	178,569	61,074,357,000	3420.21
CC	164,328	56,575,094,000	3442.82	3	YP	161,078	55,397,968,000	3439.20
ZP	154,168	52,838,549,000	3427.34	4	ZP	151,054	51,688,190,000	3421.84
SQ	124,374	47,397,426,000	3810.88	5	BK	139,119	47,842,037,000	3438.93
CP	130,174	44,422,665,000	3412.56	6	YB	120,654	41,782,329,000	3462.99
BK	126,231	43,087,216,000	3413.36	7	SS	100,010	39,003,400,000	3899.95
XL	120,513	41,447,709,000	3439.27	8	XL	85,012	29,218,060,000	3436.93
YU	89,835	30,810,831,000	3429.71	9	XC	72,164	24,765,930,000	3431.90
XC	87,402	30,127,394,000	3446.99	10	DX	62,800	21,316,826,000	3394.40
PD	61,064	20,913,996,000	3424.93	11	MG	54,167	18,817,237,000	3473.93
NI	56,314	19,392,177,000	3443.58	12	OD	54,329	18,612,867,000	3425.95
DR	41,086	14,134,183,000	3440.15	13	EP	38,054	12,981,083,000	3411.23
OD	38,800	13,259,415,000	3417.38	14	PD	37,336	12,822,065,000	3434.24
MG	35,245	12,034,564,000	3414.55	15	CP	34,655	11,908,233,000	3436.22
AZ	29,367	10,055,928,000	3424.23	16	RX	31,777	11,126,580,000	3501.46
GR	22,192	7,609,662,000	3429.01	17	YU	25,940	8,928,978,000	3442.17
EP	21,948	7,522,208,000	3427.29	18	DR	25,741	8,835,993,000	3432.65
KK	20,425	7,013,326,000	3433.70	19	AZ	24,694	8,461,020,000	3426.35
DH	15,937	5,534,791,000	3472.92	20	NI	22,580	7,775,901,000	3443.71
LG	14,188	4,885,625,000	3443.49	21	AI	21,445	7,399,176,000	3450.30
HD	11,055	3,809,688,000	3446.12	22	LG	20,765	7,069,708,000	3404.63
KI	8,909	3,062,702,000	3437.76	23	SQ	20,389	7,045,593,000	3455.59
PC	8,525	2,907,039,000	3410.02	24	YJ	14,271	4,916,810,000	3445.32
IF	8,142	2,798,830,000	3437.52	25	HD	13,381	4,627,518,000	3458.28
YB	8,076	2,768,349,000	3427.87	26	GR	12,662	4,349,624,000	3435.18
XA	6,171	2,105,794,000	3412.40	27	DH	11,903	4,074,360,000	3422.97
YJ	5,672	1,941,765,000	3423.42	28	FZ	9,510	3,266,990,000	3435.32
BQ	4,737	1,623,523,000	3427.32	29	KK	9,304	3,195,072,000	3434.08
ES	4,706	1,612,052,000	3425.52	30	HP	6,045	2,073,215,000	3429.64
ZR	4,075	1,396,250,000	3426.38	31	BQ	5,721	1,971,398,000	3445.90
IN	3,000	1,065,000,000	3550.00	32	KI	4,678	1,604,303,000	3429.46
AI	2,890	995,030,000	3443.01	33	LS	4,571	1,566,104,000	3426.17
RO	2,555	866,585,000	3391.72	34	AG	4,289	1,473,158,000	3434.74
FS	2,510	864,940,000	3445.98	35	KZ	3,927	1,331,253,000	3390.00
BR	2,501	848,042,000	3390.81	36	BR	3,400	1,182,600,000	3478.24
LS	2,123	725,473,000	3417.21	37	TP	2,998	1,029,690,000	3434.59
CD	2,106	715,528,000	3397.57	38	XA	2,859	980,725,000	3430.31
SH	2,025	702,275,000	3468.02	39	PC	2,874	974,567,000	3390.98
AT	1,958	671,672,000	3430.40	40	CD	2,381	823,844,000	3460.08
AO	1,676	574,447,000	3427.49	41	IF	2,127	733,338,000	3447.76
TP	1,639	564,822,000	3446.14	42	SH	2,025	686,475,000	3390.00
DX	1,558	539,668,000	3463.85	43	IU	1,528	542,868,000	3552.80
AF	1,375	481,675,000	3503.09	44	ZR	1,560	532,759,000	3415.12
DP	1,264	429,454,000	3397.58	45	AO	1,325	466,475,000	3520.57
HP	1,243	425,432,000	3422.62	46	ES	1,000	344,000,000	3440.00
AG	1,071	370,542,000	3459.78	47	AT	702	242,599,000	3455.83
KZ	524	177,636,000	3390.00	48	DU	100	33,900,000	3390.00
FZ	515	174,654,000	3391.34	49	RG	44	15,136,000	3440.00
SS	505	172,700,000	3419.80	50	RO	30	10,400,000	3466.67
GA	500	172,500,000	3450.00	51	FS	25	8,625,000	3450.00
IU	360	124,920,000	3470.00	52	AF	25	8,500,000	3400.00
IT	250	84,750,000	3390.00	53	BS	15	5,145,000	3430.00
DU	233	79,473,000	3410.86	54	AR	8	2,824,000	3530.00
MI	216	73,064,000	3382.59	55	JB	2	690,000	3450.00
PP	146	49,494,000	3390.00	56	RB	2	684,000	3420.00
MU	142	48,918,000	3444.93	57	SF	1	347,000	3470.00
RG	109	37,359,000	3427.43	58	IH	1	340,000	3400.00
RS	100	34,700,000	3470.00	59	 	 	 	 
RF	101	34,239,000	3390.00	60	 	 	 	 
PO	100	34,000,000	3400.00	61	 	 	 	 
GI	100	34,000,000	3400.00	62	 	 	 	 
OK	100	33,900,000	3390.00	63	 	 	 	 
AR	88	30,488,000	3464.55	64	 	 	 	 
SF	59	20,062,000	3400.34	65	 	 	 	 
IH	50	17,150,000	3430.00	66	 	 	 	 
BS	50	16,900,000	3380.00	67	 	 	 	 
DD	22	7,480,000	3400.00	68	 	 	 	 
ID	20	6,840,000	3420.00	69	 	 	 	 
PF	10	3,450,000	3450.00	70	 	 	 	 
EL	10	3,430,000	3430.00	71	 	 	 	 
AN	10	3,400,000	3400.00	72	 	 	 	 
QA	5	1,700,000	3400.00	73	 	 	 	 
RB	3	1,024,000	3413.33	74	 	 	 	 
PS	3	1,020,000	3400.00	75	 	 	 	 
TF	3	1,020,000	3400.00	76	 	 	 	 
