BUMIToBrokerCode	BUMI	Start	2026-01-20	End	2026-01-20	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	13,039,925	562,441,523,200	431.32	1	MG	17,658,160	758,496,428,200	429.54
XL	9,860,466	422,235,021,800	428.21	2	YU	11,927,577	511,794,371,400	429.08
YP	7,332,892	314,421,054,600	428.78	3	XL	8,332,950	357,092,634,400	428.53
CC	5,832,404	249,245,151,200	427.35	4	CC	7,610,029	325,805,306,400	428.13
PD	5,312,299	227,939,236,200	429.08	5	AK	6,771,422	291,134,089,800	429.95
YU	5,304,153	226,663,852,400	427.33	6	YP	5,490,311	235,458,519,400	428.86
AK	4,980,472	212,652,307,600	426.97	7	CP	4,278,800	183,593,404,000	429.08
CP	4,883,763	210,305,031,600	430.62	8	XC	3,910,576	167,850,042,200	429.22
BQ	4,609,199	195,196,582,600	423.49	9	PD	3,656,674	155,625,705,000	425.59
XC	4,537,795	194,060,652,200	427.65	10	BQ	2,984,679	126,805,002,400	424.85
KK	3,854,726	166,050,322,200	430.77	11	SQ	2,678,314	114,177,595,400	426.30
LG	3,543,166	152,513,423,800	430.44	12	BK	2,602,395	111,330,026,000	427.80
AZ	2,892,800	123,883,998,000	428.25	13	ZP	2,373,801	100,294,536,000	422.51
NI	2,160,109	92,265,705,200	427.13	14	NI	2,062,872	88,685,719,600	429.91
ZP	2,160,559	91,981,814,400	425.73	15	AZ	2,036,173	86,341,642,000	424.04
SQ	1,744,292	74,554,824,000	427.42	16	LG	1,409,780	60,232,105,000	427.24
GR	1,722,063	73,813,769,400	428.64	17	GR	1,407,443	59,473,040,600	422.56
YB	1,558,715	66,611,557,000	427.35	18	RB	1,363,416	59,344,215,800	435.26
OD	1,398,691	59,809,565,800	427.61	19	KK	1,373,228	58,838,833,400	428.47
HD	1,298,028	55,316,070,000	426.15	20	YB	1,355,126	57,788,321,800	426.44
DR	1,288,418	55,002,388,000	426.90	21	HD	1,253,282	53,493,700,800	426.83
KZ	1,265,180	54,284,451,200	429.07	22	SS	871,296	37,416,928,000	429.44
EP	934,510	39,885,122,400	426.80	23	KI	814,022	35,050,961,600	430.59
BB	921,278	39,664,881,400	430.54	24	OD	821,793	34,974,447,800	425.59
AI	876,566	37,488,439,400	427.67	25	EP	732,176	31,296,068,400	427.44
XA	685,472	29,149,096,200	425.24	26	AI	553,000	23,864,653,000	431.55
KI	585,734	25,207,927,600	430.36	27	TP	512,467	22,139,355,000	432.02
YJ	507,301	21,761,292,000	428.96	28	XA	387,735	16,615,700,600	428.53
DP	482,999	20,871,921,600	432.13	29	IN	336,768	14,614,025,600	433.95
IF	449,380	19,063,514,400	424.22	30	YJ	291,989	12,406,773,400	424.91
IN	397,613	17,035,884,800	428.45	31	DR	244,008	10,525,983,000	431.38
BR	345,590	14,801,027,600	428.28	32	DX	190,314	8,237,376,400	432.83
HP	299,821	12,862,926,800	429.02	33	AO	162,716	6,946,642,600	426.92
DH	270,339	11,601,423,000	429.14	34	HP	152,734	6,510,410,800	426.26
RF	237,163	10,272,474,200	433.14	35	AG	151,420	6,364,499,800	420.32
AG	221,232	9,302,152,600	420.47	36	IF	131,615	5,688,530,600	432.21
BK	200,052	8,374,851,800	418.63	37	AT	124,104	5,342,501,600	430.49
CD	175,416	7,527,677,200	429.13	38	DH	111,076	4,782,158,400	430.53
AO	174,293	7,382,188,600	423.55	39	BR	84,115	3,607,026,800	428.82
EL	171,020	7,259,086,000	424.46	40	IU	78,650	3,379,115,000	429.64
AT	150,231	6,431,685,600	428.12	41	EL	70,700	2,992,700,000	423.30
PC	151,181	6,343,259,800	419.58	42	ES	68,340	2,964,552,000	433.79
TP	140,819	5,941,377,400	421.92	43	FS	67,020	2,853,049,600	425.70
LS	134,526	5,692,124,200	423.12	44	CD	46,950	1,991,554,000	424.19
DX	97,382	4,154,617,000	426.63	45	PG	44,596	1,914,383,000	429.27
IU	85,007	3,602,162,800	423.75	46	MI	42,454	1,815,497,200	427.64
ES	82,590	3,508,342,000	424.79	47	PC	42,810	1,811,356,400	423.12
IH	81,283	3,496,993,000	430.22	48	GA	33,765	1,453,989,000	430.62
BS	72,475	3,144,355,000	433.85	49	AF	33,590	1,447,252,800	430.86
MI	60,486	2,621,052,000	433.33	50	LS	31,734	1,373,137,800	432.70
PF	52,118	2,176,297,600	417.57	51	FZ	29,642	1,274,555,800	429.98
PG	48,726	2,095,348,400	430.03	52	RO	28,011	1,215,353,000	433.88
RG	38,338	1,637,248,800	427.06	53	SA	23,900	1,034,095,200	432.68
RO	35,827	1,505,525,600	420.22	54	DP	20,000	872,000,000	436.00
SA	34,711	1,487,479,600	428.53	55	OK	13,650	587,930,000	430.72
FZ	26,185	1,115,558,000	426.03	56	RG	10,150	440,261,000	433.75
FS	25,583	1,096,383,600	428.56	57	RF	10,036	429,648,800	428.11
OK	19,100	817,560,000	428.04	58	SH	9,115	394,444,000	432.74
SS	13,020	558,860,000	429.23	59	DU	3,438	149,286,600	434.23
BF	10,570	442,624,000	418.75	60	PO	3,192	137,115,000	429.56
MU	10,352	436,046,000	421.22	61	RX	1,372	57,624,000	420.00
AN	8,655	359,181,200	415.00	62	YO	1,000	43,600,000	436.00
SH	4,814	207,852,800	431.77	63	MU	750	32,900,000	438.67
RS	4,070	174,131,000	427.84	64	QA	713	30,735,400	431.07
SF	3,820	162,258,600	424.76	65	RS	479	19,957,000	416.64
GA	3,765	161,502,000	428.96	66	IH	460	19,934,000	433.35
DU	3,200	132,970,000	415.53	67	ZR	429	18,458,600	430.27
RB	2,955	126,489,200	428.05	68	AN	373	16,319,000	437.51
JB	2,051	86,036,000	419.48	69	FO	300	13,060,000	435.33
AF	1,990	84,660,000	425.43	70	IC	300	12,900,000	430.00
QA	1,161	48,588,800	418.51	71	DD	280	11,968,000	427.43
PO	1,000	43,000,000	430.00	72	SF	182	7,963,200	437.54
YO	1,000	41,400,000	414.00	73	JB	120	5,172,000	431.00
DD	900	37,890,000	421.00	74	TF	100	4,380,000	438.00
ID	800	34,120,000	426.50	75	ID	100	4,320,000	432.00
ZR	606	25,219,400	416.16	76	IT	100	4,300,000	430.00
AH	500	21,400,000	428.00	77	BS	25	1,084,000	433.60
AR	500	20,940,000	418.80	78	GI	24	1,025,200	427.17
TF	474	20,454,800	431.54	79	 	 	 	 
IC	250	10,800,000	432.00	80	 	 	 	 
FO	150	6,360,000	424.00	81	 	 	 	 
IT	100	4,160,000	416.00	82	 	 	 	 
GI	31	1,329,400	428.84	83	 	 	 	 
AD	10	426,000	426.00	84	 	 	 	 
