BUMIToBrokerCode	BUMI	Start	2026-01-26	End	2026-01-26	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	9,549,983	333,539,230,600	349.26	1	YU	11,631,965	408,087,850,600	350.83
AK	6,009,335	209,652,430,600	348.88	2	MG	10,133,180	355,797,693,600	351.12
CC	5,824,441	203,375,234,800	349.18	3	AK	8,769,944	308,227,392,600	351.46
PD	5,646,658	198,694,812,000	351.88	4	XL	6,189,620	215,215,452,000	347.70
YP	5,637,941	197,192,270,800	349.76	5	CP	4,738,293	166,834,083,400	352.10
CP	4,872,635	170,488,494,200	349.89	6	YP	4,489,625	156,371,926,000	348.30
MG	4,388,710	153,524,789,000	349.82	7	CC	4,044,216	142,227,360,200	351.68
ZP	4,030,894	140,065,215,400	347.48	8	XC	2,877,971	100,299,766,400	348.51
XC	3,899,424	136,451,401,000	349.93	9	PD	2,552,935	88,211,005,200	345.53
YU	3,447,231	119,038,982,000	345.32	10	IF	2,462,489	83,343,144,800	338.45
AZ	2,547,550	88,693,407,600	348.15	11	ZP	2,282,625	81,292,003,200	356.13
IF	2,317,189	83,272,329,400	359.37	12	AZ	2,123,195	73,660,376,200	346.93
HD	2,026,594	70,084,162,200	345.82	13	HD	2,046,150	70,882,386,400	346.42
SQ	1,824,836	63,558,536,600	348.30	14	BQ	1,812,598	62,742,909,400	346.15
KK	1,657,669	57,505,724,200	346.91	15	SQ	1,792,411	61,263,405,800	341.79
BQ	1,646,881	57,215,010,000	347.41	16	YJ	1,338,889	46,231,677,000	345.30
NI	1,615,823	56,457,487,400	349.40	17	KK	1,292,425	44,769,598,200	346.40
YB	1,514,774	52,254,203,200	344.96	18	YB	1,083,974	37,349,164,600	344.56
GR	1,345,549	47,160,801,600	350.49	19	DP	1,012,729	34,735,968,200	342.99
DR	1,303,296	46,214,828,200	354.60	20	BK	949,613	33,388,074,400	351.60
OD	1,296,730	44,705,229,400	344.75	21	NI	817,603	28,726,809,000	351.35
BK	1,222,424	41,457,119,000	339.14	22	RX	757,922	25,961,875,600	342.54
LG	988,914	34,617,763,200	350.06	23	DR	735,657	25,288,747,600	343.76
RF	813,993	27,844,238,800	342.07	24	RF	711,050	24,338,710,000	342.29
KZ	700,000	23,860,000,000	340.86	25	LG	642,020	22,178,881,800	345.45
XA	679,556	23,651,551,600	348.04	26	AO	595,876	21,322,873,800	357.84
EP	643,323	22,295,622,000	346.57	27	OD	559,462	19,154,313,000	342.37
YJ	599,443	21,049,197,800	351.15	28	DH	519,925	17,770,148,200	341.78
AI	546,318	18,999,560,000	347.77	29	GR	492,316	16,905,085,600	343.38
KI	465,652	15,987,379,600	343.33	30	EP	426,385	14,907,685,200	349.63
AO	411,996	14,743,849,800	357.86	31	IN	367,760	12,494,600,000	339.75
IN	419,831	14,587,273,400	347.46	32	AG	331,500	11,633,088,000	350.92
SS	422,820	14,578,234,000	344.79	33	XA	279,105	9,732,176,200	348.69
AG	359,627	12,630,355,200	351.21	34	IU	260,880	9,457,758,000	362.53
DH	284,895	9,955,342,000	349.44	35	YO	247,234	8,385,441,400	339.17
TP	236,403	8,278,649,400	350.19	36	SS	206,500	7,462,200,000	361.37
RG	233,937	8,141,413,600	348.02	37	AI	209,063	7,061,423,200	337.77
DP	200,000	6,890,000,000	344.50	38	IH	178,283	6,120,614,800	343.31
AT	160,868	5,633,368,400	350.19	39	RG	176,900	6,098,660,000	344.75
HP	149,233	5,248,398,600	351.69	40	HP	157,783	5,632,117,600	356.95
DX	149,727	5,170,866,400	345.35	41	TP	134,321	4,728,967,600	352.06
ES	134,575	4,757,663,000	353.53	42	AT	123,134	4,365,402,000	354.52
EL	128,900	4,539,260,000	352.15	43	EL	113,105	3,912,562,000	345.92
LS	115,686	4,022,749,200	347.73	44	FZ	88,456	3,088,382,800	349.14
IH	112,250	3,885,535,600	346.15	45	KI	80,085	2,799,472,000	349.56
SH	103,810	3,534,286,800	340.46	46	BR	75,775	2,695,822,800	355.77
FZ	86,934	3,023,690,200	347.81	47	BS	67,490	2,432,950,000	360.49
FS	78,514	2,757,716,000	351.24	48	LS	67,282	2,392,118,400	355.54
BR	72,439	2,555,994,800	352.85	49	DX	61,406	2,234,078,800	363.82
RS	61,798	2,222,567,600	359.65	50	RS	53,892	1,799,992,800	334.00
RO	60,134	2,105,484,600	350.13	51	ES	45,125	1,523,270,000	337.57
CD	60,713	2,085,808,400	343.55	52	MI	37,501	1,336,534,400	356.40
PG	41,920	1,444,910,000	344.68	53	PC	25,972	864,813,800	332.98
AR	36,425	1,236,470,000	339.46	54	SH	24,944	848,916,000	340.33
PO	35,067	1,186,285,200	338.29	55	OK	23,025	821,400,000	356.74
AN	29,462	1,044,355,600	354.48	56	CD	22,416	757,503,400	337.93
IU	28,630	992,262,000	346.58	57	PI	20,000	724,000,000	362.00
OK	26,880	928,120,000	345.28	58	RB	12,003	404,503,800	337.00
PF	26,000	868,200,000	333.92	59	AR	10,500	386,300,000	367.90
RB	12,878	433,521,000	336.64	60	FS	9,864	345,196,800	349.96
AF	12,592	431,606,400	342.76	61	PG	7,140	254,124,000	355.92
MI	11,500	400,880,000	348.59	62	RO	4,214	151,702,800	360.00
BS	10,390	347,222,000	334.19	63	JB	2,101	73,676,200	350.67
PC	7,793	271,394,400	348.25	64	QA	1,948	68,987,400	354.14
BB	5,000	169,964,200	339.93	65	IT	1,500	53,800,000	358.67
MU	4,390	149,714,000	341.03	66	BB	1,383	46,598,600	336.94
IT	3,600	123,880,000	344.11	67	AF	1,200	40,080,000	334.00
ZR	3,635	122,916,000	338.15	68	ZR	570	20,656,000	362.39
GA	3,170	112,890,000	356.12	69	SA	515	18,034,000	350.17
QA	1,834	64,905,200	353.90	70	MU	392	14,034,400	358.02
SF	1,484	50,569,800	340.77	71	PO	367	13,258,600	361.27
SA	1,090	37,466,000	343.72	72	AN	361	12,050,000	333.80
DD	1,000	34,100,000	341.00	73	GA	220	7,576,000	344.36
TS	735	24,990,000	340.00	74	ID	75	2,650,000	353.33
JB	606	21,195,600	349.76	75	SF	52	1,844,000	354.62
BF	500	18,200,000	364.00	76	GI	9	317,400	352.67
YO	500	17,800,000	356.00	77	 	 	 	 
ID	250	8,742,000	349.68	78	 	 	 	 
DU	96	3,427,200	357.00	79	 	 	 	 
GI	62	2,196,600	354.29	80	 	 	 	 
II	50	1,670,000	334.00	81	 	 	 	 
TF	17	582,800	342.82	82	 	 	 	 
AD	2	68,800	344.00	83	 	 	 	 
