BUMIToBrokerCode	BUMI	Start	2026-01-19	End	2026-01-19	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	7,651,995	307,843,714,400	402.31	1	XL	6,856,278	273,808,887,800	399.35
XL	6,704,861	268,300,449,600	400.16	2	YU	6,448,627	257,782,260,800	399.75
AK	5,324,495	212,643,315,000	399.37	3	MG	5,066,525	203,915,967,400	402.48
CC	4,225,853	168,802,370,000	399.45	4	PD	4,034,877	161,059,481,600	399.17
YP	3,503,175	140,156,081,000	400.08	5	CC	3,913,572	157,459,465,000	402.34
BQ	3,137,349	125,892,887,800	401.27	6	YP	3,760,976	150,543,752,000	400.28
PD	2,721,712	109,248,106,800	401.39	7	BQ	3,506,981	140,966,491,400	401.96
CP	2,469,048	98,928,468,000	400.67	8	KK	3,142,212	125,140,296,400	398.26
XC	2,298,260	92,022,525,200	400.40	9	XC	2,697,793	107,821,271,800	399.66
BK	2,011,116	80,767,141,000	401.60	10	CP	2,045,305	81,925,890,400	400.56
YU	2,015,714	80,240,149,000	398.07	11	AZ	1,739,350	70,063,847,600	402.82
AZ	1,825,063	73,630,895,200	403.44	12	SQ	1,657,002	66,264,092,600	399.90
KK	1,436,668	57,231,576,200	398.36	13	BK	1,444,305	58,973,501,400	408.32
LG	1,342,005	53,997,439,200	402.36	14	AK	1,414,428	56,967,149,400	402.76
SQ	1,020,983	40,696,448,000	398.60	15	NI	1,352,340	54,076,198,600	399.87
BB	944,000	38,500,800,000	407.85	16	ZP	1,193,251	48,035,106,800	402.56
GR	955,111	38,305,939,000	401.06	17	HD	927,999	37,230,097,600	401.19
HD	952,094	38,111,806,800	400.29	18	LG	885,191	35,537,932,200	401.47
YB	833,747	33,359,990,600	400.12	19	XA	777,537	31,108,549,600	400.09
NI	736,451	29,399,829,200	399.21	20	GR	728,608	29,146,122,600	400.02
TP	718,710	28,889,717,200	401.97	21	YB	659,254	26,363,951,400	399.91
SS	727,796	28,782,280,800	395.47	22	DR	578,120	23,303,309,600	403.09
DR	585,181	23,474,168,800	401.14	23	OD	522,121	20,890,395,200	400.11
EP	537,333	21,458,442,600	399.35	24	TP	455,550	18,256,323,000	400.75
OD	520,997	20,789,565,600	399.03	25	CD	391,392	15,619,133,400	399.07
ZP	518,865	20,761,206,200	400.13	26	EP	367,593	14,793,054,800	402.43
XA	485,817	19,498,386,800	401.35	27	IF	357,470	14,305,182,400	400.18
AI	475,976	19,344,224,000	406.41	28	AI	334,360	13,406,759,600	400.97
YJ	449,151	18,230,802,800	405.89	29	YJ	293,266	11,743,097,800	400.42
DH	425,078	16,987,910,000	399.64	30	HP	238,029	9,478,011,400	398.19
KI	392,769	16,042,927,000	408.46	31	DH	217,771	8,733,148,800	401.02
IN	258,915	10,493,426,400	405.28	32	PI	215,000	8,575,000,000	398.84
BR	196,212	7,913,762,000	403.33	33	DX	184,480	7,374,027,000	399.72
IF	170,147	6,857,884,000	403.06	34	ES	170,120	6,745,543,800	396.52
AO	145,958	5,865,590,600	401.87	35	IN	129,504	5,203,623,600	401.81
AG	147,707	5,860,810,200	396.79	36	AG	117,103	4,680,480,400	399.69
IU	139,852	5,571,798,800	398.41	37	EL	112,570	4,592,810,000	408.00
DP	100,000	3,950,000,000	395.00	38	AO	110,186	4,440,830,600	403.03
HP	93,876	3,754,085,200	399.90	39	IU	109,173	4,411,209,000	404.06
