INETToBrokerCode	INET	Start	2025-11-26	End	2025-11-26	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	3,542,084	245,454,684,500	692.97	1	XL	3,131,471	213,993,848,000	683.37
YP	2,156,286	148,446,715,500	688.44	2	YP	2,342,489	160,517,979,500	685.25
MG	1,868,886	128,092,366,000	685.39	3	MG	1,945,023	132,462,074,000	681.03
CC	1,500,876	103,568,830,000	690.06	4	CC	1,454,446	100,861,403,000	693.47
AK	928,697	61,933,352,500	666.88	5	AK	1,116,488	77,920,623,500	697.91
CP	912,801	61,470,701,500	673.43	6	CP	1,055,768	72,108,585,000	683.00
XC	709,180	49,556,375,500	698.78	7	BK	688,385	48,054,931,000	698.08
PD	571,520	39,498,873,000	691.12	8	XC	428,000	29,348,007,500	685.70
NI	357,146	24,330,054,000	681.24	9	PD	403,006	27,618,160,000	685.30
KK	276,541	18,835,919,500	681.13	10	KK	262,700	18,334,390,000	697.92
SQ	252,284	17,572,342,000	696.53	11	YJ	259,593	17,918,030,000	690.24
ZP	243,581	16,306,376,500	669.44	12	YB	258,269	17,296,740,000	669.72
YB	236,286	15,702,058,000	664.54	13	NI	230,061	15,921,791,000	692.07
OD	220,912	15,337,832,500	694.30	14	DR	221,062	14,873,155,500	672.80
LG	214,215	14,616,726,500	682.34	15	SQ	215,501	14,818,826,000	687.65
XA	144,748	10,066,639,000	695.46	16	OD	205,695	14,326,905,000	696.51
AG	121,971	8,677,935,500	711.48	17	ZP	175,917	12,456,855,500	708.11
BQ	126,822	8,628,860,000	680.39	18	AO	147,559	9,608,594,500	651.17
DR	119,328	8,215,266,500	688.46	19	BQ	118,971	8,179,022,500	687.48
BK	108,804	7,635,580,500	701.77	20	XA	91,394	6,383,596,000	698.47
YJ	101,390	6,496,358,000	640.73	21	GR	91,758	6,346,173,500	691.62
AT	83,059	5,652,607,000	680.55	22	HP	84,091	5,471,922,500	650.71
EP	80,913	5,622,663,500	694.90	23	LG	72,818	4,906,178,000	673.76
AZ	70,443	4,905,745,000	696.41	24	EP	68,197	4,733,402,000	694.08
FZ	63,624	4,189,173,000	658.43	25	AT	66,733	4,518,164,500	677.05
GR	57,824	3,950,820,000	683.25	26	AZ	64,590	4,500,138,000	696.72
AO	58,410	3,857,727,000	660.46	27	FZ	58,517	3,875,917,000	662.36
YU	52,126	3,635,435,000	697.43	28	DH	52,104	3,487,126,500	669.26
DH	52,049	3,531,864,000	678.57	29	KI	35,005	2,423,553,500	692.34
AI	40,547	2,762,811,500	681.38	30	BR	33,597	2,265,287,000	674.25
IF	36,666	2,582,636,000	704.37	31	AI	28,079	1,910,047,000	680.24
FS	33,765	2,273,962,500	673.47	32	PC	24,100	1,679,136,500	696.74
HP	34,348	2,269,944,500	660.87	33	HD	24,121	1,666,472,000	690.88
HD	31,676	2,151,099,000	679.09	34	YU	24,256	1,629,058,000	671.61
KI	31,037	2,149,687,000	692.62	35	SA	23,150	1,443,400,000	623.50
BR	31,615	2,115,568,500	669.17	36	QA	17,287	1,211,814,500	701.00
PC	27,027	1,793,182,500	663.48	37	TP	15,577	1,099,017,000	705.54
TP	21,900	1,488,370,000	679.62	38	IN	15,560	1,046,857,500	672.79
QA	18,066	1,267,743,500	701.73	39	IF	13,161	898,793,000	682.92
IH	14,799	945,225,500	638.71	40	FS	12,468	873,567,500	700.65
IN	13,573	867,139,000	638.87	41	IU	11,703	818,085,000	699.04
IU	11,713	727,778,500	621.34	42	IH	12,484	800,503,000	641.22
SA	9,875	671,500,000	680.00	43	BB	5,000	352,500,000	705.00
LS	7,418	518,207,000	698.58	44	AG	4,869	330,751,500	679.30
CD	6,813	479,010,000	703.08	45	SH	4,237	283,094,500	668.15
DX	5,597	382,907,000	684.13	46	DX	3,128	218,417,500	698.27
BB	5,000	322,500,000	645.00	47	RG	2,345	158,282,500	674.98
SH	2,287	150,415,500	657.70	48	RF	2,100	145,600,000	693.33
RF	2,200	136,400,000	620.00	49	ES	2,030	142,920,000	704.04
RG	2,055	131,935,000	642.02	50	GA	2,000	141,500,000	707.50
GA	2,000	128,000,000	640.00	51	CD	1,892	131,896,000	697.12
RB	1,526	106,842,500	700.15	52	SF	1,303	89,901,000	689.95
SF	1,421	97,661,500	687.27	53	BS	1,050	73,525,000	700.24
SS	1,500	97,000,000	646.67	54	LS	1,163	72,056,500	619.57
PG	1,310	93,665,000	715.00	55	II	1,000	71,000,000	710.00
RO	1,262	87,184,000	690.84	56	RB	638	45,892,000	719.31
BS	1,150	80,500,000	700.00	57	PF	480	33,600,000	700.00
II	1,000	63,500,000	635.00	58	RO	350	24,125,000	689.29
PO	772	53,557,000	693.74	59	MU	341	23,870,000	700.00
IT	720	50,530,000	701.81	60	PO	342	22,927,500	670.39
ES	519	37,080,500	714.46	61	ZR	130	9,120,000	701.54
TF	400	28,005,500	700.14	62	GI	6	419,000	698.33
MU	405	26,003,000	642.05	63	TF	3	211,500	705.00
AN	320	19,925,000	622.66	64	AN	2	147,000	735.00
ZR	176	11,930,500	677.87	65	 	 	 	 
OK	150	10,575,000	705.00	66	 	 	 	 
ID	100	6,500,000	650.00	67	 	 	 	 
GI	42	3,033,000	722.14	68	 	 	 	 
DU	5	350,000	700.00	69	 	 	 	 
JB	2	141,000	705.00	70	 	 	 	 
