INETToBrokerCode	INET	Start	2025-11-27	End	2025-11-27	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	1,859,123	121,246,459,000	652.17	1	AK	1,567,092	101,872,753,000	650.08
MG	939,457	60,215,380,000	640.96	2	XL	1,426,944	92,715,594,500	649.75
CC	761,668	49,642,941,000	651.77	3	CC	986,268	64,819,289,000	657.22
YP	752,665	48,781,379,500	648.12	4	MG	728,224	46,944,975,500	644.65
CP	469,087	30,285,557,000	645.63	5	YP	483,173	31,159,060,500	644.88
AK	468,897	30,177,478,000	643.58	6	CP	434,104	27,963,161,500	644.16
PD	313,597	20,418,688,000	651.11	7	XC	243,759	15,992,137,000	656.06
XC	292,302	19,125,819,500	654.32	8	PD	242,313	15,728,784,000	649.11
YB	264,377	17,008,988,500	643.36	9	BK	199,303	13,026,747,500	653.62
NI	210,531	13,688,654,500	650.20	10	NI	189,784	12,355,164,000	651.01
YJ	182,762	11,931,005,000	652.82	11	YJ	171,590	11,155,376,500	650.12
SQ	182,912	11,918,728,000	651.61	12	YB	159,749	10,307,565,000	645.24
LG	140,004	9,156,950,500	654.05	13	ZP	148,382	9,753,658,000	657.33
OD	124,606	8,105,516,000	650.49	14	SQ	148,156	9,650,347,000	651.36
KK	116,446	7,583,479,000	651.24	15	LG	136,773	8,781,716,000	642.07
ZP	110,197	7,208,721,000	654.17	16	XA	100,863	6,344,884,000	629.06
AZ	84,621	5,542,280,000	654.95	17	EP	78,494	5,002,842,000	637.35
GR	76,191	4,882,695,000	640.85	18	KK	76,503	4,891,750,000	639.42
EP	70,590	4,564,875,000	646.67	19	OD	71,643	4,640,020,000	647.66
XA	68,994	4,443,374,500	644.02	20	AZ	55,158	3,635,364,000	659.08
AT	53,254	3,446,842,000	647.25	21	GR	53,649	3,508,274,500	653.93
BQ	51,926	3,367,253,000	648.47	22	YU	48,777	3,147,806,000	645.35
DR	42,524	2,776,064,500	652.82	23	AT	46,321	2,982,794,500	643.94
DH	42,324	2,755,066,500	650.95	24	DH	42,249	2,748,054,500	650.44
IN	39,750	2,519,625,000	633.87	25	BQ	42,439	2,702,862,500	636.88
TP	36,779	2,425,557,000	659.50	26	FS	40,992	2,612,520,500	637.32
PC	31,240	2,089,430,000	668.83	27	DR	38,790	2,511,440,500	647.45
IF	29,317	1,942,777,000	662.68	28	RF	19,200	1,212,100,000	631.30
HP	27,701	1,784,155,500	644.08	29	AI	17,631	1,152,708,000	653.80
AO	23,096	1,558,020,500	674.58	30	AO	17,742	1,126,130,000	634.73
AG	23,056	1,543,305,000	669.37	31	HD	14,665	935,675,000	638.03
FS	21,848	1,374,876,500	629.29	32	TP	11,012	697,037,500	632.98
YU	20,386	1,327,267,500	651.07	33	IF	10,766	687,700,000	638.77
RF	19,200	1,288,750,000	671.22	34	FZ	9,075	613,846,000	676.41
BK	19,075	1,201,725,000	630.00	35	PC	8,550	540,255,000	631.88
AI	18,279	1,196,708,500	654.69	36	HP	6,366	415,036,500	651.96
BR	15,712	1,029,233,500	655.06	37	SA	5,600	357,700,000	638.75
HD	12,925	838,935,000	649.08	38	IN	5,050	321,425,000	636.49
FZ	12,519	826,382,000	660.10	39	BR	4,683	301,212,500	643.20
MI	12,000	799,800,000	666.50	40	RO	4,200	264,300,000	629.29
CD	10,446	681,511,000	652.41	41	KI	2,213	146,800,000	663.35
KI	7,405	485,385,500	655.48	42	DX	2,033	129,179,000	635.41
RS	6,350	400,050,000	630.00	43	MI	1,800	121,100,000	672.78
DX	5,984	394,112,500	658.61	44	IU	1,500	99,225,000	661.50
SA	5,140	356,215,000	693.03	45	IH	1,525	95,250,000	624.59
RO	5,041	326,102,500	646.90	46	AG	1,101	70,749,000	642.59
QA	4,425	298,654,000	674.92	47	QA	780	51,480,000	660.00
ES	3,228	210,895,000	653.33	48	SH	728	47,638,500	654.38
IU	3,050	202,225,000	663.03	49	CD	570	36,359,000	637.88
SH	2,575	168,662,500	655.00	50	IT	460	29,210,000	635.00
GA	2,500	168,250,000	673.00	51	JB	165	10,555,000	639.70
AD	2,237	149,879,000	670.00	52	LS	135	8,602,500	637.22
AN	2,302	149,024,000	647.37	53	SF	111	7,158,000	644.86
MU	1,758	113,345,500	644.74	54	TF	106	6,943,000	655.00
IH	1,480	95,042,500	642.18	55	PO	70	4,445,000	635.00
SF	979	63,049,000	644.01	56	ES	70	4,425,000	632.14
LS	766	49,772,000	649.77	57	RB	65	4,267,500	656.54
ID	650	42,275,000	650.38	58	ZR	20	1,350,000	675.00
ZR	330	21,330,000	646.36	59	AN	20	1,310,000	655.00
TF	300	19,500,000	650.00	60	RS	10	630,000	630.00
JB	160	10,160,000	635.00	61	 	 	 	 
BS	150	9,750,000	650.00	62	 	 	 	 
RB	133	8,595,000	646.24	63	 	 	 	 
PG	100	6,650,000	665.00	64	 	 	 	 
FO	50	3,112,500	622.50	65	 	 	 	 
RG	20	1,320,000	660.00	66	 	 	 	 
PO	9	581,500	646.11	67	 	 	 	 
GI	6	418,000	696.67	68	 	 	 	 
PP	2	134,000	670.00	69	 	 	 	 
