INETToBrokerCode	INET	Start	2025-11-04	End	2025-11-04	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	489,334	14,120,269,600	288.56	1	XL	351,820	10,129,450,200	287.92
XL	254,681	7,336,932,600	288.08	2	CC	199,594	5,754,746,400	288.32
CC	228,560	6,595,889,000	288.58	3	YP	164,135	4,732,432,800	288.33
XA	109,287	3,120,706,600	285.55	4	YB	140,429	4,047,068,600	288.19
YP	106,658	3,071,953,000	288.02	5	PD	134,809	3,880,007,600	287.82
YB	95,197	2,741,626,000	287.00	6	MG	112,657	3,231,343,800	286.83
LG	80,505	2,312,770,800	287.28	7	AK	96,847	2,783,035,600	287.36
AO	72,050	2,072,840,000	287.69	8	XA	82,146	2,374,111,000	289.01
MG	71,051	2,037,730,800	286.80	9	XC	69,752	2,012,496,400	288.52
XC	59,374	1,707,001,200	287.50	10	SA	57,500	1,656,000,000	288.00
PD	58,716	1,696,011,200	288.85	11	IN	55,252	1,598,858,400	289.38
SA	57,500	1,656,000,000	288.00	12	AO	51,468	1,472,260,000	286.05
GR	47,455	1,359,358,600	286.45	13	CP	50,688	1,463,517,400	288.73
KK	38,056	1,100,793,800	289.26	14	AT	46,360	1,335,425,200	288.06
DH	36,786	1,052,383,200	286.08	15	LG	45,505	1,317,248,200	289.47
ZP	35,589	1,029,037,400	289.14	16	DH	45,153	1,299,211,200	287.74
AT	33,157	951,365,800	286.93	17	EP	40,699	1,169,206,200	287.28
IN	30,000	862,000,000	287.33	18	KK	38,599	1,109,133,200	287.35
OD	27,567	797,282,600	289.22	19	ID	34,100	975,260,000	286.00
SQ	26,699	766,804,400	287.20	20	DR	31,351	904,503,000	288.51
DR	24,786	713,828,800	288.00	21	NI	30,533	879,167,000	287.94
CP	22,963	662,960,800	288.71	22	GR	30,104	865,870,200	287.63
NI	21,429	615,281,800	287.13	23	SQ	29,117	838,739,800	288.06
EP	21,159	610,832,600	288.69	24	BQ	25,580	735,838,600	287.66
AZ	12,025	347,653,600	289.11	25	AZ	22,020	639,171,000	290.27
BQ	11,431	331,331,600	289.85	26	OD	20,371	587,230,000	288.27
BK	10,000	290,000,000	290.00	27	AI	14,014	402,408,600	287.15
AI	9,501	271,929,000	286.21	28	YJ	13,537	390,798,000	288.69
QA	5,839	169,331,000	290.00	29	MU	12,543	356,229,800	284.01
TP	5,306	153,952,800	290.15	30	RG	9,872	284,313,600	288.00
PC	5,120	147,464,000	288.02	31	ZP	9,784	281,183,200	287.39
IF	2,673	77,318,000	289.26	32	CD	7,610	220,254,200	289.43
RG	2,150	61,570,000	286.37	33	HP	7,626	218,865,000	287.00
HP	1,558	45,017,000	288.94	34	KI	7,399	215,360,200	291.07
KI	1,251	35,917,400	287.11	35	AG	6,293	181,275,000	288.06
HD	1,200	34,220,000	285.17	36	QA	5,860	167,591,800	285.99
AG	1,002	28,858,000	288.00	37	PC	5,600	162,400,000	290.00
CD	597	17,256,000	289.05	38	YU	4,129	119,319,000	288.98
PO	383	10,953,800	286.00	39	TP	3,910	112,156,000	286.84
YJ	375	10,840,000	289.07	40	DX	1,000	29,020,000	290.20
YU	358	10,302,000	287.77	41	MI	1,000	28,600,000	286.00
DX	244	6,995,200	286.69	42	IF	878	25,439,400	289.74
FZ	200	5,720,000	286.00	43	SH	595	17,255,000	290.00
MU	43	1,221,200	284.00	44	HD	500	14,600,000	292.00
 	 	 	 	45	ZR	500	14,500,000	290.00
 	 	 	 	46	SS	325	9,382,000	288.68
 	 	 	 	47	FO	100	2,900,000	290.00
 	 	 	 	48	LS	100	2,860,000	286.00
 	 	 	 	49	BR	50	1,440,000	288.00
 	 	 	 	50	GI	1	28,600	286.00
