INETToBrokerCode	INET	Start	2025-11-10	End	2025-11-10	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	3,340,333	122,806,926,000	367.65	1	XL	3,672,262	135,306,058,400	368.45
CC	2,253,086	81,107,799,400	359.99	2	YP	2,092,186	76,102,390,800	363.75
AK	1,724,579	61,798,138,400	358.34	3	CC	1,729,757	62,724,837,400	362.62
YP	1,628,894	59,860,126,400	367.49	4	PD	943,901	34,268,509,000	363.05
MG	1,233,415	46,749,108,600	379.02	5	MG	870,010	32,467,947,200	373.19
CP	1,073,621	39,914,141,200	371.77	6	CP	807,440	29,458,605,600	364.84
AZ	616,939	23,653,393,000	383.40	7	AK	802,109	29,325,888,000	365.61
PD	574,062	20,985,661,600	365.56	8	XC	681,024	24,710,966,800	362.85
XC	545,338	19,838,391,400	363.78	9	AZ	482,554	17,266,321,000	357.81
ZP	415,491	14,426,537,800	347.22	10	NI	432,268	15,856,527,800	366.82
YB	367,821	13,738,894,000	373.52	11	DR	398,480	14,940,655,000	374.94
KK	362,405	13,419,663,800	370.29	12	YB	401,384	14,738,261,200	367.19
BQ	322,270	11,862,177,200	368.08	13	XA	370,380	13,364,547,400	360.83
NI	236,798	8,633,908,000	364.61	14	KK	351,480	12,827,101,000	364.95
YJ	179,845	6,896,724,400	383.48	15	BQ	332,127	12,254,019,800	368.96
EP	171,435	6,283,649,800	366.53	16	OD	281,229	10,208,316,200	362.99
OD	169,333	6,124,738,600	361.70	17	SA	184,897	6,891,426,800	372.72
DR	142,425	5,327,151,200	374.03	18	ZP	191,576	6,684,440,200	348.92
LG	133,973	4,772,144,200	356.20	19	LG	182,919	6,591,677,000	360.36
XA	137,434	4,770,783,600	347.13	20	AO	169,690	6,151,957,000	362.54
TP	130,710	4,470,054,600	341.98	21	SQ	165,341	6,045,752,600	365.65
SQ	122,099	4,426,681,000	362.55	22	YJ	157,097	5,884,040,600	374.55
AT	113,659	4,047,318,800	356.09	23	DH	146,700	5,444,213,200	371.11
GR	113,681	3,991,141,400	351.08	24	AT	141,481	5,099,406,800	360.43
AO	107,910	3,939,771,600	365.10	25	GR	135,594	4,930,344,200	363.61
BK	104,094	3,536,696,400	339.76	26	YU	105,946	3,772,813,000	356.11
DH	80,347	2,914,887,600	362.79	27	EP	99,611	3,693,307,600	370.77
IF	71,866	2,507,230,400	348.88	28	HP	81,018	3,033,600,200	374.44
YU	63,263	2,300,560,800	363.65	29	DX	58,312	2,230,162,200	382.45
RS	60,649	1,999,447,000	329.68	30	ES	53,000	1,822,800,000	343.92
ES	48,000	1,606,000,000	334.58	31	TP	49,473	1,772,140,400	358.20
HP	41,263	1,471,597,400	356.64	32	AI	29,113	1,037,270,400	356.29
PI	17,000	670,000,000	394.12	33	AG	25,368	962,787,800	379.53
HD	16,166	570,385,200	352.83	34	IN	26,021	937,919,800	360.45
LS	16,013	557,134,000	347.93	35	HD	22,024	800,164,600	363.31
AI	15,218	534,172,200	351.01	36	KI	18,545	716,260,000	386.23
IN	13,821	494,345,200	357.68	37	BK	19,377	658,619,400	339.90
SS	10,000	382,000,000	382.00	38	LS	17,764	636,716,600	358.43
AG	10,225	381,896,200	373.49	39	IF	16,096	615,358,200	382.31
SH	9,300	345,100,000	371.08	40	OK	13,450	538,000,000	400.00
KI	8,038	299,355,600	372.43	41	SH	12,900	485,060,000	376.02
PC	6,172	220,246,800	356.85	42	PS	10,000	388,000,000	388.00
RG	6,640	219,550,400	330.65	43	PC	10,130	367,144,400	362.43
DX	5,391	195,781,200	363.16	44	ZR	8,000	302,640,000	378.30
ZR	5,200	192,340,000	369.88	45	CD	8,409	293,410,400	348.92
PO	5,000	180,000,000	360.00	46	RG	7,239	274,011,200	378.52
BR	2,775	102,910,000	370.85	47	PO	6,383	231,020,000	361.93
FS	2,694	92,482,400	343.29	48	FS	5,831	199,513,600	342.16
AF	2,000	71,800,000	359.00	49	IH	2,385	85,112,400	356.87
IU	1,663	62,975,400	378.69	50	IU	2,191	79,546,800	363.06
IH	1,175	43,635,000	371.36	51	MU	1,740	66,170,000	380.29
MU	1,050	41,000,000	390.48	52	FZ	2,007	65,053,200	324.13
CD	461	16,808,600	364.61	53	ID	1,700	62,520,000	367.76
RO	300	11,580,000	386.00	54	MI	1,150	40,940,000	356.00
PG	200	7,640,000	382.00	55	SF	1,053	40,095,000	380.77
SA	200	6,880,000	344.00	56	AN	1,100	38,900,000	353.64
GA	173	6,677,800	386.00	57	BR	950	33,530,000	352.95
GI	104	3,561,400	342.44	58	RB	525	17,855,000	340.10
ID	50	1,900,000	380.00	59	RF	400	14,980,000	374.50
TF	37	1,227,800	331.84	60	RS	210	8,146,000	387.90
FZ	10	368,000	368.00	61	SS	210	7,602,000	362.00
 	 	 	 	62	JB	200	7,000,000	350.00
 	 	 	 	63	GI	179	6,917,800	386.47
 	 	 	 	64	QA	99	3,773,800	381.19
 	 	 	 	65	RO	50	1,715,000	343.00
 	 	 	 	66	FO	50	1,660,000	332.00
 	 	 	 	67	PF	10	400,000	400.00
 	 	 	 	68	TF	9	351,000	390.00
