INETToBrokerCode	INET	Start	2025-11-28	End	2025-11-28	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	852,976	54,819,543,500	642.69	1	XL	879,079	55,946,747,500	636.42
CC	447,169	28,556,465,000	638.61	2	AK	480,685	30,758,062,000	639.88
AK	323,765	20,558,965,000	635.00	3	CC	340,383	21,764,540,500	639.41
YP	313,871	20,111,391,000	640.75	4	MG	300,283	19,328,001,000	643.66
MG	288,300	18,334,920,500	635.97	5	YP	259,783	16,621,757,500	639.83
NI	144,419	9,227,322,500	638.93	6	PD	231,956	14,787,354,500	637.51
BK	139,247	8,900,887,000	639.22	7	XC	141,319	8,990,471,500	636.18
PD	133,067	8,500,304,500	638.80	8	BK	133,404	8,641,005,000	647.73
CP	121,025	7,724,112,000	638.22	9	CP	106,880	6,835,647,500	639.56
XA	117,845	7,519,932,500	638.12	10	NI	97,223	6,242,476,500	642.08
XC	110,785	7,090,942,000	640.06	11	AT	84,284	5,373,037,500	637.49
YB	100,597	6,492,544,000	645.40	12	YB	81,221	5,221,124,000	642.83
DR	66,057	4,210,241,000	637.36	13	KK	62,228	3,939,369,000	633.05
OD	64,965	4,180,587,000	643.51	14	SQ	59,921	3,895,279,500	650.07
SQ	55,478	3,546,668,500	639.29	15	OD	39,649	2,545,500,500	642.01
LG	50,372	3,183,356,500	631.97	16	XA	37,164	2,383,773,000	641.42
ZP	41,511	2,676,940,500	644.87	17	AZ	37,098	2,355,250,000	634.87
KK	38,542	2,463,709,500	639.23	18	DR	35,860	2,283,081,000	636.67
AT	35,446	2,266,000,500	639.28	19	YJ	31,273	2,000,843,500	639.80
AZ	28,174	1,825,392,000	647.90	20	ZP	25,599	1,653,669,500	645.99
IU	21,100	1,345,650,000	637.75	21	HP	21,514	1,386,356,500	644.40
YJ	20,925	1,318,569,500	630.14	22	EP	20,572	1,315,238,500	639.33
EP	16,190	1,040,723,500	642.82	23	GR	16,923	1,082,874,000	639.88
BQ	15,508	989,859,500	638.29	24	BQ	16,264	1,038,722,500	638.66
GR	14,852	945,617,000	636.69	25	IU	15,100	979,000,000	648.34
DH	13,467	860,545,500	639.00	26	TP	11,804	760,651,500	644.40
AI	11,648	739,492,500	634.87	27	AI	11,238	721,787,500	642.27
AO	11,446	738,385,000	645.10	28	DH	11,210	720,149,000	642.42
FZ	9,100	569,650,000	625.99	29	FZ	8,100	514,650,000	635.37
KI	8,220	525,320,000	639.08	30	YU	7,199	463,462,000	643.79
TP	5,802	372,211,500	641.52	31	IN	6,875	445,112,500	647.44
BR	5,755	366,447,500	636.75	32	LG	6,237	402,190,000	644.85
HD	5,500	356,500,000	648.18	33	HD	5,800	373,745,000	644.39
HP	4,596	296,679,000	645.52	34	AO	5,477	349,945,000	638.94
FS	3,534	221,241,000	626.04	35	SA	5,140	324,100,000	630.54
ES	3,407	216,945,000	636.76	36	CD	4,730	300,077,500	634.41
PC	3,257	210,274,000	645.61	37	FS	4,050	259,060,000	639.65
AG	3,015	189,868,500	629.75	38	BR	4,005	257,575,000	643.13
IF	2,952	188,266,500	637.76	39	PC	3,256	211,620,500	649.94
YU	2,578	162,668,500	630.99	40	AG	3,257	210,642,000	646.74
RF	2,200	140,200,000	637.27	41	KI	2,635	171,230,500	649.83
IN	1,775	114,556,500	645.39	42	RF	2,368	153,584,000	648.58
RS	1,570	100,480,000	640.00	43	DX	2,361	152,949,500	647.82
PO	1,505	96,821,000	643.33	44	PO	1,500	93,500,000	623.33
CD	1,021	65,002,000	636.65	45	SH	1,395	89,800,000	643.73
OK	1,000	65,000,000	650.00	46	AN	1,000	65,000,000	650.00
II	1,000	63,500,000	635.00	47	II	1,000	64,500,000	645.00
DX	843	53,699,000	637.00	48	ES	1,000	62,500,000	625.00
IH	521	33,115,500	635.61	49	IH	526	33,914,000	644.75
SH	378	22,995,500	608.35	50	RO	425	27,547,500	648.18
RO	330	21,185,000	641.97	51	IF	403	25,664,500	636.84
SA	300	19,100,000	636.67	52	ZR	302	19,629,000	649.97
SS	100	6,400,000	640.00	53	LS	137	8,706,000	635.47
BS	100	6,300,000	630.00	54	BS	124	7,812,000	630.00
ID	100	6,100,000	610.00	55	SS	100	6,400,000	640.00
RG	78	4,967,000	636.79	56	RG	70	4,550,000	650.00
LS	62	4,030,000	650.00	57	RB	60	3,902,500	650.42
MU	55	3,534,000	642.55	58	FO	50	3,275,000	655.00
DU	48	3,092,000	644.17	59	SF	22	1,430,000	650.00
SF	29	1,885,000	650.00	60	TF	11	704,000	640.00
RB	29	1,839,000	634.14	61	GI	2	127,500	637.50
JB	20	1,300,000	650.00	62	QA	2	126,000	630.00
TF	5	307,500	615.00	63	 	 	 	 
QA	4	254,000	635.00	64	 	 	 	 
