CUANToBrokerCode	CUAN	Start	2025-11-11	End	2025-11-11	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	334,803	74,328,353,000	2220.06	1	XL	212,624	47,189,488,000	2219.39
YP	101,382	22,470,937,000	2216.46	2	CC	139,196	30,786,742,000	2211.75
XC	80,512	17,781,487,000	2208.55	3	MG	106,590	23,490,890,000	2203.85
CC	60,561	13,411,406,000	2214.53	4	YP	97,368	21,580,340,000	2216.37
AK	55,754	12,279,265,000	2202.40	5	YB	64,940	14,342,971,000	2208.65
PD	46,168	10,218,958,000	2213.43	6	AK	58,052	13,008,630,000	2240.86
MG	44,708	10,014,342,000	2239.94	7	ZP	52,926	11,747,968,000	2219.70
CP	37,395	8,236,971,000	2202.69	8	EP	45,652	10,102,378,000	2212.91
KK	33,417	7,401,060,000	2214.76	9	CP	43,585	9,648,332,000	2213.68
XA	28,092	6,260,456,000	2228.55	10	XC	42,663	9,497,613,000	2226.19
SQ	27,251	6,026,896,000	2211.62	11	DR	32,601	7,168,014,000	2198.71
BQ	26,313	5,829,794,000	2215.56	12	PD	31,333	6,975,303,000	2226.18
AZ	22,846	5,092,914,000	2229.24	13	SQ	20,776	4,625,335,000	2226.29
TP	21,786	4,843,526,000	2223.23	14	XA	20,314	4,502,531,000	2216.47
ZP	21,501	4,749,599,000	2209.01	15	TP	18,086	4,013,534,000	2219.14
LG	14,340	3,170,840,000	2211.19	16	GR	16,111	3,580,240,000	2222.23
YB	13,105	2,894,500,000	2208.70	17	NI	13,502	2,990,706,000	2215.01
HP	12,880	2,845,553,000	2209.28	18	YJ	12,006	2,636,642,000	2196.10
KI	12,155	2,704,196,000	2224.76	19	KK	10,833	2,413,523,000	2227.94
EP	12,063	2,668,958,000	2212.52	20	BK	9,264	2,062,615,000	2226.48
NI	11,342	2,513,339,000	2215.96	21	AZ	8,004	1,773,629,000	2215.93
DR	10,247	2,273,077,000	2218.29	22	BQ	6,451	1,437,341,000	2228.09
AO	9,090	2,005,785,000	2206.58	23	HP	5,039	1,119,155,000	2220.99
OD	8,123	1,795,409,000	2210.28	24	CD	5,033	1,111,623,000	2208.67
GR	7,530	1,668,607,000	2215.95	25	LG	4,814	1,060,427,000	2202.80
CD	5,613	1,241,150,000	2211.21	26	OD	3,864	856,168,000	2215.76
YU	5,341	1,177,499,000	2204.64	27	KI	3,694	812,090,000	2198.40
DH	4,932	1,087,444,000	2204.87	28	YU	3,033	672,697,000	2217.93
FS	4,200	929,800,000	2213.81	29	AI	2,555	565,441,000	2213.08
BB	4,023	890,467,000	2213.44	30	FS	2,359	526,750,000	2232.94
GA	3,000	667,000,000	2223.33	31	AG	2,071	459,717,000	2219.78
HD	2,890	638,148,000	2208.12	32	DH	2,035	453,732,000	2229.64
IF	2,575	568,884,000	2209.26	33	PC	2,015	443,310,000	2200.05
YJ	2,441	536,541,000	2198.04	34	AT	1,271	279,497,000	2199.03
PC	2,083	459,545,000	2206.17	35	GA	1,000	222,000,000	2220.00
LS	1,689	375,724,000	2224.54	36	SH	780	173,075,000	2218.91
AG	1,557	344,704,000	2213.90	37	FZ	660	147,050,000	2228.03
FZ	1,530	342,190,000	2236.54	38	ES	500	112,000,000	2240.00
BK	1,308	290,278,000	2219.25	39	AO	490	108,905,000	2222.55
IU	1,150	255,850,000	2224.78	40	IU	450	99,800,000	2217.78
AI	1,134	251,295,000	2216.01	41	RX	363	80,949,000	2230.00
ID	1,070	233,430,000	2181.59	42	BR	250	55,000,000	2200.00
AT	1,029	226,964,000	2205.68	43	HD	220	49,100,000	2231.82
BS	1,000	219,000,000	2190.00	44	IF	210	46,240,000	2201.90
AN	1,000	219,000,000	2190.00	45	LS	200	45,000,000	2250.00
SH	780	172,640,000	2213.33	46	IH	200	44,000,000	2200.00
ES	610	134,500,000	2204.92	47	IN	100	22,000,000	2200.00
BR	400	89,130,000	2228.25	48	ID	60	13,200,000	2200.00
AR	370	81,610,000	2205.68	49	DX	51	11,170,000	2190.20
RG	280	62,415,000	2229.11	50	PF	36	8,010,000	2225.00
DX	275	61,125,000	2222.73	51	SA	30	6,600,000	2200.00
SA	195	43,475,000	2229.49	52	MU	1	224,000	2240.00
RO	180	40,190,000	2232.78	53	SF	1	222,000	2220.00
IN	104	22,887,000	2200.67	54	ZR	1	221,000	2210.00
PF	52	11,612,000	2233.08	55	 	 	 	 
MU	40	8,779,000	2194.75	56	 	 	 	 
RB	35	7,775,000	2221.43	57	 	 	 	 
SF	10	2,200,000	2200.00	58	 	 	 	 
QA	1	220,000	2200.00	59	 	 	 	 
PO	1	220,000	2200.00	60	 	 	 	 
ZR	1	219,000	2190.00	61	 	 	 	 
