CDIAToBrokerCode	CDIA	Start	2026-01-28	End	2026-01-28	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	586,970	71,794,776,000	1223.14	1	XL	559,260	67,887,335,500	1213.88
CC	349,008	42,688,055,500	1223.13	2	YP	206,433	25,092,477,000	1215.53
YP	282,365	34,287,530,000	1214.30	3	AK	199,739	24,856,967,500	1244.47
XC	142,380	17,332,511,500	1217.34	4	PD	193,938	23,438,613,500	1208.56
OD	139,380	16,839,428,000	1208.17	5	CC	185,223	22,775,220,000	1229.61
PD	130,912	15,921,994,000	1216.24	6	XC	129,325	15,771,324,500	1219.51
YB	128,415	15,438,745,000	1202.25	7	YB	121,063	15,032,833,000	1241.74
AK	114,679	14,311,811,000	1247.99	8	DX	119,973	14,286,857,500	1190.84
MG	105,930	12,678,575,500	1196.88	9	BK	103,451	12,656,583,500	1223.44
ZP	90,469	11,257,381,000	1244.34	10	IN	102,500	12,450,250,000	1214.66
SQ	87,986	10,678,423,500	1213.65	11	MG	99,067	12,142,546,500	1225.69
CP	76,268	9,247,617,500	1212.52	12	NI	92,440	11,244,901,500	1216.45
KK	58,712	7,203,484,000	1226.92	13	AZ	89,388	10,770,124,000	1204.87
LG	58,994	7,044,043,000	1194.03	14	XA	56,404	6,923,644,000	1227.51
NI	54,567	6,649,937,000	1218.67	15	SQ	57,393	6,914,323,500	1204.73
XA	46,143	5,517,680,500	1195.78	16	AO	49,758	6,178,566,500	1241.72
GR	43,831	5,267,510,500	1201.78	17	KK	45,997	5,587,306,000	1214.71
KI	37,119	4,444,294,000	1197.31	18	CP	44,435	5,392,997,500	1213.68
BK	32,625	4,084,528,500	1251.96	19	GR	41,744	5,057,300,500	1211.50
DH	27,800	3,378,532,000	1215.30	20	ZP	40,657	4,880,094,500	1200.31
TP	27,602	3,359,461,500	1217.11	21	OD	37,537	4,528,199,000	1206.33
DR	26,304	3,201,543,000	1217.13	22	TP	36,520	4,351,176,500	1191.45
AO	25,911	3,099,843,000	1196.34	23	DH	33,920	4,067,931,500	1199.27
EP	20,659	2,508,665,500	1214.32	24	EP	25,245	3,022,764,000	1197.37
YJ	20,025	2,463,870,500	1230.40	25	LG	22,059	2,701,437,500	1224.64
MU	19,333	2,333,464,500	1206.99	26	DR	21,447	2,632,794,500	1227.58
AZ	17,805	2,156,599,500	1211.23	27	KI	19,556	2,372,470,000	1213.17
IN	13,021	1,638,143,000	1258.08	28	YU	18,083	2,206,491,500	1220.20
BQ	11,275	1,357,514,000	1204.00	29	HP	12,863	1,552,107,500	1206.65
YU	11,034	1,324,868,000	1200.71	30	BQ	12,758	1,534,125,000	1202.48
HP	8,026	977,389,500	1217.78	31	RF	11,700	1,398,200,000	1195.04
BR	5,209	626,425,500	1202.58	32	AG	6,963	834,190,500	1198.03
ES	5,128	623,265,500	1215.42	33	RG	6,560	789,475,000	1203.47
SH	4,343	525,709,000	1210.47	34	CD	6,060	757,188,500	1249.49
RB	3,776	449,419,500	1190.20	35	DP	4,771	597,008,000	1251.33
AT	3,510	423,723,500	1207.19	36	FZ	4,603	557,063,000	1210.22
AI	3,526	423,010,000	1199.69	37	SH	3,800	482,950,000	1270.92
RX	2,780	330,820,000	1190.00	38	IF	3,853	470,066,500	1220.00
LS	2,262	271,591,500	1200.67	39	RB	3,701	462,802,500	1250.48
DX	2,247	269,426,000	1199.05	40	SA	3,065	372,035,000	1213.82
IF	2,207	266,195,500	1206.14	41	AT	2,464	294,758,000	1196.26
CD	2,222	265,550,500	1195.10	42	RO	2,415	287,590,000	1190.85
RO	2,055	246,505,000	1199.54	43	YJ	1,970	241,859,500	1227.71
AN	1,867	233,373,000	1249.99	44	AI	1,863	222,163,500	1192.50
AF	1,525	182,475,000	1196.56	45	BS	1,800	216,900,000	1205.00
SS	1,250	149,375,000	1195.00	46	QA	1,057	125,826,500	1190.41
AG	1,221	148,116,500	1213.08	47	MI	941	112,154,000	1191.86
RG	1,076	130,637,500	1214.10	48	AD	755	92,110,000	1220.00
RF	1,045	130,155,000	1245.50	49	PG	571	69,910,000	1224.34
YO	1,000	119,000,000	1190.00	50	PO	542	64,498,000	1190.00
OK	1,000	119,000,000	1190.00	51	PC	492	61,349,500	1246.94
HD	880	105,862,500	1202.98	52	LS	300	37,275,000	1242.50
PC	550	65,707,500	1194.68	53	IU	250	29,950,000	1198.00
PF	500	59,500,000	1190.00	54	ID	200	25,013,000	1250.65
PG	396	49,719,000	1255.53	55	BR	200	23,800,000	1190.00
FS	330	39,360,000	1192.73	56	DU	175	21,525,000	1230.00
JB	300	37,050,000	1235.00	57	PF	131	15,642,000	1194.05
ID	275	33,075,000	1202.73	58	ES	109	12,971,000	1190.00
IU	270	32,350,000	1198.15	59	GA	100	12,600,000	1260.00
ZR	251	29,894,000	1191.00	60	AN	95	11,305,000	1190.00
IT	200	23,800,000	1190.00	61	SF	27	3,253,500	1205.00
GI	200	23,800,000	1190.00	62	FS	12	1,428,000	1190.00
QA	114	13,627,000	1195.35	63	AR	11	1,314,500	1195.00
RS	102	12,146,500	1190.83	64	 	 	 	 
SA	100	12,000,000	1200.00	65	 	 	 	 
GA	100	11,900,000	1190.00	66	 	 	 	 
MI	100	11,900,000	1190.00	67	 	 	 	 
PO	91	11,049,500	1214.23	68	 	 	 	 
EL	42	5,103,000	1215.00	69	 	 	 	 
AP	40	4,845,000	1211.25	70	 	 	 	 
BS	30	3,570,000	1190.00	71	 	 	 	 
AR	30	3,570,000	1190.00	72	 	 	 	 
SF	20	2,429,500	1214.75	73	 	 	 	 
TF	5	600,000	1200.00	74	 	 	 	 
IH	5	597,000	1194.00	75	 	 	 	 
KZ	3	366,500	1221.67	76	 	 	 	 
AD	1	123,000	1230.00	77	 	 	 	 
