CDIAToBrokerCode	CDIA	Start	2026-01-06	End	2026-01-06	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	161,816	27,305,773,500	1687.46	1	XL	194,937	32,882,995,000	1686.85
CC	80,424	13,574,002,500	1687.80	2	YP	53,549	9,035,559,000	1687.34
XC	69,428	11,712,184,000	1686.95	3	XC	51,583	8,706,822,000	1687.92
SQ	58,706	9,899,738,000	1686.32	4	PD	49,280	8,317,093,000	1687.72
XA	50,324	8,492,116,000	1687.49	5	CC	45,208	7,628,452,000	1687.41
YP	43,728	7,375,019,000	1686.57	6	OD	36,045	6,083,156,500	1687.66
PD	37,558	6,337,333,500	1687.35	7	BK	35,148	5,931,761,000	1687.65
NI	29,001	4,894,404,000	1687.67	8	NI	27,495	4,640,060,000	1687.60
GR	25,360	4,283,899,500	1689.23	9	AK	26,061	4,412,455,000	1693.13
AZ	24,508	4,138,136,500	1688.48	10	AZ	23,208	3,913,972,500	1686.48
OD	23,252	3,921,178,000	1686.38	11	HP	22,232	3,755,530,000	1689.25
KK	21,265	3,597,489,500	1691.74	12	DH	20,214	3,411,542,000	1687.71
AF	20,000	3,370,000,000	1685.00	13	LG	19,841	3,346,064,500	1686.44
YJ	18,275	3,087,368,500	1689.39	14	YB	15,031	2,535,171,000	1686.63
CP	15,695	2,651,285,500	1689.25	15	YU	14,277	2,410,218,500	1688.18
YB	12,056	2,034,628,500	1687.65	16	SQ	13,863	2,338,541,000	1686.89
BK	8,699	1,474,312,000	1694.81	17	KK	13,363	2,258,918,000	1690.43
LG	7,780	1,311,978,500	1686.35	18	KZ	12,861	2,169,664,000	1687.01
ZP	6,966	1,174,161,000	1685.56	19	AO	11,615	1,962,757,500	1689.85
BQ	6,733	1,135,887,500	1687.05	20	AI	11,073	1,865,830,500	1685.03
DR	6,673	1,124,977,000	1685.86	21	CP	10,789	1,821,530,000	1688.32
EP	6,306	1,063,627,000	1686.69	22	CD	10,406	1,756,154,500	1687.64
HP	5,754	971,426,500	1688.26	23	BB	10,194	1,720,175,500	1687.44
AO	5,674	959,680,500	1691.36	24	DP	10,194	1,720,175,500	1687.44
PC	4,900	828,100,000	1690.00	25	GR	7,284	1,234,066,000	1694.21
TP	4,736	799,427,500	1687.98	26	XA	6,418	1,082,316,500	1686.38
AK	4,577	774,233,000	1691.57	27	MI	5,000	842,500,000	1685.00
DH	3,610	608,875,500	1686.64	28	DR	4,367	736,321,000	1686.10
KI	2,601	441,540,000	1697.58	29	EP	3,688	622,233,500	1687.18
AT	2,520	425,903,000	1690.09	30	AT	3,586	605,602,000	1688.80
YU	2,186	369,251,000	1689.16	31	IF	3,491	589,280,500	1688.00
CD	1,365	230,097,500	1685.70	32	ZP	2,101	354,709,000	1688.29
FZ	1,030	174,070,000	1690.00	33	TP	1,595	269,170,000	1687.59
DX	1,030	173,117,000	1680.75	34	RS	1,480	249,380,000	1685.00
OK	1,000	169,000,000	1690.00	35	MG	1,028	173,447,000	1687.23
MG	997	168,283,000	1687.89	36	ES	900	153,000,000	1700.00
RG	894	150,589,000	1684.44	37	DX	831	140,163,500	1686.68
RO	722	122,485,000	1696.47	38	RG	635	107,285,000	1689.53
RF	693	116,720,500	1684.28	39	FS	500	84,750,000	1695.00
AG	681	114,851,000	1686.51	40	BR	500	84,400,000	1688.00
SH	625	105,665,000	1690.64	41	AG	453	76,387,500	1686.26
BR	516	87,043,500	1686.89	42	PC	350	59,150,000	1690.00
FS	502	84,587,000	1685.00	43	BQ	331	55,850,000	1687.31
EL	500	84,500,000	1690.00	44	SH	219	36,994,500	1689.25
IF	433	73,135,500	1689.04	45	YJ	188	31,764,000	1689.57
AI	280	47,195,000	1685.54	46	KI	107	18,060,000	1687.85
LS	229	38,686,500	1689.37	47	IU	102	17,263,000	1692.45
SF	227	38,372,500	1690.42	48	RF	100	16,900,000	1690.00
HD	210	35,375,000	1684.52	49	RB	59	9,941,500	1685.00
SA	170	28,730,000	1690.00	50	IH	57	9,633,000	1690.00
MU	124	20,847,500	1681.25	51	HD	50	8,425,000	1685.00
AN	100	16,900,000	1690.00	52	LS	35	5,917,500	1690.71
TS	100	16,800,000	1680.00	53	IN	6	1,020,000	1700.00
DD	100	16,800,000	1680.00	54	MU	4	677,000	1692.50
QA	94	15,841,500	1685.27	55	RO	1	169,000	1690.00
ID	55	9,252,500	1682.27	56	 	 	 	 
RB	50	8,450,000	1690.00	57	 	 	 	 
ZR	50	8,450,000	1690.00	58	 	 	 	 
SS	30	5,065,000	1688.33	59	 	 	 	 
IH	10	1,685,000	1685.00	60	 	 	 	 
ES	3	506,500	1688.33	61	 	 	 	 
IC	2	337,000	1685.00	62	 	 	 	 
